"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia LORETO (000)",59590,1961,24593,15220,9527,6263,2026
"Jefe o Jefa (001)",11280,,30,2317,4475,3507,951
"Esposa(o) / compañera(o) (002)",8768,,28,2958,3404,1981,397
"Hijo(a) / hijastro(a) (003)",28268,1292,19392,6859,657,66,2
"Yerno / nuera (004)",1129,,25,836,232,32,4
"Nieto(a) (005)",3674,452,2859,356,7,,
"Padres / suegros (006)",793,,,,35,260,498
"Otro(a) pariente (007)",4772,205,2112,1488,522,298,147
"Trabajador(a) del hogar (008)",68,,9,42,12,3,2
"Pensionistas (009)",73,,2,41,19,10,1
"Otro(a) no pariente (010)",765,12,136,323,164,106,24
"Hombres (011)",30925,1010,12639,7495,5040,3597,1144
"Jefe o Jefa (012)",9664,,14,1901,3876,3061,812
"Esposa(o) / compañera(o) (013)",309,,5,89,119,79,17
"Hijo(a) / hijastro(a) (014)",15040,666,9990,3923,416,44,1
"Yerno / nuera (015)",528,,4,326,170,25,3
"Nieto(a) (016)",1905,238,1461,203,3,,
"Padres / suegros (017)",345,,,,16,111,218
"Otro(a) pariente (018)",2572,101,1098,808,302,186,77
"Trabajador(a) del hogar (019)",18,,2,8,7,,1
"Pensionistas (020)",43,,1,24,11,6,1
"Otro(a) no pariente (021)",501,5,64,213,120,85,14
"Mujeres (022)",28665,951,11954,7725,4487,2666,882
"Jefe o Jefa (023)",1616,,16,416,599,446,139
"Esposa(o) / compañera(o) (024)",8459,,23,2869,3285,1902,380
"Hijo(a) / hijastro(a) (025)",13228,626,9402,2936,241,22,1
"Yerno / nuera (026)",601,,21,510,62,7,1
"Nieto(a) (027)",1769,214,1398,153,4,,
"Padres / suegros (028)",448,,,,19,149,280
"Otro(a) pariente (029)",2200,104,1014,680,220,112,70
"Trabajador(a) del hogar (030)",50,,7,34,5,3,1
"Pensionistas (031)",30,,1,17,8,4,
"Otro(a) no pariente (032)",264,7,72,110,44,21,10
,,,,,,,
"URBANA (033)",24202,733,9090,6589,4120,2722,948
"Jefe o Jefa (034)",4624,,11,782,1845,1534,452
"Esposa(o) / compañera(o) (035)",3386,,4,928,1407,870,177
"Hijo(a) / hijastro(a) (036)",10908,436,6705,3326,403,36,2
"Yerno / nuera (037)",527,,7,361,138,17,4
"Nieto(a) (038)",1845,204,1423,213,5,,
"Padres / suegros (039)",328,,,,9,89,230
"Otro(a) pariente (040)",2115,85,854,746,229,132,69
"Trabajador(a) del hogar (041)",54,,6,35,10,2,1
"Pensionistas (042)",24,,1,17,2,4,
"Otro(a) no pariente (043)",391,8,79,181,72,38,13
"Hombres (044)",12323,364,4654,3183,2092,1513,517
"Jefe o Jefa (045)",3659,,5,550,1472,1269,363
"Esposa(o) / compañera(o) (046)",224,,3,60,85,62,14
"Hijo(a) / hijastro(a) (047)",5749,214,3458,1810,245,21,1
"Yerno / nuera (048)",239,,2,126,95,13,3
"Nieto(a) (049)",930,103,711,113,3,,
"Padres / suegros (050)",136,,,,4,35,97
"Otro(a) pariente (051)",1128,43,441,397,133,82,32
"Trabajador(a) del hogar (052)",12,,,6,6,,
"Pensionistas (053)",15,,1,9,2,3,
"Otro(a) no pariente (054)",231,4,33,112,47,28,7
"Mujeres (055)",11879,369,4436,3406,2028,1209,431
"Jefe o Jefa (056)",965,,6,232,373,265,89
"Esposa(o) / compañera(o) (057)",3162,,1,868,1322,808,163
"Hijo(a) / hijastro(a) (058)",5159,222,3247,1516,158,15,1
"Yerno / nuera (059)",288,,5,235,43,4,1
"Nieto(a) (060)",915,101,712,100,2,,
"Padres / suegros (061)",192,,,,5,54,133
"Otro(a) pariente (062)",987,42,413,349,96,50,37
"Trabajador(a) del hogar (063)",42,,6,29,4,2,1
"Pensionistas (064)",9,,,8,,1,
"Otro(a) no pariente (065)",160,4,46,69,25,10,6
,,,,,,,
"RURAL (066)",35388,1228,15503,8631,5407,3541,1078
"Jefe o Jefa (067)",6656,,19,1535,2630,1973,499
"Esposa(o) / compañera(o) (068)",5382,,24,2030,1997,1111,220
"Hijo(a) / hijastro(a) (069)",17360,856,12687,3533,254,30,
"Yerno / nuera (070)",602,,18,475,94,15,
"Nieto(a) (071)",1829,248,1436,143,2,,
"Padres / suegros (072)",465,,,,26,171,268
"Otro(a) pariente (073)",2657,120,1258,742,293,166,78
"Trabajador(a) del hogar (074)",14,,3,7,2,1,1
"Pensionistas (075)",49,,1,24,17,6,1
"Otro(a) no pariente (076)",374,4,57,142,92,68,11
"Hombres (077)",18602,646,7985,4312,2948,2084,627
"Jefe o Jefa (078)",6005,,9,1351,2404,1792,449
"Esposa(o) / compañera(o) (079)",85,,2,29,34,17,3
"Hijo(a) / hijastro(a) (080)",9291,452,6532,2113,171,23,
"Yerno / nuera (081)",289,,2,200,75,12,
"Nieto(a) (082)",975,135,750,90,,,
"Padres / suegros (083)",209,,,,12,76,121
"Otro(a) pariente (084)",1444,58,657,411,169,104,45
"Trabajador(a) del hogar (085)",6,,2,2,1,,1
"Pensionistas (086)",28,,,15,9,3,1
"Otro(a) no pariente (087)",270,1,31,101,73,57,7
"Mujeres (088)",16786,582,7518,4319,2459,1457,451
"Jefe o Jefa (089)",651,,10,184,226,181,50
"Esposa(o) / compañera(o) (090)",5297,,22,2001,1963,1094,217
"Hijo(a) / hijastro(a) (091)",8069,404,6155,1420,83,7,
"Yerno / nuera (092)",313,,16,275,19,3,
"Nieto(a) (093)",854,113,686,53,2,,
"Padres / suegros (094)",256,,,,14,95,147
"Otro(a) pariente (095)",1213,62,601,331,124,62,33
"Trabajador(a) del hogar (096)",8,,1,5,1,1,
"Pensionistas (097)",21,,1,9,8,3,
