"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia RODRIGUEZ DE MENDOZA (000)",26354,492,8131,6538,5180,3933,2080
"Jefe o Jefa (001)",6888,,15,1019,2396,2206,1252
"Esposa(o) / compañera(o) (002)",4724,,5,1284,1788,1201,446
"Hijo(a) / hijastro(a) (003)",10796,343,6633,3052,561,201,6
"Yerno / nuera (004)",306,,5,198,90,12,1
"Nieto(a) (005)",1180,108,889,169,14,,
"Padres / suegros (006)",300,,,,3,66,231
"Otro(a) pariente (007)",1587,36,509,521,205,186,130
"Trabajador(a) del hogar (008)",46,,6,33,5,2,
"Pensionistas (009)",27,,,15,9,3,
"Otro(a) no pariente (010)",500,5,69,247,109,56,14
"Hombres (011)",13881,255,4175,3555,2754,2140,1002
"Jefe o Jefa (012)",5560,,10,869,2050,1792,839
"Esposa(o) / compañera(o) (013)",134,,2,35,40,39,18
"Hijo(a) / hijastro(a) (014)",5979,172,3400,1905,375,125,2
"Yerno / nuera (015)",134,,,66,59,8,1
"Nieto(a) (016)",643,61,477,95,10,,
"Padres / suegros (017)",94,,,,1,24,69
"Otro(a) pariente (018)",958,19,247,380,138,108,66
"Trabajador(a) del hogar (019)",2,,,1,1,,
"Pensionistas (020)",22,,,12,7,3,
"Otro(a) no pariente (021)",355,3,39,192,73,41,7
"Mujeres (022)",12473,237,3956,2983,2426,1793,1078
"Jefe o Jefa (023)",1328,,5,150,346,414,413
"Esposa(o) / compañera(o) (024)",4590,,3,1249,1748,1162,428
"Hijo(a) / hijastro(a) (025)",4817,171,3233,1147,186,76,4
"Yerno / nuera (026)",172,,5,132,31,4,
"Nieto(a) (027)",537,47,412,74,4,,
"Padres / suegros (028)",206,,,,2,42,162
"Otro(a) pariente (029)",629,17,262,141,67,78,64
"Trabajador(a) del hogar (030)",44,,6,32,4,2,
"Pensionistas (031)",5,,,3,2,,
"Otro(a) no pariente (032)",145,2,30,55,36,15,7
,,,,,,,
"URBANA (033)",8560,145,2428,1959,1860,1424,744
"Jefe o Jefa (034)",2341,,13,257,836,798,437
"Esposa(o) / compañera(o) (035)",1459,,2,300,618,396,143
"Hijo(a) / hijastro(a) (036)",3197,90,1838,982,205,79,3
"Yerno / nuera (037)",112,,,64,42,6,
"Nieto(a) (038)",453,40,337,68,8,,
"Padres / suegros (039)",118,,,,1,23,94
"Otro(a) pariente (040)",585,11,191,159,84,81,59
"Trabajador(a) del hogar (041)",37,,4,29,3,1,
"Pensionistas (042)",15,,,9,4,2,
"Otro(a) no pariente (043)",243,4,43,91,59,38,8
"Hombres (044)",4328,73,1243,985,919,763,345
"Jefe o Jefa (045)",1736,,9,194,647,613,273
"Esposa(o) / compañera(o) (046)",68,,1,18,25,15,9
"Hijo(a) / hijastro(a) (047)",1707,42,938,552,127,47,1
"Yerno / nuera (048)",47,,,16,26,5,
"Nieto(a) (049)",250,23,181,41,5,,
"Padres / suegros (050)",32,,,,,6,26
"Otro(a) pariente (051)",328,6,90,100,53,48,31
"Trabajador(a) del hogar (052)",1,,,1,,,
"Pensionistas (053)",11,,,7,2,2,
"Otro(a) no pariente (054)",148,2,24,56,34,27,5
"Mujeres (055)",4232,72,1185,974,941,661,399
"Jefe o Jefa (056)",605,,4,63,189,185,164
"Esposa(o) / compañera(o) (057)",1391,,1,282,593,381,134
"Hijo(a) / hijastro(a) (058)",1490,48,900,430,78,32,2
"Yerno / nuera (059)",65,,,48,16,1,
"Nieto(a) (060)",203,17,156,27,3,,
"Padres / suegros (061)",86,,,,1,17,68
"Otro(a) pariente (062)",257,5,101,59,31,33,28
"Trabajador(a) del hogar (063)",36,,4,28,3,1,
"Pensionistas (064)",4,,,2,2,,
"Otro(a) no pariente (065)",95,2,19,35,25,11,3
,,,,,,,
"RURAL (066)",17794,347,5703,4579,3320,2509,1336
"Jefe o Jefa (067)",4547,,2,762,1560,1408,815
"Esposa(o) / compañera(o) (068)",3265,,3,984,1170,805,303
"Hijo(a) / hijastro(a) (069)",7599,253,4795,2070,356,122,3
"Yerno / nuera (070)",194,,5,134,48,6,1
"Nieto(a) (071)",727,68,552,101,6,,
"Padres / suegros (072)",182,,,,2,43,137
"Otro(a) pariente (073)",1002,25,318,362,121,105,71
"Trabajador(a) del hogar (074)",9,,2,4,2,1,
"Pensionistas (075)",12,,,6,5,1,
"Otro(a) no pariente (076)",257,1,26,156,50,18,6
"Hombres (077)",9553,182,2932,2570,1835,1377,657
"Jefe o Jefa (078)",3824,,1,675,1403,1179,566
"Esposa(o) / compañera(o) (079)",66,,1,17,15,24,9
"Hijo(a) / hijastro(a) (080)",4272,130,2462,1353,248,78,1
"Yerno / nuera (081)",87,,,50,33,3,1
"Nieto(a) (082)",393,38,296,54,5,,
"Padres / suegros (083)",62,,,,1,18,43
"Otro(a) pariente (084)",630,13,157,280,85,60,35
"Trabajador(a) del hogar (085)",1,,,,1,,
"Pensionistas (086)",11,,,5,5,1,
"Otro(a) no pariente (087)",207,1,15,136,39,14,2
"Mujeres (088)",8241,165,2771,2009,1485,1132,679
"Jefe o Jefa (089)",723,,1,87,157,229,249
"Esposa(o) / compañera(o) (090)",3199,,2,967,1155,781,294
"Hijo(a) / hijastro(a) (091)",3327,123,2333,717,108,44,2
"Yerno / nuera (092)",107,,5,84,15,3,
"Nieto(a) (093)",334,30,256,47,1,,
"Padres / suegros (094)",120,,,,1,25,94
"Otro(a) pariente (095)",372,12,161,82,36,45,36
"Trabajador(a) del hogar (096)",8,,2,4,1,1,
"Pensionistas (097)",1,,,1,,,
"Otro(a) no pariente (098)",50,,11,20,11,4,4
