"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia CAMANA (000)",47222,9071,14387,11803,8729,3232
"Hombres (001)",24736,4655,7392,6206,4765,1718
"Mujeres (002)",22486,4416,6995,5597,3964,1514
"PEA (003)",23206,180,7405,8598,5893,1130
"Hombres (004)",15565,119,4891,5612,4051,892
"Mujeres (005)",7641,61,2514,2986,1842,238
"Ocupada (006)",22182,171,6957,8262,5698,1094
"Hombres (007)",14895,114,4623,5402,3898,858
"Mujeres (008)",7287,57,2334,2860,1800,236
"Desocupada (009)",1024,9,448,336,195,36
"Hombres (010)",670,5,268,210,153,34
"Mujeres (011)",354,4,180,126,42,2
"No PEA (012)",24016,8891,6982,3205,2836,2102
"Hombres (013)",9171,4536,2501,594,714,826
"Mujeres (014)",14845,4355,4481,2611,2122,1276
,,,,,,
"URBANA (018)",39943,8014,11527,9960,7602,2840
"Hombres (019)",20233,4096,5620,5012,4034,1471
"Mujeres (020)",19710,3918,5907,4948,3568,1369
"PEA (021)",18855,153,5528,7161,5092,921
"Hombres (022)",12040,96,3365,4474,3398,707
"Mujeres (023)",6815,57,2163,2687,1694,214
"Ocupada (024)",17888,146,5101,6841,4912,888
"Hombres (025)",11415,93,3111,4277,3258,676
"Mujeres (026)",6473,53,1990,2564,1654,212
"Desocupada (027)",967,7,427,320,180,33
"Hombres (028)",625,3,254,197,140,31
"Mujeres (029)",342,4,173,123,40,2
"No PEA (030)",21088,7861,5999,2799,2510,1919
"Hombres (031)",8193,4000,2255,538,636,764
"Mujeres (032)",12895,3861,3744,2261,1874,1155
,,,,,,
"RURAL (036)",7279,1057,2860,1843,1127,392
"Hombres (037)",4503,559,1772,1194,731,247
"Mujeres (038)",2776,498,1088,649,396,145
"PEA (039)",4351,27,1877,1437,801,209
"Hombres (040)",3525,23,1526,1138,653,185
"Mujeres (041)",826,4,351,299,148,24
"Ocupada (042)",4294,25,1856,1421,786,206
"Hombres (043)",3480,21,1512,1125,640,182
"Mujeres (044)",814,4,344,296,146,24
"Desocupada (045)",57,2,21,16,15,3
"Hombres (046)",45,2,14,13,13,3
"Mujeres (047)",12,,7,3,2,
"No PEA (048)",2928,1030,983,406,326,183
"Hombres (049)",978,536,246,56,78,62
"Mujeres (050)",1950,494,737,350,248,121
