"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia ABANCAY (000)",24837,134,506,1242,2480,5522,8893,6060
"De 12 a 14 años (001)",39,,,,,,3,36
"De 15 a 19 años (002)",658,,,,,,395,263
"De 20 a 24 años (003)",2661,,,,,10,1475,1176
"De 25 a 29 años (004)",3133,,,,,172,1950,1011
"De 30 a 34 años (005)",3191,,,,,561,1967,663
"De 35 a 39 años (006)",3031,,,,22,997,1561,451
"De 40 a 44 años (007)",2622,,,,88,1107,1034,393
"De 45 a 49 años (008)",2144,,,10,281,1171,431,251
"De 50 y más años (009)",7358,134,506,1232,2089,1504,77,1816
"PEA (010)",9769,4,49,258,954,2623,3453,2428
"De 12 a 14 años (011)",3,,,,,,,3
"De 15 a 19 años (012)",170,,,,,,99,71
"De 20 a 24 años (013)",889,,,,,5,441,443
"De 25 a 29 años (014)",1303,,,,,69,709,525
"De 30 a 34 años (015)",1520,,,,,284,861,375
"De 35 a 39 años (016)",1474,,,,11,512,691,260
"De 40 a 44 años (017)",1417,,,,57,646,471,243
"De 45 a 49 años (018)",1064,,,7,174,593,154,136
"De 50 y más años (019)",1929,4,49,251,712,514,27,372
"Ocupada (020)",9372,3,49,257,940,2558,3289,2276
"De 12 a 14 años (021)",3,,,,,,,3
"De 15 a 19 años (022)",156,,,,,,88,68
"De 20 a 24 años (023)",809,,,,,5,408,396
"De 25 a 29 años (024)",1208,,,,,67,667,474
"De 30 a 34 años (025)",1436,,,,,271,821,344
"De 35 a 39 años (026)",1433,,,,11,501,671,250
"De 40 a 44 años (027)",1378,,,,55,628,455,240
"De 45 a 49 años (028)",1046,,,7,172,580,152,135
"De 50 y más años (029)",1903,3,49,250,702,506,27,366
"Desocupada (030)",397,1,,1,14,65,164,152
"De 15 a 19 años (032)",14,,,,,,11,3
"De 20 a 24 años (033)",80,,,,,,33,47
"De 25 a 29 años (034)",95,,,,,2,42,51
"De 30 a 34 años (035)",84,,,,,13,40,31
"De 35 a 39 años (036)",41,,,,,11,20,10
"De 40 a 44 años (037)",39,,,,2,18,16,3
"De 45 a 49 años (038)",18,,,,2,13,2,1
"De 50 y más años (039)",26,1,,1,10,8,,6
"No PEA (040)",15068,130,457,984,1526,2899,5440,3632
"De 12 a 14 años (041)",36,,,,,,3,33
"De 15 a 19 años (042)",488,,,,,,296,192
"De 20 a 24 años (043)",1772,,,,,5,1034,733
"De 25 a 29 años (044)",1830,,,,,103,1241,486
"De 30 a 34 años (045)",1671,,,,,277,1106,288
"De 35 a 39 años (046)",1557,,,,11,485,870,191
"De 40 a 44 años (047)",1205,,,,31,461,563,150
