"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia LA UNION (000)",13419,5667,1157,158,6441
"Hombres (001)",6684,2733,562,102,3288
"Mujeres (002)",6735,2934,595,56,3153
"PEA (003)",5951,1717,687,100,3449
"Hombres (004)",3620,927,358,73,2262
"Mujeres (005)",2331,790,329,27,1187
"Ocupada (006)",5843,1695,677,96,3377
"Hombres (007)",3541,917,350,70,2204
"Mujeres (008)",2302,778,327,26,1173
"Desocupada (009)",108,22,10,4,72
"Hombres (010)",79,10,8,3,58
"Mujeres (011)",29,12,2,1,14
"No PEA (012)",7468,3950,470,58,2992
"Hombres (013)",3064,1806,204,29,1026
"Mujeres (014)",4404,2144,266,29,1966
,,,,,
"URBANA (018)",6573,2693,862,98,2923
"Hombres (019)",3239,1305,397,64,1473
"Mujeres (020)",3334,1388,465,34,1450
"PEA (021)",2998,782,543,65,1610
"Hombres (022)",1723,395,260,47,1021
"Mujeres (023)",1275,387,283,18,589
"Ocupada (024)",2924,765,538,62,1561
"Hombres (025)",1673,389,257,45,982
"Mujeres (026)",1251,376,281,17,579
"Desocupada (027)",74,17,5,3,49
"Hombres (028)",50,6,3,2,39
"Mujeres (029)",24,11,2,1,10
"No PEA (030)",3575,1911,319,33,1313
"Hombres (031)",1516,910,137,17,452
"Mujeres (032)",2059,1001,182,16,861
,,,,,
"RURAL (036)",6846,2974,295,60,3518
"Hombres (037)",3445,1428,165,38,1815
"Mujeres (038)",3401,1546,130,22,1703
"PEA (039)",2953,935,144,35,1839
"Hombres (040)",1897,532,98,26,1241
"Mujeres (041)",1056,403,46,9,598
"Ocupada (042)",2919,930,139,34,1816
"Hombres (043)",1868,528,93,25,1222
"Mujeres (044)",1051,402,46,9,594
"Desocupada (045)",34,5,5,1,23
"Hombres (046)",29,4,5,1,19
"Mujeres (047)",5,1,,,4
"No PEA (048)",3893,2039,151,25,1679
"Hombres (049)",1548,896,67,12,574
"Mujeres (050)",2345,1143,84,13,1105
