"CUADRO Nº 13: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE DÍAS A LA SEMANA QUE DISPONE DEL SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE DÍAS A LA SEMANA QUE DISPONE DE AGUA",,,
,,1,2,3,4-6
,,,,,
"Provincia TUMBES",,,,,
"Viviendas particulares (001)",4742,719,800,1911,1312
"Ocupantes presentes (002)",19473,2678,3270,8050,5475
"Casa independiente",,,,,
"Viviendas particulares (004)",4637,698,782,1880,1277
"Ocupantes presentes (005)",19172,2618,3208,7980,5366
"Departamento en edificio",,,,,
"Viviendas particulares (007)",7,2,,2,3
"Ocupantes presentes (008)",19,8,,2,9
"Vivienda en quinta",,,,,
"Viviendas particulares (010)",53,16,7,18,12
"Ocupantes presentes (011)",128,45,28,29,26
"Vivienda en casa de vecindad",,,,,
"Viviendas particulares (013)",29,1,3,9,16
"Ocupantes presentes (014)",118,2,20,33,63
"Choza o cabaña",,,,,
"Viviendas particulares (016)",1,,,,1
"Ocupantes presentes (017)",1,,,,1
"Vivienda improvisada",,,,,
"Viviendas particulares (019)",7,1,4,1,1
"Ocupantes presentes (020)",19,4,8,2,5
"Local no dest.para hab. humana",,,,,
"Viviendas particulares (022)",7,1,4,1,1
"Ocupantes presentes (023)",13,1,6,4,2
"Otro tipo",,,,,
"Viviendas particulares (025)",1,,,,1
"Ocupantes presentes (026)",3,,,,3
,,,,,
URBANA,,,,,
"Viviendas particulares (028)",4445,679,762,1817,1187
"Ocupantes presentes (029)",18266,2524,3114,7670,4958
"Casa independiente",,,,,
"Viviendas particulares (031)",4342,658,744,1787,1153
"Ocupantes presentes (032)",17970,2464,3052,7604,4850
"Departamento en edificio",,,,,
"Viviendas particulares (034)",7,2,,2,3
"Ocupantes presentes (035)",19,8,,2,9
"Vivienda en quinta",,,,,
"Viviendas particulares (037)",53,16,7,18,12
"Ocupantes presentes (038)",128,45,28,29,26
"Vivienda en casa de vecindad",,,,,
"Viviendas particulares (040)",29,1,3,9,16
"Ocupantes presentes (041)",118,2,20,33,63
"Choza o cabaña",,,,,
"Vivienda improvisada",,,,,
"Viviendas particulares (046)",7,1,4,1,1
"Ocupantes presentes (047)",19,4,8,2,5
"Local no dest.para hab. humana",,,,,
"Viviendas particulares (049)",6,1,4,,1
"Ocupantes presentes (050)",9,1,6,,2
"Otro tipo",,,,,
"Viviendas particulares (052)",1,,,,1
"Ocupantes presentes (053)",3,,,,3
,,,,,
RURAL,,,,,
"Viviendas particulares (055)",297,40,38,94,125
"Ocupantes presentes (056)",1207,154,156,380,517
"Casa independiente",,,,,
"Viviendas particulares (058)",295,40,38,93,124
"Ocupantes presentes (059)",1202,154,156,376,516
"Departamento en edificio",,,,,
"Vivienda en quinta",,,,,
"Vivienda en casa de vecindad",,,,,
"Choza o cabaña",,,,,
"Viviendas particulares (070)",1,,,,1
"Ocupantes presentes (071)",1,,,,1
"Vivienda improvisada",,,,,
"Local no dest.para hab. humana",,,,,
"Viviendas particulares (076)",1,,,1,
"Ocupantes presentes (077)",4,,,4,
"Otro tipo",,,,,
