"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia CARLOS FERMIN FITZCARRALD (000)",5488,5253,28,853,821,758,1437,861,390,105,235,21097
"De 12 a 14 años (001)",10,1,,1,,,,,,,9,1
"De 15 a 19 años (002)",180,152,1,130,18,2,1,,,,28,176
"De 20 a 24 años (003)",552,478,5,286,135,40,12,,,,74,725
"De 25 a 29 años (004)",637,586,1,166,192,139,79,9,,,51,1355
"De 30 a 34 años (005)",632,613,1,89,158,134,183,44,4,,19,1916
"De 35 a 39 años (006)",555,548,2,30,79,100,217,93,26,1,7,2272
"De 40 a 44 años (007)",507,501,1,23,44,82,169,120,48,14,6,2444
"De 45 a 49 años (008)",439,435,1,7,34,47,136,125,62,23,4,2405
"De 50 y más años (009)",1976,1939,16,121,161,214,640,470,250,67,37,9803
"PEA (010)",1170,1092,2,224,221,154,272,146,59,14,78,3904
"De 12 a 14 años (011)",1,,,,,,,,,,1,
"De 15 a 19 años (012)",16,14,,11,3,,,,,,2,17
"De 20 a 24 años (013)",107,82,,56,19,6,1,,,,25,116
"De 25 a 29 años (014)",168,134,1,57,40,19,12,5,,,34,274
"De 30 a 34 años (015)",175,167,,48,55,31,26,7,,,8,407
"De 35 a 39 años (016)",161,159,,16,39,27,55,20,1,1,2,562
"De 40 a 44 años (017)",144,141,,9,22,29,48,22,11,,3,585
"De 45 a 49 años (018)",101,101,,3,16,12,31,22,11,6,,503
"De 50 y más años (019)",297,294,1,24,27,30,99,70,36,7,3,1440
"Ocupada (020)",1141,1068,2,216,217,148,268,146,59,12,73,3832
"De 12 a 14 años (021)",1,,,,,,,,,,1,
"De 15 a 19 años (022)",15,13,,10,3,,,,,,2,16
