"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia SANCHEZ CARRION (000)",35416,31352,1441,987,1636
"Empleado (001)",3478,1340,398,576,1164
"Obrero (002)",5267,3885,543,386,453
"Trabajador independiente (003)",18822,18447,375,,
"Empleador o patrono (004)",432,392,24,7,9
"Trabajador familiar no remunerado (005)",6796,6667,101,18,10
"Trabajador del hogar (006)",621,621,,,
"De 06 a 14 años (008)",1116,1091,15,9,1
"Empleado (009)",25,23,,2,
"Obrero (010)",93,83,4,5,1
"Trabajador independiente (011)",188,187,1,,
"Empleador o patrono (012)",1,1,,,
"Trabajador familiar no remunerado (013)",762,750,10,2,
"Trabajador del hogar (014)",47,47,,,
"De 15 a 29 años (016)",13131,11712,589,329,501
"Empleado (017)",1129,569,127,140,293
"Obrero (018)",2348,1698,279,173,198
"Trabajador independiente (019)",5372,5256,116,,
"Empleador o patrono (020)",123,114,5,2,2
"Trabajador familiar no remunerado (021)",3763,3679,62,14,8
"Trabajador del hogar (022)",396,396,,,
"De 30 a 44 años (024)",11160,9392,557,445,766
"Empleado (025)",1637,526,207,298,606
"Obrero (026)",1674,1202,173,143,156
"Trabajador independiente (027)",6383,6233,150,,
"Empleador o patrono (028)",154,137,10,3,4
"Trabajador familiar no remunerado (029)",1198,1180,17,1,
"Trabajador del hogar (030)",114,114,,,
"De 45 a 64 años (032)",7583,6786,242,193,362
"Empleado (033)",646,189,62,132,263
"Obrero (034)",944,713,79,58,94
"Trabajador independiente (035)",5033,4947,86,,
"Empleador o patrono (036)",112,101,6,2,3
"Trabajador familiar no remunerado (037)",793,781,9,1,2
"Trabajador del hogar (038)",55,55,,,
"De 65 y más años (040)",2426,2371,38,11,6
"Empleado (041)",41,33,2,4,2
"Obrero (042)",208,189,8,7,4
"Trabajador independiente (043)",1846,1824,22,,
"Empleador o patrono (044)",42,39,3,,
"Trabajador familiar no remunerado (045)",280,277,3,,
"Trabajador del hogar (046)",9,9,,,
,,,,,
"URBANA (048)",10916,7981,825,754,1356
"Empleado (049)",3000,1108,348,538,1006
"Obrero (050)",2221,1401,280,203,337
"Trabajador independiente (051)",4401,4249,152,,
"Empleador o patrono (052)",193,163,17,5,8
"Trabajador familiar no remunerado (053)",627,586,28,8,5
