"CUADRO Nº 9: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia HUANCABAMBA (000)",31314,811,10257,9791,7887,2568
"Empleado (001)",2941,11,797,1450,660,23
"Obrero (002)",2567,46,1005,809,568,139
"Trabajador independiente (003)",18844,140,4644,6173,5738,2149
"Empleador o patrono (004)",369,,93,129,106,41
"Trabajador familiar no remunerado (005)",6071,584,3453,1106,735,193
"Trabajador del hogar (006)",522,30,265,124,80,23
"Hombres (008)",24333,586,7839,7462,6254,2192
"Empleado (009)",1673,8,443,790,414,18
"Obrero (010)",2111,37,849,670,450,105
"Trabajador independiente (011)",16173,112,3825,5333,4979,1924
"Empleador o patrono (012)",322,,82,112,91,37
"Trabajador familiar no remunerado (013)",4029,428,2630,552,314,105
"Trabajador del hogar (014)",25,1,10,5,6,3
"Mujeres (016)",6981,225,2418,2329,1633,376
"Empleado (017)",1268,3,354,660,246,5
"Obrero (018)",456,9,156,139,118,34
"Trabajador independiente (019)",2671,28,819,840,759,225
"Empleador o patrono (020)",47,,11,17,15,4
"Trabajador familiar no remunerado (021)",2042,156,823,554,421,88
"Trabajador del hogar (022)",497,29,255,119,74,20
,,,,,,
"URBANA (024)",5402,84,1507,2145,1359,307
"Empleado (025)",1871,8,445,964,437,17
"Obrero (026)",543,14,184,187,128,30
"Trabajador independiente (027)",2353,20,603,825,686,219
"Empleador o patrono (028)",32,,9,14,7,2
"Trabajador familiar no remunerado (029)",359,32,123,104,70,30
"Trabajador del hogar (030)",244,10,143,51,31,9
"Hombres (032)",3318,65,916,1249,861,227
"Empleado (033)",1010,7,238,497,253,15
"Obrero (034)",469,13,168,160,104,24
"Trabajador independiente (035)",1614,20,423,533,472,166
"Empleador o patrono (036)",20,,6,9,3,2
"Trabajador familiar no remunerado (037)",200,25,79,49,27,20
"Trabajador del hogar (038)",5,,2,1,2,
"Mujeres (040)",2084,19,591,896,498,80
"Empleado (041)",861,1,207,467,184,2
"Obrero (042)",74,1,16,27,24,6
"Trabajador independiente (043)",739,,180,292,214,53
"Empleador o patrono (044)",12,,3,5,4,
"Trabajador familiar no remunerado (045)",159,7,44,55,43,10
"Trabajador del hogar (046)",239,10,141,50,29,9
,,,,,,
"RURAL (048)",25912,727,8750,7646,6528,2261
"Empleado (049)",1070,3,352,486,223,6
"Obrero (050)",2024,32,821,622,440,109
"Trabajador independiente (051)",16491,120,4041,5348,5052,1930
"Empleador o patrono (052)",337,,84,115,99,39
"Trabajador familiar no remunerado (053)",5712,552,3330,1002,665,163
"Trabajador del hogar (054)",278,20,122,73,49,14
"Hombres (056)",21015,521,6923,6213,5393,1965
"Empleado (057)",663,1,205,293,161,3
"Obrero (058)",1642,24,681,510,346,81
"Trabajador independiente (059)",14559,92,3402,4800,4507,1758
"Empleador o patrono (060)",302,,76,103,88,35
"Trabajador familiar no remunerado (061)",3829,403,2551,503,287,85
"Trabajador del hogar (062)",20,1,8,4,4,3
"Mujeres (064)",4897,206,1827,1433,1135,296
"Empleado (065)",407,2,147,193,62,3
"Obrero (066)",382,8,140,112,94,28
"Trabajador independiente (067)",1932,28,639,548,545,172
"Empleador o patrono (068)",35,,8,12,11,4
"Trabajador familiar no remunerado (069)",1883,149,779,499,378,78
"Trabajador del hogar (070)",258,19,114,69,45,11
