"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia SAN ROMAN (000)",213101,48189,74137,50383,31129,9263
"Hombres (001)",104161,24537,36248,23666,15368,4342
"Mujeres (002)",108940,23652,37889,26717,15761,4921
"PEA (003)",96854,1370,34252,36196,21511,3525
"Hombres (004)",56512,778,19598,21045,12990,2101
"Mujeres (005)",40342,592,14654,15151,8521,1424
"Ocupada (006)",90010,1270,30533,34105,20684,3418
"Hombres (007)",52209,715,17481,19630,12362,2021
"Mujeres (008)",37801,555,13052,14475,8322,1397
"Desocupada (009)",6844,100,3719,2091,827,107
"Hombres (010)",4303,63,2117,1415,628,80
"Mujeres (011)",2541,37,1602,676,199,27
"No PEA (012)",116247,46819,39885,14187,9618,5738
"Hombres (013)",47649,23759,16650,2621,2378,2241
"Mujeres (014)",68598,23060,23235,11566,7240,3497
,,,,,,
"URBANA (018)",195344,43943,69344,47217,27751,7089
"Hombres (019)",95736,22364,33922,22234,13860,3356
"Mujeres (020)",99608,21579,35422,24983,13891,3733
"PEA (021)",88046,1196,31651,33814,19024,2361
"Hombres (022)",51445,683,18063,19676,11591,1432
"Mujeres (023)",36601,513,13588,14138,7433,929
"Ocupada (024)",81535,1103,28155,31792,18226,2259
"Hombres (025)",47389,625,16103,18317,10988,1356
"Mujeres (026)",34146,478,12052,13475,7238,903
"Desocupada (027)",6511,93,3496,2022,798,102
"Hombres (028)",4056,58,1960,1359,603,76
"Mujeres (029)",2455,35,1536,663,195,26
"No PEA (030)",107298,42747,37693,13403,8727,4728
"Hombres (031)",44291,21681,15859,2558,2269,1924
"Mujeres (032)",63007,21066,21834,10845,6458,2804
,,,,,,
"RURAL (036)",17757,4246,4793,3166,3378,2174
"Hombres (037)",8425,2173,2326,1432,1508,986
"Mujeres (038)",9332,2073,2467,1734,1870,1188
"PEA (039)",8808,174,2601,2382,2487,1164
"Hombres (040)",5067,95,1535,1369,1399,669
"Mujeres (041)",3741,79,1066,1013,1088,495
"Ocupada (042)",8475,167,2378,2313,2458,1159
"Hombres (043)",4820,90,1378,1313,1374,665
"Mujeres (044)",3655,77,1000,1000,1084,494
"Desocupada (045)",333,7,223,69,29,5
"Hombres (046)",247,5,157,56,25,4
"Mujeres (047)",86,2,66,13,4,1
"No PEA (048)",8949,4072,2192,784,891,1010
"Hombres (049)",3358,2078,791,63,109,317
"Mujeres (050)",5591,1994,1401,721,782,693
