"CUADRO Nº 2: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR VARIEDAD DE ARTEFACTOS Y EQUIPOS QUE POSEE, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"ARTEFACTOS Y EQUIPOS QUE POSEE EL HOGAR",,,,,,
,,RADIO,"TELEVISOR A COLOR","EQUIPO DE SONIDO","LAVADORA DE ROPA","REFRIGERADORA O CONGELADORA",COMPUTADORA,NINGUNO
,,,,,,,,
"Provincia CHURCAMPA",,,,,,,,
"Hogares (001)",11163,6372,1502,288,18,163,128,4507
"Ocupantes presentes (002)",43771,26814,6307,1114,69,683,469,15785
"Casa independiente",,,,,,,,
"Hogares (004)",10737,6127,1424,261,15,159,106,4343
"Ocupantes presentes (005)",42340,25966,6068,1043,60,675,406,15235
"Departamento en edificio",,,,,,,,
"Hogares (007)",5,5,2,1,,,,
"Ocupantes presentes (008)",17,17,7,4,,,,
"Vivienda en quinta",,,,,,,,
"Hogares (010)",16,13,6,2,,1,2,2
"Ocupantes presentes (011)",55,41,22,10,,2,5,13
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (013)",169,122,68,24,3,3,20,31
"Ocupantes presentes (014)",443,331,204,57,9,6,58,80
"Choza o cabaña",,,,,,,,
"Hogares (016)",226,99,1,,,,,127
"Ocupantes presentes (017)",894,448,3,,,,,446
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Hogares (022)",8,6,1,,,,,2
"Ocupantes presentes (023)",17,11,3,,,,,6
"Otro tipo",,,,,,,,
"Hogares (025)",2,,,,,,,2
"Ocupantes presentes (026)",5,,,,,,,5
,,,,,,,,
URBANA,,,,,,,,
"Hogares (028)",2555,1739,914,230,16,131,116,661
"Ocupantes presentes (029)",9051,6559,3595,883,51,546,423,1949
"Casa independiente",,,,,,,,
"Hogares (031)",2361,1596,837,203,13,127,94,627
"Ocupantes presentes (032)",8527,6162,3359,812,42,538,360,1855
"Departamento en edificio",,,,,,,,
"Hogares (034)",5,5,2,1,,,,
"Ocupantes presentes (035)",17,17,7,4,,,,
"Vivienda en quinta",,,,,,,,
"Hogares (037)",16,13,6,2,,1,2,2
"Ocupantes presentes (038)",55,41,22,10,,2,5,13
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (040)",169,122,68,24,3,3,20,31
"Ocupantes presentes (041)",443,331,204,57,9,6,58,80
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Hogares (049)",4,3,1,,,,,1
"Ocupantes presentes (050)",9,8,3,,,,,1
"Otro tipo",,,,,,,,
,,,,,,,,
RURAL,,,,,,,,
"Hogares (055)",8608,4633,588,58,2,32,12,3846
"Ocupantes presentes (056)",34720,20255,2712,231,18,137,46,13836
"Casa independiente",,,,,,,,
"Hogares (058)",8376,4531,587,58,2,32,12,3716
"Ocupantes presentes (059)",33813,19804,2709,231,18,137,46,13380
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Hogares (070)",226,99,1,,,,,127
"Ocupantes presentes (071)",894,448,3,,,,,446
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Hogares (076)",4,3,,,,,,1
"Ocupantes presentes (077)",8,3,,,,,,5
"Otro tipo",,,,,,,,
"Hogares (079)",2,,,,,,,2
"Ocupantes presentes (080)",5,,,,,,,5
