"CUADRO Nº 2: POBLACIÓN TOTAL, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia CANAS (000)",38293,717,14493,8256,6359,5483,2985
"Hombres (001)",19170,368,7519,4193,3104,2646,1340
"Mujeres (002)",19123,349,6974,4063,3255,2837,1645
"Viviendas particulares (003)",38138,717,14479,8216,6294,5458,2974
"Hombres (004)",19091,368,7519,4170,3065,2634,1335
"Mujeres (005)",19047,349,6960,4046,3229,2824,1639
"Viviendas colectivas (006)",91,,14,22,39,14,2
"Hombres (007)",39,,,9,24,6,
"Mujeres (008)",52,,14,13,15,8,2
"Otro tipo (009)",64,,,18,26,11,9
"Hombres (010)",40,,,14,15,6,5
"Mujeres (011)",24,,,4,11,5,4
,,,,,,,
"URBANA (012)",6156,114,2083,1578,1222,773,386
"Hombres (013)",3082,50,1068,812,604,386,162
"Mujeres (014)",3074,64,1015,766,618,387,224
"Viviendas particulares (015)",6001,114,2069,1538,1157,748,375
"Hombres (016)",3003,50,1068,789,565,374,157
"Mujeres (017)",2998,64,1001,749,592,374,218
"Viviendas colectivas (018)",91,,14,22,39,14,2
"Hombres (019)",39,,,9,24,6,
"Mujeres (020)",52,,14,13,15,8,2
"Otro tipo (021)",64,,,18,26,11,9
"Hombres (022)",40,,,14,15,6,5
"Mujeres (023)",24,,,4,11,5,4
,,,,,,,
"RURAL (024)",32137,603,12410,6678,5137,4710,2599
"Hombres (025)",16088,318,6451,3381,2500,2260,1178
"Mujeres (026)",16049,285,5959,3297,2637,2450,1421
"Viviendas particulares (027)",32137,603,12410,6678,5137,4710,2599
"Hombres (028)",16088,318,6451,3381,2500,2260,1178
"Mujeres (029)",16049,285,5959,3297,2637,2450,1421
