"CUADRO Nº 34: POBLACIÓN DESOCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia MOYOBAMBA (000)",1004,56,558,251,107,32
"Sin nivel (001)",56,11,12,13,13,7
"Educación inicial (002)",3,1,1,1,,
"Primaria (003)",430,35,192,121,62,20
"Secundaria (004)",343,9,237,74,20,3
"Superior no univ. incompleta (005)",48,,37,10,1,
"Superior no univ. completa (006)",61,,43,16,2,
"Superior univ. incompleta (007)",26,,20,4,2,
"Superior univ. completa (008)",37,,16,12,7,2
"Hombres (010)",734,27,392,198,90,27
"Sin nivel (011)",42,8,11,11,8,4
"Educación inicial (012)",3,1,1,1,,
"Primaria (013)",335,15,151,97,54,18
"Secundaria (014)",245,3,162,60,17,3
"Superior no univ. incompleta (015)",30,,21,8,1,
"Superior no univ. completa (016)",38,,27,9,2,
"Superior univ. incompleta (017)",18,,12,4,2,
"Superior univ. completa (018)",23,,7,8,6,2
"Mujeres (020)",270,29,166,53,17,5
"Sin nivel (021)",14,3,1,2,5,3
"Primaria (023)",95,20,41,24,8,2
"Secundaria (024)",98,6,75,14,3,
"Superior no univ. incompleta (025)",18,,16,2,,
"Superior no univ. completa (026)",23,,16,7,,
"Superior univ. incompleta (027)",8,,8,,,
"Superior univ. completa (028)",14,,9,4,1,
,,,,,,
"Area Urbana (030)",710,28,390,186,81,25
"Sin nivel (031)",25,4,3,4,8,6
"Educación inicial (032)",2,,1,1,,
"Primaria (033)",240,15,85,82,44,14
"Secundaria (034)",281,9,191,61,17,3
"Superior no univ. incompleta (035)",44,,35,8,1,
"Superior no univ. completa (036)",57,,40,15,2,
"Superior univ. incompleta (037)",25,,20,3,2,
"Superior univ. completa (038)",36,,15,12,7,2
"Hombres (040)",481,11,246,136,68,20
"Sin nivel (041)",16,2,3,3,5,3
"Educación inicial (042)",2,,1,1,,
"Primaria (043)",172,6,57,60,37,12
"Secundaria (044)",191,3,123,47,15,3
"Superior no univ. incompleta (045)",26,,19,6,1,
"Superior no univ. completa (046)",35,,25,8,2,
"Superior univ. incompleta (047)",17,,12,3,2,
"Superior univ. completa (048)",22,,6,8,6,2
"Mujeres (050)",229,17,144,50,13,5
"Sin nivel (051)",9,2,,1,3,3
"Primaria (053)",68,9,28,22,7,2
"Secundaria (054)",90,6,68,14,2,
"Superior no univ. incompleta (055)",18,,16,2,,
"Superior no univ. completa (056)",22,,15,7,,
"Superior univ. incompleta (057)",8,,8,,,
"Superior univ. completa (058)",14,,9,4,1,
,,,,,,
"Area Rural (060)",294,28,168,65,26,7
"Sin nivel (061)",31,7,9,9,5,1
"Educación inicial (062)",1,1,,,,
"Primaria (063)",190,20,107,39,18,6
"Secundaria (064)",62,,46,13,3,
"Superior no univ. incompleta (065)",4,,2,2,,
"Superior no univ. completa (066)",4,,3,1,,
"Superior univ. incompleta (067)",1,,,1,,
"Superior univ. completa (068)",1,,1,,,
"Hombres (070)",253,16,146,62,22,7
"Sin nivel (071)",26,6,8,8,3,1
"Educación inicial (072)",1,1,,,,
"Primaria (073)",163,9,94,37,17,6
"Secundaria (074)",54,,39,13,2,
"Superior no univ. incompleta (075)",4,,2,2,,
"Superior no univ. completa (076)",3,,2,1,,
"Superior univ. incompleta (077)",1,,,1,,
"Superior univ. completa (078)",1,,1,,,
"Mujeres (080)",41,12,22,3,4,
"Sin nivel (081)",5,1,1,1,2,
"Primaria (083)",27,11,13,2,1,
"Secundaria (084)",8,,7,,1,
"Superior no univ. completa (086)",1,,1,,,
