"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia SANCHEZ CARRION (000)",112762,37769,5112,1058,68901
"Hombres (001)",54489,17541,2500,713,33787
"Mujeres (002)",58273,20228,2612,345,35114
"PEA (003)",37151,5613,2309,565,28715
"Hombres (004)",29328,4235,1365,444,23325
"Mujeres (005)",7823,1378,944,121,5390
"Ocupada (006)",35416,5360,2263,546,27297
"Hombres (007)",27964,4055,1334,429,22186
"Mujeres (008)",7452,1305,929,117,5111
"Desocupada (009)",1735,253,46,19,1418
"Hombres (010)",1364,180,31,15,1139
"Mujeres (011)",371,73,15,4,279
"No PEA (012)",75611,32156,2803,493,40186
"Hombres (013)",25161,13306,1135,269,10462
"Mujeres (014)",50450,18850,1668,224,29724
,,,,,
"URBANA (018)",31511,5809,4403,870,20485
"Hombres (019)",14896,2642,2131,586,9577
"Mujeres (020)",16615,3167,2272,284,10908
"PEA (021)",11676,1053,1993,462,8213
"Hombres (022)",7594,640,1142,353,5495
"Mujeres (023)",4082,413,851,109,2718
"Ocupada (024)",10916,990,1956,445,7569
"Hombres (025)",7020,594,1120,340,5001
"Mujeres (026)",3896,396,836,105,2568
"Desocupada (027)",760,63,37,17,644
"Hombres (028)",574,46,22,13,494
"Mujeres (029)",186,17,15,4,150
"No PEA (030)",19835,4756,2410,408,12272
"Hombres (031)",7302,2002,989,233,4082
"Mujeres (032)",12533,2754,1421,175,8190
,,,,,
"RURAL (036)",81251,31960,709,188,48416
"Hombres (037)",39593,14899,369,127,24210
"Mujeres (038)",41658,17061,340,61,24206
"PEA (039)",25475,4560,316,103,20502
"Hombres (040)",21734,3595,223,91,17830
"Mujeres (041)",3741,965,93,12,2672
"Ocupada (042)",24500,4370,307,101,19728
"Hombres (043)",20944,3461,214,89,17185
"Mujeres (044)",3556,909,93,12,2543
"Desocupada (045)",975,190,9,2,774
"Hombres (046)",790,134,9,2,645
"Mujeres (047)",185,56,,,129
"No PEA (048)",55776,27400,393,85,27914
"Hombres (049)",17859,11304,146,36,6380
"Mujeres (050)",37917,16096,247,49,21534
