"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia YUNGAY (000)",50881,13800,1418,22841,8563,1064,1900,476,819
"Jefe o Jefa (001)",13024,3686,14,6277,1718,216,700,90,323
"Esposa(o)/ compa¤era(o) (002)",9283,4358,31,3376,861,121,376,27,133
"Hijo(a)/ hijastro(a) (003)",22600,4031,1108,10850,4891,555,604,308,253
"Yerno/ nuera (004)",850,93,3,288,281,41,90,13,41
"Nieto(a) (005)",2177,582,193,1054,293,22,11,14,8
"Padres/ suegros (006)",549,413,,117,12,1,4,,2
"Otro(a) pariente (007)",1973,537,65,740,416,78,82,19,36
"Trabajador(a) del hogar (008)",74,24,,32,14,2,2,,
"Pensionista (009)",31,,,6,9,4,5,1,6
"Otro(a) no pariente (010)",320,76,4,101,68,24,26,4,17
"Hombres (012)",24890,4716,656,12194,5016,572,985,267,484
"Jefe o Jefa (013)",10226,2198,12,5449,1496,168,561,69,273
"Esposa(o)/ compa¤era(o) (014)",362,78,1,148,74,18,21,4,18
"Hijo(a)/ hijastro(a) (015)",11491,1815,515,5443,2841,296,292,161,128
"Yerno/ nuera (016)",358,21,1,115,128,20,45,8,20
"Nieto(a) (017)",1077,274,85,530,161,10,5,8,4
"Padres/ suegros (018)",143,86,,48,6,1,2,,
