"CUADRO Nº 14: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA QUE DISPONEN DEL SERVICIO EN LOS DÍAS QUE CUENTAN CON ESTE SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia LEONCIO PRADO",,,,,,,,,
"Viviendas particulares (001)",942,733,78,13,46,10,15,1,46
"Ocupantes presentes (002)",3969,3124,335,55,197,39,58,7,154
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",879,681,75,11,42,10,14,1,45
"Ocupantes presentes (005)",3740,2925,326,46,190,39,55,7,152
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",6,4,1,,,,,,1
"Ocupantes presentes (008)",16,11,3,,,,,,2
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",33,29,1,1,2,,,,
"Ocupantes presentes (011)",125,115,3,5,2,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",9,6,1,1,,,1,,
"Ocupantes presentes (014)",33,23,3,4,,,3,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",9,8,,,1,,,,
"Ocupantes presentes (017)",39,38,,,1,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",6,5,,,1,,,,
"Ocupantes presentes (020)",16,12,,,4,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",662,510,43,9,33,10,15,1,41
"Ocupantes presentes (029)",2805,2202,173,35,149,39,58,7,142
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",608,466,40,7,30,10,14,1,40
"Ocupantes presentes (032)",2615,2041,164,26,143,39,55,7,140
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",6,4,1,,,,,,1
"Ocupantes presentes (035)",16,11,3,,,,,,2
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",33,29,1,1,2,,,,
"Ocupantes presentes (038)",125,115,3,5,2,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",9,6,1,1,,,1,,
"Ocupantes presentes (041)",33,23,3,4,,,3,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",6,5,,,1,,,,
"Ocupantes presentes (047)",16,12,,,4,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",280,223,35,4,13,,,,5
"Ocupantes presentes (056)",1164,922,162,20,48,,,,12
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",271,215,35,4,12,,,,5
"Ocupantes presentes (059)",1125,884,162,20,47,,,,12
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",9,8,,,1,,,,
"Ocupantes presentes (071)",39,38,,,1,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
