"CUADRO Nº 1: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HOGARES, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HOGARES",,,,
,,1,2,3,4,"5 Y MÁS"
,,,,,,
"Provincia CARLOS FERMIN FITZCARRALD",,,,,,
"Viviendas particulares (001)",5304,5251,51,2,,
"Ocupantes presentes (002)",21302,20870,412,20,,
"Casa independiente",,,,,,
"Viviendas particulares (004)",5118,5067,49,2,,
"Ocupantes presentes (005)",20738,20319,399,20,,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (010)",15,15,,,,
"Ocupantes presentes (011)",34,34,,,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (013)",110,108,2,,,
"Ocupantes presentes (014)",295,282,13,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (016)",61,61,,,,
"Ocupantes presentes (017)",235,235,,,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Otro tipo",,,,,,
,,,,,,
URBANA,,,,,,
"Viviendas particulares (028)",931,910,21,,,
"Ocupantes presentes (029)",3383,3224,159,,,
"Casa independiente",,,,,,
"Viviendas particulares (031)",806,787,19,,,
"Ocupantes presentes (032)",3054,2908,146,,,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (037)",15,15,,,,
"Ocupantes presentes (038)",34,34,,,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (040)",110,108,2,,,
"Ocupantes presentes (041)",295,282,13,,,
"Choza o cabaña",,,,,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Otro tipo",,,,,,
,,,,,,
RURAL,,,,,,
"Viviendas particulares (055)",4373,4341,30,2,,
"Ocupantes presentes (056)",17919,17646,253,20,,
"Casa independiente",,,,,,
"Viviendas particulares (058)",4312,4280,30,2,,
"Ocupantes presentes (059)",17684,17411,253,20,,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Vivienda en casa de vecindad",,,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (070)",61,61,,,,
"Ocupantes presentes (071)",235,235,,,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Otro tipo",,,,,,
