"CUADRO Nº 11: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA POTABLE, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA POTABLE",,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)"
,,,,
"Provincia CARHUAZ",,,,
"Viviendas particulares (001)",8860,7455,1300,105
"Ocupantes presentes (002)",35724,29855,5427,442
"Casa independiente",,,,
"Viviendas particulares (004)",8830,7429,1297,104
"Ocupantes presentes (005)",35633,29779,5416,438
"Departamento en edificio",,,,
"Viviendas particulares (007)",6,5,1,
"Ocupantes presentes (008)",20,16,4,
"Vivienda en quinta",,,,
"Viviendas particulares (010)",8,8,,
"Ocupantes presentes (011)",16,16,,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (013)",11,10,1,
"Ocupantes presentes (014)",38,33,5,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (019)",1,,,1
"Ocupantes presentes (020)",4,,,4
"Local no dest.para hab. humana",,,,
"Viviendas particulares (022)",4,3,1,
"Ocupantes presentes (023)",13,11,2,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (028)",8185,7012,1077,96
"Ocupantes presentes (029)",32906,28064,4440,402
"Casa independiente",,,,
"Viviendas particulares (031)",8158,6988,1074,96
"Ocupantes presentes (032)",32825,27994,4429,402
"Departamento en edificio",,,,
"Viviendas particulares (034)",6,5,1,
"Ocupantes presentes (035)",20,16,4,
"Vivienda en quinta",,,,
"Viviendas particulares (037)",7,7,,
"Ocupantes presentes (038)",12,12,,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (040)",11,10,1,
"Ocupantes presentes (041)",38,33,5,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (049)",3,2,1,
"Ocupantes presentes (050)",11,9,2,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (055)",675,443,223,9
"Ocupantes presentes (056)",2818,1791,987,40
"Casa independiente",,,,
"Viviendas particulares (058)",672,441,223,8
"Ocupantes presentes (059)",2808,1785,987,36
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Viviendas particulares (064)",1,1,,
"Ocupantes presentes (065)",4,4,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (073)",1,,,1
"Ocupantes presentes (074)",4,,,4
"Local no dest.para hab. humana",,,,
"Viviendas particulares (076)",1,1,,
"Ocupantes presentes (077)",2,2,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
URBANA,,,,
"Viviendas particulares (109)",3524,3189,318,17
"Ocupantes presentes (110)",13729,12457,1211,61
"Casa independiente",,,,
"Viviendas particulares (112)",3494,3163,315,16
"Ocupantes presentes (113)",13638,12381,1200,57
"Departamento en edificio",,,,
"Viviendas particulares (115)",6,5,1,
"Ocupantes presentes (116)",20,16,4,
"Vivienda en quinta",,,,
"Viviendas particulares (118)",8,8,,
"Ocupantes presentes (119)",16,16,,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (121)",11,10,1,
"Ocupantes presentes (122)",38,33,5,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (127)",1,,,1
"Ocupantes presentes (128)",4,,,4
"Local no dest.para hab. humana",,,,
"Viviendas particulares (130)",4,3,1,
"Ocupantes presentes (131)",13,11,2,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (136)",3217,2926,276,15
"Ocupantes presentes (137)",12555,11439,1063,53
"Casa independiente",,,,
"Viviendas particulares (139)",3190,2902,273,15
"Ocupantes presentes (140)",12474,11369,1052,53
"Departamento en edificio",,,,
"Viviendas particulares (142)",6,5,1,
"Ocupantes presentes (143)",20,16,4,
"Vivienda en quinta",,,,
"Viviendas particulares (145)",7,7,,
"Ocupantes presentes (146)",12,12,,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (148)",11,10,1,
"Ocupantes presentes (149)",38,33,5,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (157)",3,2,1,
"Ocupantes presentes (158)",11,9,2,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (163)",307,263,42,2
"Ocupantes presentes (164)",1174,1018,148,8
"Casa independiente",,,,
"Viviendas particulares (166)",304,261,42,1
"Ocupantes presentes (167)",1164,1012,148,4
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Viviendas particulares (172)",1,1,,
"Ocupantes presentes (173)",4,4,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (181)",1,,,1
"Ocupantes presentes (182)",4,,,4
"Local no dest.para hab. humana",,,,
"Viviendas particulares (184)",1,1,,
"Ocupantes presentes (185)",2,2,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
RURAL,,,,
"Viviendas particulares (217)",5336,4266,982,88
"Ocupantes presentes (218)",21995,17398,4216,381
"Casa independiente",,,,
"Viviendas particulares (220)",5336,4266,982,88
"Ocupantes presentes (221)",21995,17398,4216,381
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (244)",4968,4086,801,81
"Ocupantes presentes (245)",20351,16625,3377,349
"Casa independiente",,,,
"Viviendas particulares (247)",4968,4086,801,81
"Ocupantes presentes (248)",20351,16625,3377,349
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (271)",368,180,181,7
"Ocupantes presentes (272)",1644,773,839,32
"Casa independiente",,,,
"Viviendas particulares (274)",368,180,181,7
"Ocupantes presentes (275)",1644,773,839,32
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
