"CUADRO Nº 7: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR MATERIAL DE PREDOMINANTE EN LAS PAREDES EXTERIORES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"MATERIAL PREDOMINANTE EN LAS PAREDES EXTERIORES DE LA VIVIENDA",,,,,,,
,,"LADRILLO O BLOQUE DE CEMENTO","ADOBE O TAPIA","MADERA (PONA, TOR-NILLO, ETC.)","QUINCHA (CAÑA CON BARRO)",ESTERA,"PIEDRA CON BARRO","PIEDRA O SILLAR CON CAL O CEMENTO","OTRO MATERIAL"
,,,,,,,,,
"Provincia POMABAMBA",,,,,,,,,
"Viviendas particulares (001)",6425,69,6289,5,3,4,48,3,4
"Ocupantes presentes (002)",27783,284,27239,19,16,21,176,10,18
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",6363,66,6245,5,1,4,36,3,3
"Ocupantes presentes (005)",27512,275,27027,19,5,21,140,10,15
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",15,,15,,,,,,
"Ocupantes presentes (011)",66,,66,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",12,3,9,,,,,,
"Ocupantes presentes (014)",46,9,37,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",33,,18,,2,,12,,1
"Ocupantes presentes (017)",148,,98,,11,,36,,3
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",2,,2,,,,,,
"Ocupantes presentes (023)",11,,11,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",1419,48,1366,2,,,2,1,
"Ocupantes presentes (029)",5971,195,5756,5,,,12,3,
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",1390,45,1340,2,,,2,1,
"Ocupantes presentes (032)",5848,186,5642,5,,,12,3,
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",15,,15,,,,,,
"Ocupantes presentes (038)",66,,66,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",12,3,9,,,,,,
"Ocupantes presentes (041)",46,9,37,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",2,,2,,,,,,
"Ocupantes presentes (050)",11,,11,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",5006,21,4923,3,3,4,46,2,4
"Ocupantes presentes (056)",21812,89,21483,14,16,21,164,7,18
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",4973,21,4905,3,1,4,34,2,3
"Ocupantes presentes (059)",21664,89,21385,14,5,21,128,7,15
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",33,,18,,2,,12,,1
"Ocupantes presentes (071)",148,,98,,11,,36,,3
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
