"CUADRO Nº 13: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE DÍAS A LA SEMANA QUE DISPONE DEL SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE DÍAS A LA SEMANA QUE DISPONE DE AGUA",,,
,,1,2,3,4-6
,,,,,
"Provincia EL DORADO",,,,,
"Viviendas particulares (001)",215,40,19,74,82
"Ocupantes presentes (002)",1065,178,93,367,427
"Casa independiente",,,,,
"Viviendas particulares (004)",214,39,19,74,82
"Ocupantes presentes (005)",1060,173,93,367,427
"Departamento en edificio",,,,,
"Vivienda en quinta",,,,,
"Vivienda en casa de vecindad",,,,,
"Choza o cabaña",,,,,
"Vivienda improvisada",,,,,
"Viviendas particulares (019)",1,1,,,
"Ocupantes presentes (020)",5,5,,,
"Local no dest.para hab. humana",,,,,
"Otro tipo",,,,,
,,,,,
URBANA,,,,,
"Viviendas particulares (028)",106,25,13,50,18
"Ocupantes presentes (029)",526,105,64,259,98
"Casa independiente",,,,,
"Viviendas particulares (031)",105,24,13,50,18
"Ocupantes presentes (032)",521,100,64,259,98
"Departamento en edificio",,,,,
"Vivienda en quinta",,,,,
"Vivienda en casa de vecindad",,,,,
"Choza o cabaña",,,,,
"Vivienda improvisada",,,,,
"Viviendas particulares (046)",1,1,,,
"Ocupantes presentes (047)",5,5,,,
"Local no dest.para hab. humana",,,,,
"Otro tipo",,,,,
,,,,,
RURAL,,,,,
"Viviendas particulares (055)",109,15,6,24,64
"Ocupantes presentes (056)",539,73,29,108,329
"Casa independiente",,,,,
"Viviendas particulares (058)",109,15,6,24,64
"Ocupantes presentes (059)",539,73,29,108,329
"Departamento en edificio",,,,,
"Vivienda en quinta",,,,,
"Vivienda en casa de vecindad",,,,,
"Choza o cabaña",,,,,
"Vivienda improvisada",,,,,
"Local no dest.para hab. humana",,,,,
"Otro tipo",,,,,
