"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia BONGARA (000)",7074,54,143,405,738,1624,2592,1518
"De 12 a 14 años (001)",10,,,,,,2,8
"De 15 a 19 años (002)",273,,,,,,164,109
"De 20 a 24 años (003)",777,,,,,7,518,252
"De 25 a 29 años (004)",854,,,,,67,587,200
"De 30 a 34 años (005)",871,,,,,163,555,153
"De 35 a 39 años (006)",927,,,,19,337,420,151
"De 40 a 44 años (007)",756,,,,43,366,229,118
"De 45 a 49 años (008)",605,,,,120,303,97,85
"De 50 y más años (009)",2001,54,143,405,556,381,20,442
"PEA (010)",2136,2,27,119,242,584,688,474
"De 12 a 14 años (011)",2,,,,,,,2
"De 15 a 19 años (012)",48,,,,,,28,20
"De 20 a 24 años (013)",153,,,,,1,91,61
"De 25 a 29 años (014)",249,,,,,23,159,67
"De 30 a 34 años (015)",285,,,,,61,162,62
"De 35 a 39 años (016)",360,,,,11,122,153,74
"De 40 a 44 años (017)",282,,,,13,147,65,57
"De 45 a 49 años (018)",227,,,,55,109,25,38
"De 50 y más años (019)",530,2,27,119,163,121,5,93
"Ocupada (020)",2100,2,26,118,241,574,674,465
"De 12 a 14 años (021)",2,,,,,,,2
"De 15 a 19 años (022)",48,,,,,,28,20
"De 20 a 24 años (023)",144,,,,,1,86,57
"De 25 a 29 años (024)",246,,,,,23,157,66
"De 30 a 34 años (025)",278,,,,,60,158,60
"De 35 a 39 años (026)",355,,,,11,120,151,73
"De 40 a 44 años (027)",279,,,,13,145,64,57
"De 45 a 49 años (028)",224,,,,54,108,25,37
"De 50 y más años (029)",524,2,26,118,163,117,5,93
"Desocupada (030)",36,,1,1,1,10,14,9
"De 20 a 24 años (033)",9,,,,,,5,4
"De 25 a 29 años (034)",3,,,,,,2,1
"De 30 a 34 años (035)",7,,,,,1,4,2
"De 35 a 39 años (036)",5,,,,,2,2,1
"De 40 a 44 años (037)",3,,,,,2,1,
"De 45 a 49 años (038)",3,,,,1,1,,1
"De 50 y más años (039)",6,,1,1,,4,,
"No PEA (040)",4938,52,116,286,496,1040,1904,1044
"De 12 a 14 años (041)",8,,,,,,2,6
"De 15 a 19 años (042)",225,,,,,,136,89
"De 20 a 24 años (043)",624,,,,,6,427,191
"De 25 a 29 años (044)",605,,,,,44,428,133
"De 30 a 34 años (045)",586,,,,,102,393,91
"De 35 a 39 años (046)",567,,,,8,215,267,77
"De 40 a 44 años (047)",474,,,,30,219,164,61
"De 45 a 49 años (048)",378,,,,65,194,72,47
"De 50 y más años (049)",1471,52,116,286,393,260,15,349
,,,,,,,,
