"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia CASTROVIRREYNA (000)",4941,4763,12,710,716,658,1120,842,527,178,178,20875
"De 12 a 14 años (001)",8,6,,6,,,,,,,2,6
"De 15 a 19 años (002)",128,113,,96,14,2,1,,,,15,134
"De 20 a 24 años (003)",390,349,1,202,107,29,8,2,,,41,551
"De 25 a 29 años (004)",501,456,2,115,146,104,85,2,2,,45,1105
"De 30 a 34 años (005)",524,509,,75,127,131,128,40,5,3,15,1602
"De 35 a 39 años (006)",516,500,1,37,75,88,167,103,26,3,16,2093
"De 40 a 44 años (007)",475,460,,33,51,71,154,87,52,12,15,2140
"De 45 a 49 años (008)",379,374,,28,42,35,90,92,65,22,5,2003
"De 50 y más años (009)",2020,1996,8,118,154,198,487,516,377,138,24,11241
"PEA (010)",1732,1654,5,284,295,230,376,251,162,51,78,6767
"De 12 a 14 años (011)",3,3,,3,,,,,,,,3
"De 15 a 19 años (012)",34,31,,27,3,1,,,,,3,36
"De 20 a 24 años (013)",127,109,,63,36,6,3,1,,,18,171
"De 25 a 29 años (014)",181,155,2,51,50,28,24,,,,26,337
"De 30 a 34 años (015)",212,205,,51,58,42,37,14,2,1,7,574
"De 35 a 39 años (016)",217,211,1,24,39,39,71,29,7,1,6,786
"De 40 a 44 años (017)",209,200,,17,28,39,66,31,16,3,9,833
"De 45 a 49 años (018)",165,161,,10,27,16,36,39,25,8,4,827
"De 50 y más años (019)",584,579,2,38,54,59,139,137,112,38,5,3200
"Ocupada (020)",1714,1638,5,277,291,228,374,251,161,51,76,6729
"De 12 a 14 años (021)",3,3,,3,,,,,,,,3
"De 15 a 19 años (022)",32,29,,26,2,1,,,,,3,33
