"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia DATEM DEL MARAÑON (000)",44144,10191,1294,22619,8187,513,615,249,476
"Quechua (001)",1736,435,42,926,305,8,8,4,8
"Aymara (002)",13,5,1,5,,,,,2
"Ashaninca (003)",8,1,,7,,,,,
"Otra lengua nativa (004)",20014,6290,608,9865,2841,150,101,80,79
"Castellano (005)",22329,3437,643,11798,5039,355,506,165,386
"Idioma extranjero (006)",1,,,,,,,,1
"Es sordomudo/a (007)",43,23,,18,2,,,,
"Hombres (009)",22524,3813,611,11390,5417,356,443,167,327
"Quechua (010)",825,157,18,427,205,3,6,1,8
"Aymara (011)",7,3,,3,,,,,1
"Ashaninca (012)",4,1,,3,,,,,
"Otra lengua nativa (013)",9947,2187,279,4990,2148,126,90,59,68
"Castellano (014)",11715,1453,314,5955,3063,227,347,107,249
"Idioma extranjero (015)",1,,,,,,,,1
"Es sordomudo/a (016)",25,12,,12,1,,,,
"Mujeres (018)",21620,6378,683,11229,2770,157,172,82,149
"Quechua (019)",911,278,24,499,100,5,2,3,
"Aymara (020)",6,2,1,2,,,,,1
"Ashaninca (021)",4,,,4,,,,,
"Otra lengua nativa (022)",10067,4103,329,4875,693,24,11,21,11
"Castellano (023)",10614,1984,329,5843,1976,128,159,58,137
"Es sordomudo/a (025)",18,11,,6,1,,,,
,,,,,,,,,
"URBANA (027)",12297,1597,429,5397,3749,288,364,134,339
"Quechua (028)",521,109,21,253,124,6,4,1,3
"Aymara (029)",3,,,1,,,,,2
"Ashaninca (030)",2,,,2,,,,,
"Otra lengua nativa (031)",1364,276,51,587,378,20,21,11,20
"Castellano (032)",10388,1203,357,4546,3246,262,339,122,313
"Idioma extranjero (033)",1,,,,,,,,1
"Es sordomudo/a (034)",18,9,,8,1,,,,
"Hombres (036)",6193,657,191,2501,2120,184,239,85,216
"Quechua (037)",260,41,11,123,76,3,3,,3
"Aymara (038)",1,,,,,,,,1
"Ashaninca (039)",1,,,1,,,,,
"Otra lengua nativa (040)",678,88,18,257,254,16,19,9,17
"Castellano (041)",5242,523,162,2116,1789,165,217,76,194
"Idioma extranjero (042)",1,,,,,,,,1
"Es sordomudo/a (043)",10,5,,4,1,,,,
"Mujeres (045)",6104,940,238,2896,1629,104,125,49,123
"Quechua (046)",261,68,10,130,48,3,1,1,
"Aymara (047)",2,,,1,,,,,1
"Ashaninca (048)",1,,,1,,,,,
"Otra lengua nativa (049)",686,188,33,330,124,4,2,2,3
"Castellano (050)",5146,680,195,2430,1457,97,122,46,119
"Es sordomudo/a (052)",8,4,,4,,,,,
,,,,,,,,,
"RURAL (054)",31847,8594,865,17222,4438,225,251,115,137
"Quechua (055)",1215,326,21,673,181,2,4,3,5
"Aymara (056)",10,5,1,4,,,,,
"Ashaninca (057)",6,1,,5,,,,,
"Otra lengua nativa (058)",18650,6014,557,9278,2463,130,80,69,59
"Castellano (059)",11941,2234,286,7252,1793,93,167,43,73
"Es sordomudo/a (061)",25,14,,10,1,,,,
"Hombres (063)",16331,3156,420,8889,3297,172,204,82,111
"Quechua (064)",565,116,7,304,129,,3,1,5
"Aymara (065)",6,3,,3,,,,,
"Ashaninca (066)",3,1,,2,,,,,
"Otra lengua nativa (067)",9269,2099,261,4733,1894,110,71,50,51
"Castellano (068)",6473,930,152,3839,1274,62,130,31,55
"Es sordomudo/a (070)",15,7,,8,,,,,
"Mujeres (072)",15516,5438,445,8333,1141,53,47,33,26
"Quechua (073)",650,210,14,369,52,2,1,2,
"Aymara (074)",4,2,1,1,,,,,
"Ashaninca (075)",3,,,3,,,,,
"Otra lengua nativa (076)",9381,3915,296,4545,569,20,9,19,8
"Castellano (077)",5468,1304,134,3413,519,31,37,12,18
"Es sordomudo/a (079)",10,7,,2,1,,,,
