"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia CAJATAMBO (000)",7309,1798,1583,1550,1378,1000
"Hombres (001)",3745,900,844,798,718,485
"Mujeres (002)",3564,898,739,752,660,515
"PEA (003)",2956,67,752,1007,791,339
"Hombres (004)",2167,39,564,722,589,253
"Mujeres (005)",789,28,188,285,202,86
"Ocupada (006)",2864,64,700,988,780,332
"Hombres (007)",2085,37,516,705,578,249
"Mujeres (008)",779,27,184,283,202,83
"Desocupada (009)",92,3,52,19,11,7
"Hombres (010)",82,2,48,17,11,4
"Mujeres (011)",10,1,4,2,,3
"No PEA (012)",4353,1731,831,543,587,661
"Hombres (013)",1578,861,280,76,129,232
"Mujeres (014)",2775,870,551,467,458,429
,,,,,,
"URBANA (018)",4456,1110,939,938,835,634
"Hombres (019)",2214,564,496,464,403,287
"Mujeres (020)",2242,546,443,474,432,347
"PEA (021)",1789,47,435,630,478,199
"Hombres (022)",1190,26,299,412,320,133
"Mujeres (023)",599,21,136,218,158,66
"Ocupada (024)",1734,45,405,620,471,193
"Hombres (025)",1142,25,271,403,313,130
"Mujeres (026)",592,20,134,217,158,63
"Desocupada (027)",55,2,30,10,7,6
"Hombres (028)",48,1,28,9,7,3
"Mujeres (029)",7,1,2,1,,3
"No PEA (030)",2667,1063,504,308,357,435
"Hombres (031)",1024,538,197,52,83,154
"Mujeres (032)",1643,525,307,256,274,281
,,,,,,
"RURAL (036)",2853,688,644,612,543,366
"Hombres (037)",1531,336,348,334,315,198
"Mujeres (038)",1322,352,296,278,228,168
"PEA (039)",1167,20,317,377,313,140
"Hombres (040)",977,13,265,310,269,120
"Mujeres (041)",190,7,52,67,44,20
"Ocupada (042)",1130,19,295,368,309,139
"Hombres (043)",943,12,245,302,265,119
"Mujeres (044)",187,7,50,66,44,20
"Desocupada (045)",37,1,22,9,4,1
"Hombres (046)",34,1,20,8,4,1
"Mujeres (047)",3,,2,1,,
"No PEA (048)",1686,668,327,235,230,226
"Hombres (049)",554,323,83,24,46,78
"Mujeres (050)",1132,345,244,211,184,148
