"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia CHANCHAMAYO (000)",80635,45375,561,941,30474,1101,68,121,292,1702
"Hombres (001)",29912,22992,376,515,4029,592,44,89,285,990
"Mujeres (002)",50723,22383,185,426,26445,509,24,32,7,712
"De 06 a 14 años (003)",36916,34775,,,900,635,1,30,,575
"Hombres (004)",18795,17740,,,376,358,1,22,,298
"Mujeres (005)",18121,17035,,,524,277,,8,,277
"De 15 a 29 años (006)",22982,10261,23,222,11670,,24,31,290,461
"Hombres (007)",7307,5116,9,116,1478,,14,21,283,270
"Mujeres (008)",15675,5145,14,106,10192,,10,10,7,191
"De 30 a 44 años (009)",10269,249,44,252,9435,,21,16,2,250
"Hombres (010)",1353,102,23,129,903,,18,11,2,165
"Mujeres (011)",8916,147,21,123,8532,,3,5,,85
"De 45 a 64 años (012)",6908,74,179,253,6124,11,15,18,,234
"Hombres (013)",1214,25,110,147,758,6,8,15,,145
"Mujeres (014)",5694,49,69,106,5366,5,7,3,,89
"De 65 y más años (015)",3560,16,315,214,2345,455,7,26,,182
"Hombres (016)",1243,9,234,123,514,228,3,20,,112
"Mujeres (017)",2317,7,81,91,1831,227,4,6,,70
,,,,,,,,,,
"AREA URBANA (018)",47344,27656,453,603,16549,584,39,70,261,1129
"Hombres (019)",18579,13835,295,306,2852,307,24,53,254,653
"Mujeres (020)",28765,13821,158,297,13697,277,15,17,7,476
"De 06 a 14 años (021)",21396,20288,,,540,296,1,12,,259
"Hombres (022)",10875,10293,,,264,171,1,10,,136
"Mujeres (023)",10521,9995,,,276,125,,2,,123
"De 15 a 29 años (024)",14141,7119,20,143,6204,,13,19,261,362
"Hombres (025)",5052,3431,7,71,1060,,7,12,254,210
"Mujeres (026)",9089,3688,13,72,5144,,6,7,7,152
"De 30 a 44 años (027)",5858,181,35,151,5273,,10,7,,201
"Hombres (028)",942,82,16,69,630,,10,5,,130
"Mujeres (029)",4916,99,19,82,4643,,,2,,71
"De 45 a 64 años (030)",3844,58,139,170,3264,7,10,15,,181
"Hombres (031)",889,24,81,92,566,3,5,13,,105
"Mujeres (032)",2955,34,58,78,2698,4,5,2,,76
"De 65 y más años (033)",2105,10,259,139,1268,281,5,17,,126
"Hombres (034)",821,5,191,74,332,133,1,13,,72
"Mujeres (035)",1284,5,68,65,936,148,4,4,,54
,,,,,,,,,,
"AREA RURAL (036)",33291,17719,108,338,13925,517,29,51,31,573
"Hombres (037)",11333,9157,81,209,1177,285,20,36,31,337
"Mujeres (038)",21958,8562,27,129,12748,232,9,15,,236
"De 06 a 14 años (039)",15520,14487,,,360,339,,18,,316
"Hombres (040)",7920,7447,,,112,187,,12,,162
"Mujeres (041)",7600,7040,,,248,152,,6,,154
"De 15 a 29 años (042)",8841,3142,3,79,5466,,11,12,29,99
"Hombres (043)",2255,1685,2,45,418,,7,9,29,60
"Mujeres (044)",6586,1457,1,34,5048,,4,3,,39
"De 30 a 44 años (045)",4411,68,9,101,4162,,11,9,2,49
"Hombres (046)",411,20,7,60,273,,8,6,2,35
"Mujeres (047)",4000,48,2,41,3889,,3,3,,14
"De 45 a 64 años (048)",3064,16,40,83,2860,4,5,3,,53
"Hombres (049)",325,1,29,55,192,3,3,2,,40
"Mujeres (050)",2739,15,11,28,2668,1,2,1,,13
"De 65 y más años (051)",1455,6,56,75,1077,174,2,9,,56
"Hombres (052)",422,4,43,49,182,95,2,7,,40
"Mujeres (053)",1033,2,13,26,895,79,,2,,16
