"CUADRO Nº 6: POBLACIÓN DE 18 Y MÁS AÑOS DE EDAD, POR TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI), SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)",
,,"TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)","NO TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)"
,,,
"Provincia AYMARAES (000)",17700,17188,512
"Hombres (001)",9004,8822,182
"Mujeres (002)",8696,8366,330
"De 18 a 29 años (003)",4332,4214,118
"Hombres (004)",2339,2266,73
"Mujeres (005)",1993,1948,45
"De 30 a 44 años (006)",5199,5171,28
"Hombres (007)",2774,2761,13
"Mujeres (008)",2425,2410,15
"De 45 a 64 años (009)",4701,4638,63
"Hombres (010)",2312,2287,25
"Mujeres (011)",2389,2351,38
"De 65 y más años (012)",3468,3165,303
"Hombres (013)",1579,1508,71
"Mujeres (014)",1889,1657,232
,,,
"URBANA (015)",7525,7347,178
"Hombres (016)",3638,3575,63
"Mujeres (017)",3887,3772,115
"De 18 a 29 años (018)",1844,1790,54
"Hombres (019)",918,884,34
"Mujeres (020)",926,906,20
"De 30 a 44 años (021)",2310,2300,10
"Hombres (022)",1147,1142,5
"Mujeres (023)",1163,1158,5
"De 45 a 64 años (024)",1975,1958,17
"Hombres (025)",959,951,8
"Mujeres (026)",1016,1007,9
"De 65 y más años (027)",1396,1299,97
"Hombres (028)",614,598,16
"Mujeres (029)",782,701,81
,,,
"RURAL (030)",10175,9841,334
"Hombres (031)",5366,5247,119
"Mujeres (032)",4809,4594,215
"De 18 a 29 años (033)",2488,2424,64
"Hombres (034)",1421,1382,39
"Mujeres (035)",1067,1042,25
"De 30 a 44 años (036)",2889,2871,18
"Hombres (037)",1627,1619,8
"Mujeres (038)",1262,1252,10
"De 45 a 64 años (039)",2726,2680,46
"Hombres (040)",1353,1336,17
"Mujeres (041)",1373,1344,29
"De 65 y más años (042)",2072,1866,206
"Hombres (043)",965,910,55
"Mujeres (044)",1107,956,151
