"CUADRO Nº 34: POBLACIÓN DESOCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia BONGARA (000)",256,15,132,72,30,7
"Sin nivel (001)",10,3,2,4,1,
"Educación inicial (002)",1,,,1,,
"Primaria (003)",108,11,39,30,21,7
"Secundaria (004)",89,1,65,18,5,
"Superior no univ. incompleta (005)",9,,4,4,1,
"Superior no univ. completa (006)",21,,13,8,,
"Superior univ. incompleta (007)",6,,4,1,1,
"Superior univ. completa (008)",12,,5,6,1,
"Hombres (010)",187,10,96,53,23,5
"Sin nivel (011)",5,2,1,2,,
"Educación inicial (012)",1,,,1,,
"Primaria (013)",79,7,29,22,16,5
"Secundaria (014)",77,1,53,18,5,
"Superior no univ. incompleta (015)",7,,2,4,1,
"Superior no univ. completa (016)",7,,4,3,,
"Superior univ. incompleta (017)",5,,3,1,1,
"Superior univ. completa (018)",6,,4,2,,
"Mujeres (020)",69,5,36,19,7,2
"Sin nivel (021)",5,1,1,2,1,
"Primaria (023)",29,4,10,8,5,2
"Secundaria (024)",12,,12,,,
"Superior no univ. incompleta (025)",2,,2,,,
"Superior no univ. completa (026)",14,,9,5,,
"Superior univ. incompleta (027)",1,,1,,,
"Superior univ. completa (028)",6,,1,4,1,
,,,,,,
"Area Urbana (030)",200,11,101,54,27,7
"Sin nivel (031)",7,1,2,3,1,
"Educación inicial (032)",1,,,1,,
"Primaria (033)",74,9,21,18,19,7
"Secundaria (034)",73,1,52,16,4,
"Superior no univ. incompleta (035)",9,,4,4,1,
"Superior no univ. completa (036)",19,,13,6,,
"Superior univ. incompleta (037)",6,,4,1,1,
"Superior univ. completa (038)",11,,5,5,1,
"Hombres (040)",143,7,70,41,20,5
"Sin nivel (041)",4,1,1,2,,
"Educación inicial (042)",1,,,1,,
"Primaria (043)",51,5,15,12,14,5
"Secundaria (044)",62,1,41,16,4,
"Superior no univ. incompleta (045)",7,,2,4,1,
"Superior no univ. completa (046)",7,,4,3,,
"Superior univ. incompleta (047)",5,,3,1,1,
"Superior univ. completa (048)",6,,4,2,,
"Mujeres (050)",57,4,31,13,7,2
"Sin nivel (051)",3,,1,1,1,
"Primaria (053)",23,4,6,6,5,2
"Secundaria (054)",11,,11,,,
"Superior no univ. incompleta (055)",2,,2,,,
"Superior no univ. completa (056)",12,,9,3,,
"Superior univ. incompleta (057)",1,,1,,,
"Superior univ. completa (058)",5,,1,3,1,
,,,,,,
"Area Rural (060)",56,4,31,18,3,
"Sin nivel (061)",3,2,,1,,
"Primaria (063)",34,2,18,12,2,
"Secundaria (064)",16,,13,2,1,
"Superior no univ. completa (066)",2,,,2,,
"Superior univ. completa (068)",1,,,1,,
"Hombres (070)",44,3,26,12,3,
"Sin nivel (071)",1,1,,,,
"Primaria (073)",28,2,14,10,2,
"Secundaria (074)",15,,12,2,1,
"Mujeres (080)",12,1,5,6,,
"Sin nivel (081)",2,1,,1,,
"Primaria (083)",6,,4,2,,
"Secundaria (084)",1,,1,,,
"Superior no univ. completa (086)",2,,,2,,
"Superior univ. completa (088)",1,,,1,,
