"CUADRO Nº 30: POBLACIÓN OCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia CAÑETE (000)",82448,19102,28810,27104,1627,3564,2241
"Conviviente (001)",24277,4323,10174,8091,411,778,500
"Separado(a) (002)",4337,893,1450,1611,76,52,255
"Casado(a) (003)",27563,6755,8191,10267,753,1133,464
"Viudo(a) (004)",1859,213,523,951,54,45,73
"Divorciado(a) (005)",345,100,79,143,14,2,7
"Soltero(a) (006)",24067,6818,8393,6041,319,1554,942
"Hombres (008)",52907,10596,21736,17735,1269,1459,112
"Conviviente (009)",16575,2754,7733,5552,340,174,22
"Separado(a) (010)",1581,267,648,608,37,16,5
"Casado(a) (011)",18069,4119,6236,6856,617,221,20
"Viudo(a) (012)",723,66,224,389,28,14,2
"Divorciado(a) (013)",196,48,54,83,8,1,2
"Soltero(a) (014)",15763,3342,6841,4247,239,1033,61
"Mujeres (016)",29541,8506,7074,9369,358,2105,2129
"Conviviente (017)",7702,1569,2441,2539,71,604,478
"Separado(a) (018)",2756,626,802,1003,39,36,250
"Casado(a) (019)",9494,2636,1955,3411,136,912,444
"Viudo(a) (020)",1136,147,299,562,26,31,71
"Divorciado(a) (021)",149,52,25,60,6,1,5
"Soltero(a) (022)",8304,3476,1552,1794,80,521,881
,,,,,,,
"URBANA (024)",68770,17224,21976,23602,1167,2809,1992
"Conviviente (025)",20205,3880,7840,7104,310,635,436
"Separado(a) (026)",3714,817,1136,1432,55,44,230
"Casado(a) (027)",22915,6110,6215,8755,514,911,410
"Viudo(a) (028)",1561,200,389,829,35,39,69
"Divorciado(a) (029)",299,84,65,129,12,2,7
"Soltero(a) (030)",20076,6133,6331,5353,241,1178,840
"Hombres (032)",43265,9314,16704,15194,861,1097,95
"Conviviente (033)",13627,2407,6000,4815,249,138,18
"Separado(a) (034)",1308,234,515,517,25,14,3
"Casado(a) (035)",14702,3633,4775,5719,387,170,18
"Viudo(a) (036)",585,60,168,325,19,11,2
"Divorciado(a) (037)",169,36,47,76,7,1,2
"Soltero(a) (038)",12874,2944,5199,3742,174,763,52
"Mujeres (040)",25505,7910,5272,8408,306,1712,1897
"Conviviente (041)",6578,1473,1840,2289,61,497,418
"Separado(a) (042)",2406,583,621,915,30,30,227
"Casado(a) (043)",8213,2477,1440,3036,127,741,392
"Viudo(a) (044)",976,140,221,504,16,28,67
"Divorciado(a) (045)",130,48,18,53,5,1,5
"Soltero(a) (046)",7202,3189,1132,1611,67,415,788
,,,,,,,
"RURAL (048)",13678,1878,6834,3502,460,755,249
"Conviviente (049)",4072,443,2334,987,101,143,64
"Separado(a) (050)",623,76,314,179,21,8,25
"Casado(a) (051)",4648,645,1976,1512,239,222,54
"Viudo(a) (052)",298,13,134,122,19,6,4
"Divorciado(a) (053)",46,16,14,14,2,,
"Soltero(a) (054)",3991,685,2062,688,78,376,102
"Hombres (056)",9642,1282,5032,2541,408,362,17
"Conviviente (057)",2948,347,1733,737,91,36,4
"Separado(a) (058)",273,33,133,91,12,2,2
"Casado(a) (059)",3367,486,1461,1137,230,51,2
"Viudo(a) (060)",138,6,56,64,9,3,
"Divorciado(a) (061)",27,12,7,7,1,,
"Soltero(a) (062)",2889,398,1642,505,65,270,9
"Mujeres (064)",4036,596,1802,961,52,393,232
"Conviviente (065)",1124,96,601,250,10,107,60
"Separado(a) (066)",350,43,181,88,9,6,23
"Casado(a) (067)",1281,159,515,375,9,171,52
"Viudo(a) (068)",160,7,78,58,10,3,4
"Divorciado(a) (069)",19,4,7,7,1,,
"Soltero(a) (070)",1102,287,420,183,13,106,93
