"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CANGALLO (000)",9509,1413,17,4231,2708,211,490,84,355
"Empleado (001)",1034,6,,60,175,103,342,49,299
"Obrero (002)",968,79,2,449,372,21,27,12,6
"Trabajador independiente (003)",5061,816,8,2529,1494,67,90,16,41
"Empleador o patrono (004)",128,15,,54,46,4,3,1,5
"Trabajador familiar no remunerado (005)",2270,491,7,1123,596,16,27,6,4
"Trabajador del hogar (006)",48,6,,16,25,,1,,
"Hombres (008)",6127,457,6,2773,2137,159,290,66,239
"Empleado (009)",656,1,,33,123,70,198,36,195
"Obrero (010)",835,39,,387,345,21,26,11,6
"Trabajador independiente (011)",3663,358,3,1915,1240,51,52,12,32
"Empleador o patrono (012)",88,4,,39,35,4,1,1,4
"Trabajador familiar no remunerado (013)",879,54,3,397,392,13,12,6,2
"Trabajador del hogar (014)",6,1,,2,2,,1,,
"Mujeres (016)",3382,956,11,1458,571,52,200,18,116
"Empleado (017)",378,5,,27,52,33,144,13,104
"Obrero (018)",133,40,2,62,27,,1,1,
"Trabajador independiente (019)",1398,458,5,614,254,16,38,4,9
"Empleador o patrono (020)",40,11,,15,11,,2,,1
"Trabajador familiar no remunerado (021)",1391,437,4,726,204,3,15,,2
"Trabajador del hogar (022)",42,5,,14,23,,,,
,,,,,,,,,
"URBANA (024)",3608,364,3,1277,1098,142,365,66,293
"Empleado (025)",810,5,,32,120,81,277,42,253
"Obrero (026)",292,20,1,116,117,14,14,7,3
"Trabajador independiente (027)",1858,215,2,859,645,37,60,11,29
"Empleador o patrono (028)",41,2,,16,15,,2,1,5
"Trabajador familiar no remunerado (029)",583,119,,248,187,10,11,5,3
"Trabajador del hogar (030)",24,3,,6,14,,1,,
"Hombres (032)",2319,108,1,854,811,101,203,51,190
"Empleado (033)",494,1,,14,80,54,155,31,159
"Obrero (034)",242,10,,90,106,14,13,6,3
"Trabajador independiente (035)",1315,90,1,639,500,24,30,8,23
"Empleador o patrono (036)",30,,,14,10,,1,1,4
"Trabajador familiar no remunerado (037)",233,7,,95,113,9,3,5,1
"Trabajador del hogar (038)",5,,,2,2,,1,,
"Mujeres (040)",1289,256,2,423,287,41,162,15,103
"Empleado (041)",316,4,,18,40,27,122,11,94
"Obrero (042)",50,10,1,26,11,,1,1,
"Trabajador independiente (043)",543,125,1,220,145,13,30,3,6
"Empleador o patrono (044)",11,2,,2,5,,1,,1
"Trabajador familiar no remunerado (045)",350,112,,153,74,1,8,,2
"Trabajador del hogar (046)",19,3,,4,12,,,,
,,,,,,,,,
"RURAL (048)",5901,1049,14,2954,1610,69,125,18,62
"Empleado (049)",224,1,,28,55,22,65,7,46
"Obrero (050)",676,59,1,333,255,7,13,5,3
"Trabajador independiente (051)",3203,601,6,1670,849,30,30,5,12
"Empleador o patrono (052)",87,13,,38,31,4,1,,
"Trabajador familiar no remunerado (053)",1687,372,7,875,409,6,16,1,1
"Trabajador del hogar (054)",24,3,,10,11,,,,
"Hombres (056)",3808,349,5,1919,1326,58,87,15,49
"Empleado (057)",162,,,19,43,16,43,5,36
"Obrero (058)",593,29,,297,239,7,13,5,3
"Trabajador independiente (059)",2348,268,2,1276,740,27,22,4,9
"Empleador o patrono (060)",58,4,,25,25,4,,,
"Trabajador familiar no remunerado (061)",646,47,3,302,279,4,9,1,1
"Trabajador del hogar (062)",1,1,,,,,,,
"Mujeres (064)",2093,700,9,1035,284,11,38,3,13
"Empleado (065)",62,1,,9,12,6,22,2,10
"Obrero (066)",83,30,1,36,16,,,,
"Trabajador independiente (067)",855,333,4,394,109,3,8,1,3
"Empleador o patrono (068)",29,9,,13,6,,1,,
"Trabajador familiar no remunerado (069)",1041,325,4,573,130,2,7,,
"Trabajador del hogar (070)",23,2,,10,11,,,,
