"CUADRO Nº 10: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR GRUPOS DE EDAD NORMATIVA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y ASISTENCIA A UN CENTRO DE ENSEÑANZA REGULAR",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y ASISTENCIA A UN CENTRO DE ENSEÑANZA REGULAR",TOTAL,"GRUPOS DE EDAD NORMATIVA",,,
,,"3 A 5 AÑOS","6 A 11 AÑOS","12 A 16 AÑOS","17 A 24 AÑOS"
,,,,,
"Provincia VILCAS HUAMAN (000)",10466,1686,3400,2812,2568
"Asiste actualmente (001)",7221,613,3191,2567,850
"No asiste (002)",3245,1073,209,245,1718
"Hombres (004)",5305,846,1707,1438,1314
"Asiste actualmente (005)",3767,299,1609,1331,528
"No asiste (006)",1538,547,98,107,786
"Mujeres (008)",5161,840,1693,1374,1254
"Asiste actualmente (009)",3454,314,1582,1236,322
"No asiste (010)",1707,526,111,138,932
,,,,,
"URBANA (012)",3184,473,962,907,842
"Asiste actualmente (013)",2335,216,922,848,349
"No asiste (014)",849,257,40,59,493
"Hombres (016)",1586,236,476,450,424
"Asiste actualmente (017)",1186,98,459,421,208
"No asiste (018)",400,138,17,29,216
"Mujeres (020)",1598,237,486,457,418
"Asiste actualmente (021)",1149,118,463,427,141
"No asiste (022)",449,119,23,30,277
,,,,,
"RURAL (024)",7282,1213,2438,1905,1726
"Asiste actualmente (025)",4886,397,2269,1719,501
"No asiste (026)",2396,816,169,186,1225
"Hombres (028)",3719,610,1231,988,890
"Asiste actualmente (029)",2581,201,1150,910,320
"No asiste (030)",1138,409,81,78,570
"Mujeres (032)",3563,603,1207,917,836
"Asiste actualmente (033)",2305,196,1119,809,181
"No asiste (034)",1258,407,88,108,655
