"CUADRO Nº 11: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA POTABLE, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA POTABLE",,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)"
,,,,
"Provincia MARISCAL CACERES",,,,
"Viviendas particulares (001)",6762,4115,2565,82
"Ocupantes presentes (002)",29192,17260,11581,351
"Casa independiente",,,,
"Viviendas particulares (004)",6214,3752,2404,58
"Ocupantes presentes (005)",27394,16076,11065,253
"Departamento en edificio",,,,
"Viviendas particulares (007)",51,46,5,
"Ocupantes presentes (008)",157,141,16,
"Vivienda en quinta",,,,
"Viviendas particulares (010)",386,266,120,
"Ocupantes presentes (011)",1228,856,372,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (013)",44,23,21,
"Ocupantes presentes (014)",169,92,77,
"Choza o cabaña",,,,
"Viviendas particulares (016)",24,,,24
"Ocupantes presentes (017)",98,,,98
"Vivienda improvisada",,,,
"Viviendas particulares (019)",26,14,12,
"Ocupantes presentes (020)",104,62,42,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (022)",17,14,3,
"Ocupantes presentes (023)",42,33,9,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (028)",6223,3801,2344,78
"Ocupantes presentes (029)",26840,15905,10609,326
"Casa independiente",,,,
"Viviendas particulares (031)",5710,3456,2198,56
"Ocupantes presentes (032)",25173,14794,10139,240
"Departamento en edificio",,,,
"Viviendas particulares (034)",50,45,5,
"Ocupantes presentes (035)",154,138,16,
"Vivienda en quinta",,,,
"Viviendas particulares (037)",363,255,108,
"Ocupantes presentes (038)",1152,816,336,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (040)",40,20,20,
"Ocupantes presentes (041)",150,74,76,
"Choza o cabaña",,,,
"Viviendas particulares (043)",22,,,22
"Ocupantes presentes (044)",86,,,86
"Vivienda improvisada",,,,
"Viviendas particulares (046)",23,12,11,
"Ocupantes presentes (047)",93,54,39,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (049)",15,13,2,
"Ocupantes presentes (050)",32,29,3,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (055)",539,314,221,4
"Ocupantes presentes (056)",2352,1355,972,25
"Casa independiente",,,,
"Viviendas particulares (058)",504,296,206,2
"Ocupantes presentes (059)",2221,1282,926,13
"Departamento en edificio",,,,
"Viviendas particulares (061)",1,1,,
"Ocupantes presentes (062)",3,3,,
"Vivienda en quinta",,,,
"Viviendas particulares (064)",23,11,12,
"Ocupantes presentes (065)",76,40,36,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (067)",4,3,1,
"Ocupantes presentes (068)",19,18,1,
"Choza o cabaña",,,,
"Viviendas particulares (070)",2,,,2
"Ocupantes presentes (071)",12,,,12
"Vivienda improvisada",,,,
"Viviendas particulares (073)",3,2,1,
"Ocupantes presentes (074)",11,8,3,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (076)",2,1,1,
"Ocupantes presentes (077)",10,4,6,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
URBANA,,,,
"Viviendas particulares (109)",6295,3993,2260,42
"Ocupantes presentes (110)",27188,16732,10260,196
"Casa independiente",,,,
"Viviendas particulares (112)",5772,3630,2100,42
"Ocupantes presentes (113)",25489,15548,9745,196
"Departamento en edificio",,,,
"Viviendas particulares (115)",51,46,5,
"Ocupantes presentes (116)",157,141,16,
"Vivienda en quinta",,,,
"Viviendas particulares (118)",386,266,120,
"Ocupantes presentes (119)",1228,856,372,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (121)",44,23,21,
"Ocupantes presentes (122)",169,92,77,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (127)",26,14,12,
"Ocupantes presentes (128)",104,62,42,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (130)",16,14,2,
"Ocupantes presentes (131)",41,33,8,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (136)",5790,3686,2064,40
"Ocupantes presentes (137)",25006,15407,9416,183
"Casa independiente",,,,
"Viviendas particulares (139)",5300,3341,1919,40
"Ocupantes presentes (140)",23426,14296,8947,183
"Departamento en edificio",,,,
"Viviendas particulares (142)",50,45,5,
"Ocupantes presentes (143)",154,138,16,
"Vivienda en quinta",,,,
"Viviendas particulares (145)",363,255,108,
"Ocupantes presentes (146)",1152,816,336,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (148)",40,20,20,
"Ocupantes presentes (149)",150,74,76,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (154)",23,12,11,
"Ocupantes presentes (155)",93,54,39,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (157)",14,13,1,
"Ocupantes presentes (158)",31,29,2,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (163)",505,307,196,2
"Ocupantes presentes (164)",2182,1325,844,13
"Casa independiente",,,,
"Viviendas particulares (166)",472,289,181,2
"Ocupantes presentes (167)",2063,1252,798,13
"Departamento en edificio",,,,
"Viviendas particulares (169)",1,1,,
"Ocupantes presentes (170)",3,3,,
"Vivienda en quinta",,,,
"Viviendas particulares (172)",23,11,12,
"Ocupantes presentes (173)",76,40,36,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (175)",4,3,1,
"Ocupantes presentes (176)",19,18,1,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (181)",3,2,1,
"Ocupantes presentes (182)",11,8,3,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (184)",2,1,1,
"Ocupantes presentes (185)",10,4,6,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
RURAL,,,,
"Viviendas particulares (217)",467,122,305,40
"Ocupantes presentes (218)",2004,528,1321,155
"Casa independiente",,,,
"Viviendas particulares (220)",442,122,304,16
"Ocupantes presentes (221)",1905,528,1320,57
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (232)",24,,,24
"Ocupantes presentes (233)",98,,,98
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (238)",1,,1,
"Ocupantes presentes (239)",1,,1,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (244)",433,115,280,38
"Ocupantes presentes (245)",1834,498,1193,143
"Casa independiente",,,,
"Viviendas particulares (247)",410,115,279,16
"Ocupantes presentes (248)",1747,498,1192,57
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (259)",22,,,22
"Ocupantes presentes (260)",86,,,86
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (265)",1,,1,
"Ocupantes presentes (266)",1,,1,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (271)",34,7,25,2
"Ocupantes presentes (272)",170,30,128,12
"Casa independiente",,,,
"Viviendas particulares (274)",32,7,25,
"Ocupantes presentes (275)",158,30,128,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (286)",2,,,2
"Ocupantes presentes (287)",12,,,12
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
