"CUADRO Nº 14: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA QUE DISPONEN DEL SERVICIO EN LOS DÍAS QUE CUENTAN CON ESTE SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia TACNA",,,,,,,,,
"Viviendas particulares (001)",3213,865,399,259,507,125,87,66,905
"Ocupantes presentes (002)",10504,2656,1413,852,1907,495,337,260,2584
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",2722,742,320,231,447,111,81,59,731
"Ocupantes presentes (005)",9160,2287,1193,768,1747,447,320,239,2159
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",56,16,14,3,11,9,1,,2
"Ocupantes presentes (008)",168,48,45,7,30,30,2,,6
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",16,7,3,,4,1,,,1
"Ocupantes presentes (011)",48,22,5,,12,3,,,6
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",13,2,,2,3,1,,,5
"Ocupantes presentes (014)",44,8,,9,6,6,,,15
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",5,5,,,,,,,
"Ocupantes presentes (017)",11,11,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",396,88,62,23,42,3,5,7,166
"Ocupantes presentes (020)",1064,271,170,68,112,9,15,21,398
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",4,4,,,,,,,
"Ocupantes presentes (023)",8,8,,,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",1,1,,,,,,,
"Ocupantes presentes (026)",1,1,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",3133,836,388,256,502,125,87,66,873
"Ocupantes presentes (029)",10268,2578,1382,842,1886,495,337,260,2488
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",2648,719,309,228,442,111,81,59,699
"Ocupantes presentes (032)",8937,2222,1162,758,1726,447,320,239,2063
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",56,16,14,3,11,9,1,,2
"Ocupantes presentes (035)",168,48,45,7,30,30,2,,6
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",16,7,3,,4,1,,,1
"Ocupantes presentes (038)",48,22,5,,12,3,,,6
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",13,2,,2,3,1,,,5
"Ocupantes presentes (041)",44,8,,9,6,6,,,15
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",396,88,62,23,42,3,5,7,166
"Ocupantes presentes (047)",1064,271,170,68,112,9,15,21,398
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",3,3,,,,,,,
"Ocupantes presentes (050)",6,6,,,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",1,1,,,,,,,
"Ocupantes presentes (053)",1,1,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",80,29,11,3,5,,,,32
"Ocupantes presentes (056)",236,78,31,10,21,,,,96
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",74,23,11,3,5,,,,32
"Ocupantes presentes (059)",223,65,31,10,21,,,,96
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",5,5,,,,,,,
"Ocupantes presentes (071)",11,11,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",1,1,,,,,,,
"Ocupantes presentes (077)",2,2,,,,,,,
"Otro tipo",,,,,,,,,
