"CUADRO Nº 9: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA",,,,,,,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)","CAMIÓN-CISTERNA U OTRO SIMILAR",POZO,"RÍO, ACEQUIA, MANANTIAL O SIMILAR",VECINO,OTRO
,,,,,,,,,
"Provincia OYON",,,,,,,,,
"Viviendas particulares (001)",4943,2614,825,102,4,26,1101,188,83
"Ocupantes presentes (002)",18829,10419,3198,388,11,73,3942,611,187
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",4471,2475,739,99,4,14,884,174,82
"Ocupantes presentes (005)",17210,9834,2804,377,11,39,3400,559,186
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",25,19,6,,,,,,
"Ocupantes presentes (008)",78,58,20,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",92,68,22,,,,,2,
"Ocupantes presentes (011)",430,306,122,,,,,2,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",111,47,58,2,,,,4,
"Ocupantes presentes (014)",491,214,252,7,,,,18,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",237,,,1,,12,217,6,1
"Ocupantes presentes (017)",596,,,4,,34,542,15,1
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",7,5,,,,,,2,
"Ocupantes presentes (023)",24,7,,,,,,17,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",3199,2122,671,85,3,10,142,126,40
"Ocupantes presentes (029)",12942,8828,2732,326,10,28,519,409,90
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",2964,1983,585,83,3,10,142,118,40
"Ocupantes presentes (032)",11919,8243,2338,319,10,28,519,372,90
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",25,19,6,,,,,,
"Ocupantes presentes (035)",78,58,20,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",92,68,22,,,,,2,
"Ocupantes presentes (038)",430,306,122,,,,,2,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",111,47,58,2,,,,4,
"Ocupantes presentes (041)",491,214,252,7,,,,18,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",7,5,,,,,,2,
"Ocupantes presentes (050)",24,7,,,,,,17,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",1744,492,154,17,1,16,959,62,43
"Ocupantes presentes (056)",5887,1591,466,62,1,45,3423,202,97
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",1507,492,154,16,1,4,742,56,42
"Ocupantes presentes (059)",5291,1591,466,58,1,11,2881,187,96
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",237,,,1,,12,217,6,1
"Ocupantes presentes (071)",596,,,4,,34,542,15,1
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
