"CUADRO Nº 4: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ENERGÍA O COMBUSTIBLE QUE MÁS UTILIZAN EN EL HOGAR PARA COCINAR SUS ALIMENTOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"ENERGÍA O COMBUSTIBLE QUE MÁS UTILIZA PARA COCINAR",,,,,,,"NO COCINAN"
,,ELECTRICIDAD,GAS,KEROSENE,CARBÓN,LEÑA,"BOSTA, ESTIÉRCOL",OTRO,
,,,,,,,,,
"Provincia CANAS",,,,,,,,,
"Hogares (001)",10040,6,462,68,11,841,8564,31,57
"Ocupantes presentes (002)",38138,10,1295,180,46,3285,33135,86,101
"Casa independiente",,,,,,,,,
"Hogares (004)",8812,5,334,56,11,796,7536,30,44
"Ocupantes presentes (005)",33831,9,984,153,46,3132,29348,80,79
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",3,,3,,,,,,
"Ocupantes presentes (011)",7,,7,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",203,1,119,9,,28,37,,9
"Ocupantes presentes (014)",548,1,288,19,,103,121,,16
"Choza o cabaña",,,,,,,,,
"Hogares (016)",1019,,4,3,,17,991,1,3
"Ocupantes presentes (017)",3744,,9,8,,50,3666,6,5
"Vivienda improvisada",,,,,,,,,
"Hogares (019)",1,,,,,,,,1
"Ocupantes presentes (020)",1,,,,,,,,1
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",2,,2,,,,,,
"Ocupantes presentes (023)",7,,7,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",1769,1,393,51,3,306,959,18,38
"Ocupantes presentes (029)",6001,1,1097,131,8,1210,3434,56,64
"Casa independiente",,,,,,,,,
"Hogares (031)",1560,,269,42,3,278,922,18,28
"Ocupantes presentes (032)",5438,,795,112,8,1107,3313,56,47
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",3,,3,,,,,,
"Ocupantes presentes (038)",7,,7,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",203,1,119,9,,28,37,,9
"Ocupantes presentes (041)",548,1,288,19,,103,121,,16
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (046)",1,,,,,,,,1
"Ocupantes presentes (047)",1,,,,,,,,1
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",2,,2,,,,,,
"Ocupantes presentes (050)",7,,7,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",8271,5,69,17,8,535,7605,13,19
"Ocupantes presentes (056)",32137,9,198,49,38,2075,29701,30,37
"Casa independiente",,,,,,,,,
"Hogares (058)",7252,5,65,14,8,518,6614,12,16
"Ocupantes presentes (059)",28393,9,189,41,38,2025,26035,24,32
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",1019,,4,3,,17,991,1,3
"Ocupantes presentes (071)",3744,,9,8,,50,3666,6,5
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
