"CUADRO Nº 8: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia QUISPICANCHI (000)",27267,780,8986,9287,6315,1899
"Empleado (001)",2792,29,1000,1165,560,38
"Obrero (002)",4306,49,1711,1591,836,119
"Trabajador independiente (003)",13767,106,3593,4922,3739,1407
"Empleador o patrono (004)",451,3,110,164,132,42
"Trabajador familiar no remunerado (005)",4803,525,1981,1187,868,242
"Trabajador del hogar (006)",266,45,134,29,40,18
"Desocupado (008)",882,23,457,229,140,33
"Hombres (009)",18496,480,5941,6436,4360,1279
"Empleado (010)",1837,14,542,832,420,29
"Obrero (011)",3807,42,1507,1410,744,104
"Trabajador independiente (012)",9780,69,2498,3540,2683,990
"Empleador o patrono (013)",325,3,79,111,99,33
"Trabajador familiar no remunerado (014)",2011,318,966,351,281,95
"Trabajador del hogar (015)",58,16,24,6,11,1
"Desocupado (017)",678,18,325,186,122,27
"Mujeres (018)",8771,300,3045,2851,1955,620
"Empleado (019)",955,15,458,333,140,9
"Obrero (020)",499,7,204,181,92,15
"Trabajador independiente (021)",3987,37,1095,1382,1056,417
"Empleador o patrono (022)",126,,31,53,33,9
"Trabajador familiar no remunerado (023)",2792,207,1015,836,587,147
"Trabajador del hogar (024)",208,29,110,23,29,17
"Desocupado (026)",204,5,132,43,18,6
,,,,,,
"URBANA (027)",11389,352,3619,4073,2635,710
"Empleado (028)",2213,21,748,940,472,32
"Obrero (029)",2276,35,849,863,466,63
"Trabajador independiente (030)",5024,56,1289,1849,1337,493
"Empleador o patrono (031)",234,2,62,83,69,18
"Trabajador familiar no remunerado (032)",1067,196,391,205,207,68
"Trabajador del hogar (033)",190,35,88,21,30,16
"Desocupado (035)",385,7,192,112,54,20
"Hombres (036)",7314,226,2284,2649,1714,441
"Empleado (037)",1431,10,391,661,344,25
"Obrero (038)",1999,30,740,758,414,57
"Trabajador independiente (039)",2938,41,763,1046,784,304
"Empleador o patrono (040)",143,2,45,41,45,10
"Trabajador familiar no remunerado (041)",495,126,209,58,74,28
"Trabajador del hogar (042)",34,11,13,3,6,1
"Desocupado (044)",274,6,123,82,47,16
"Mujeres (045)",4075,126,1335,1424,921,269
"Empleado (046)",782,11,357,279,128,7
"Obrero (047)",277,5,109,105,52,6
"Trabajador independiente (048)",2086,15,526,803,553,189
"Empleador o patrono (049)",91,,17,42,24,8
"Trabajador familiar no remunerado (050)",572,70,182,147,133,40
"Trabajador del hogar (051)",156,24,75,18,24,15
"Desocupado (053)",111,1,69,30,7,4
,,,,,,
"RURAL (054)",15878,428,5367,5214,3680,1189
"Empleado (055)",579,8,252,225,88,6
"Obrero (056)",2030,14,862,728,370,56
"Trabajador independiente (057)",8743,50,2304,3073,2402,914
"Empleador o patrono (058)",217,1,48,81,63,24
"Trabajador familiar no remunerado (059)",3736,329,1590,982,661,174
"Trabajador del hogar (060)",76,10,46,8,10,2
"Desocupado (062)",497,16,265,117,86,13
"Hombres (063)",11182,254,3657,3787,2646,838
"Empleado (064)",406,4,151,171,76,4
"Obrero (065)",1808,12,767,652,330,47
"Trabajador independiente (066)",6842,28,1735,2494,1899,686
"Empleador o patrono (067)",182,1,34,70,54,23
"Trabajador familiar no remunerado (068)",1516,192,757,293,207,67
"Trabajador del hogar (069)",24,5,11,3,5,
"Desocupado (071)",404,12,202,104,75,11
"Mujeres (072)",4696,174,1710,1427,1034,351
"Empleado (073)",173,4,101,54,12,2
"Obrero (074)",222,2,95,76,40,9
"Trabajador independiente (075)",1901,22,569,579,503,228
"Empleador o patrono (076)",35,,14,11,9,1
"Trabajador familiar no remunerado (077)",2220,137,833,689,454,107
"Trabajador del hogar (078)",52,5,35,5,5,2
"Desocupado (080)",93,4,63,13,11,2
