"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia TAYACAJA (000)",71351,13852,13215,13016,11256,8064,11948
"Conviviente (001)",13298,276,3948,5275,2328,857,614
"Separado(a) (002)",1537,39,258,359,359,223,299
"Casado(a) (003)",26489,47,965,4966,7294,5935,7282
"Viudo(a) (004)",4438,2,28,129,383,619,3277
"Divorciado(a) (005)",273,,26,31,63,68,85
"Soltero(a) (006)",25316,13488,7990,2256,829,362,391
"Hombres (008)",35101,7086,6675,6319,5496,3972,5553
"Conviviente (009)",6517,121,1482,2772,1299,484,359
"Separado(a) (010)",377,10,34,53,97,68,115
"Casado(a) (011)",13137,27,305,2139,3548,3070,4048
"Viudo(a) (012)",1120,1,6,33,96,147,837
"Divorciado(a) (013)",100,,7,11,23,27,32
"Soltero(a) (014)",13850,6927,4841,1311,433,176,162
"Mujeres (016)",36250,6766,6540,6697,5760,4092,6395
"Conviviente (017)",6781,155,2466,2503,1029,373,255
"Separado(a) (018)",1160,29,224,306,262,155,184
"Casado(a) (019)",13352,20,660,2827,3746,2865,3234
"Viudo(a) (020)",3318,1,22,96,287,472,2440
"Divorciado(a) (021)",173,,19,20,40,41,53
"Soltero(a) (022)",11466,6561,3149,945,396,186,229
,,,,,,,
"URBANA (024)",18489,3546,3408,3324,3135,2117,2959
"Conviviente (025)",3296,81,787,1290,709,258,171
"Separado(a) (026)",486,7,54,120,138,74,93
"Casado(a) (027)",6613,14,209,1143,1922,1512,1813
"Viudo(a) (028)",991,,13,28,89,121,740
"Divorciado(a) (029)",85,,6,9,21,22,27
"Soltero(a) (030)",7018,3444,2339,734,256,130,115
"Hombres (032)",9122,1817,1808,1590,1504,1040,1363
"Conviviente (033)",1607,39,293,643,374,150,108
"Separado(a) (034)",124,3,8,18,43,19,33
"Casado(a) (035)",3294,9,74,486,936,790,999
"Viudo(a) (036)",224,,2,5,25,23,169
"Divorciado(a) (037)",30,,2,3,7,6,12
"Soltero(a) (038)",3843,1766,1429,435,119,52,42
"Mujeres (040)",9367,1729,1600,1734,1631,1077,1596
"Conviviente (041)",1689,42,494,647,335,108,63
"Separado(a) (042)",362,4,46,102,95,55,60
"Casado(a) (043)",3319,5,135,657,986,722,814
"Viudo(a) (044)",767,,11,23,64,98,571
"Divorciado(a) (045)",55,,4,6,14,16,15
"Soltero(a) (046)",3175,1678,910,299,137,78,73
,,,,,,,
"RURAL (048)",52862,10306,9807,9692,8121,5947,8989
"Conviviente (049)",10002,195,3161,3985,1619,599,443
"Separado(a) (050)",1051,32,204,239,221,149,206
"Casado(a) (051)",19876,33,756,3823,5372,4423,5469
"Viudo(a) (052)",3447,2,15,101,294,498,2537
"Divorciado(a) (053)",188,,20,22,42,46,58
"Soltero(a) (054)",18298,10044,5651,1522,573,232,276
"Hombres (056)",25979,5269,4867,4729,3992,2932,4190
"Conviviente (057)",4910,82,1189,2129,925,334,251
"Separado(a) (058)",253,7,26,35,54,49,82
"Casado(a) (059)",9843,18,231,1653,2612,2280,3049
"Viudo(a) (060)",896,1,4,28,71,124,668
"Divorciado(a) (061)",70,,5,8,16,21,20
"Soltero(a) (062)",10007,5161,3412,876,314,124,120
"Mujeres (064)",26883,5037,4940,4963,4129,3015,4799
"Conviviente (065)",5092,113,1972,1856,694,265,192
"Separado(a) (066)",798,25,178,204,167,100,124
"Casado(a) (067)",10033,15,525,2170,2760,2143,2420
"Viudo(a) (068)",2551,1,11,73,223,374,1869
"Divorciado(a) (069)",118,,15,14,26,25,38
"Soltero(a) (070)",8291,4883,2239,646,259,108,156
