"CUADRO Nº 7: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PADECIMIENTO DE ALGUNA DIFICULTAD O LIMITACIÓN FÍSICA O MENTAL PERMANENTE DE ALGÚN MIEMBRO DEL HOGAR, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISCAPACIDAD FÍSICA O MENTAL",,,,,"NINGUNA PERSONA CON DISCAPACIDAD"
,,"PARA VER, AÚN USANDO LENTES","PARA OÍR, AÚN USANDO AUDÍ-FONOS PARA SORDERA","PARA HABLAR (ENTONAR / VOCALIZAR)","PARA USAR BRAZOS Y MANOS / PIERNAS Y PIES","ALGUNA OTRA DIFICULTAD O LIMITACIÓN",
,,,,,,,
"Provincia FERREÑAFE",,,,,,,
"Hogares (001)",22271,971,244,277,414,473,20123
"Ocupantes presentes (002)",95816,4258,985,1398,1879,2284,86011
"Casa independiente",,,,,,,
"Hogares (004)",21705,951,239,267,406,466,19604
"Ocupantes presentes (005)",93879,4184,972,1363,1859,2243,84251
"Departamento en edificio",,,,,,,
"Hogares (007)",59,2,,1,,,56
"Ocupantes presentes (008)",190,7,,4,,,179
"Vivienda en quinta",,,,,,,
"Hogares (010)",45,4,,1,,1,39
"Ocupantes presentes (011)",152,21,,1,,7,123
"Vivienda en casa de vecindad",,,,,,,
"Hogares (013)",73,4,,1,1,1,66
"Ocupantes presentes (014)",241,16,,2,2,4,217
"Choza o cabaña",,,,,,,
"Hogares (016)",127,1,3,5,6,3,111
"Ocupantes presentes (017)",572,2,4,23,15,25,506
"Vivienda improvisada",,,,,,,
"Hogares (019)",253,8,2,2,1,2,239
"Ocupantes presentes (020)",770,27,9,5,3,5,724
"Local no dest.para hab. humana",,,,,,,
"Hogares (022)",9,1,,,,,8
"Ocupantes presentes (023)",12,1,,,,,11
"Otro tipo",,,,,,,
,,,,,,,
URBANA,,,,,,,
"Hogares (028)",12485,787,126,148,263,333,10975
"Ocupantes presentes (029)",51338,3482,507,744,1196,1620,44448
"Casa independiente",,,,,,,
"Hogares (031)",12049,768,124,143,261,329,10570
"Ocupantes presentes (032)",49979,3410,498,732,1191,1604,43200
"Departamento en edificio",,,,,,,
"Hogares (034)",59,2,,1,,,56
"Ocupantes presentes (035)",190,7,,4,,,179
"Vivienda en quinta",,,,,,,
"Hogares (037)",45,4,,1,,1,39
"Ocupantes presentes (038)",152,21,,1,,7,123
"Vivienda en casa de vecindad",,,,,,,
"Hogares (040)",73,4,,1,1,1,66
"Ocupantes presentes (041)",241,16,,2,2,4,217
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Hogares (046)",253,8,2,2,1,2,239
"Ocupantes presentes (047)",770,27,9,5,3,5,724
"Local no dest.para hab. humana",,,,,,,
"Hogares (049)",6,1,,,,,5
"Ocupantes presentes (050)",6,1,,,,,5
"Otro tipo",,,,,,,
,,,,,,,
RURAL,,,,,,,
"Hogares (055)",9786,184,118,129,151,140,9148
"Ocupantes presentes (056)",44478,776,478,654,683,664,41563
"Casa independiente",,,,,,,
"Hogares (058)",9656,183,115,124,145,137,9034
"Ocupantes presentes (059)",43900,774,474,631,668,639,41051
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Hogares (070)",127,1,3,5,6,3,111
"Ocupantes presentes (071)",572,2,4,23,15,25,506
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Hogares (076)",3,,,,,,3
"Ocupantes presentes (077)",6,,,,,,6
"Otro tipo",,,,,,,
