"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia HUALLAGA (000)",21095,1096,390,12465,5654,352,566,145,427
"Hombres (001)",11214,391,203,6582,3213,195,301,81,248
"Mujeres (002)",9881,705,187,5883,2441,157,265,64,179
"PEA (003)",9555,397,12,5347,2758,209,422,86,324
"Hombres (004)",7459,257,10,4304,2234,152,254,56,192
"Mujeres (005)",2096,140,2,1043,524,57,168,30,132
"Ocupada (006)",9304,390,12,5218,2674,202,410,85,313
"Hombres (007)",7257,252,10,4197,2166,149,242,55,186
"Mujeres (008)",2047,138,2,1021,508,53,168,30,127
"Desocupada (009)",251,7,,129,84,7,12,1,11
"Hombres (010)",202,5,,107,68,3,12,1,6
"Mujeres (011)",49,2,,22,16,4,,,5
"No PEA (012)",11540,699,378,7118,2896,143,144,59,103
"Hombres (013)",3755,134,193,2278,979,43,47,25,56
"Mujeres (014)",7785,565,185,4840,1917,100,97,34,47
,,,,,,,,,
"URBANA (018)",11853,329,150,5972,4040,312,504,139,407
"Hombres (019)",6066,117,76,2960,2160,172,267,79,235
"Mujeres (020)",5787,212,74,3012,1880,140,237,60,172
"PEA (021)",5149,116,4,2284,1795,182,375,84,309
"Hombres (022)",3778,62,3,1744,1376,132,224,55,182
"Mujeres (023)",1371,54,1,540,419,50,151,29,127
"Ocupada (024)",4969,112,4,2206,1726,176,364,83,298
"Hombres (025)",3633,60,3,1676,1322,129,213,54,176
"Mujeres (026)",1336,52,1,530,404,47,151,29,122
"Desocupada (027)",180,4,,78,69,6,11,1,11
"Hombres (028)",145,2,,68,54,3,11,1,6
"Mujeres (029)",35,2,,10,15,3,,,5
"No PEA (030)",6704,213,146,3688,2245,130,129,55,98
"Hombres (031)",2288,55,73,1216,784,40,43,24,53
"Mujeres (032)",4416,158,73,2472,1461,90,86,31,45
,,,,,,,,,
"RURAL (036)",9242,767,240,6493,1614,40,62,6,20
"Hombres (037)",5148,274,127,3622,1053,23,34,2,13
"Mujeres (038)",4094,493,113,2871,561,17,28,4,7
"PEA (039)",4406,281,8,3063,963,27,47,2,15
"Hombres (040)",3681,195,7,2560,858,20,30,1,10
"Mujeres (041)",725,86,1,503,105,7,17,1,5
"Ocupada (042)",4335,278,8,3012,948,26,46,2,15
"Hombres (043)",3624,192,7,2521,844,20,29,1,10
"Mujeres (044)",711,86,1,491,104,6,17,1,5
"Desocupada (045)",71,3,,51,15,1,1,,
"Hombres (046)",57,3,,39,14,,1,,
"Mujeres (047)",14,,,12,1,1,,,
"No PEA (048)",4836,486,232,3430,651,13,15,4,5
"Hombres (049)",1467,79,120,1062,195,3,4,1,3
"Mujeres (050)",3369,407,112,2368,456,10,11,3,2
