"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia CHUMBIVILCAS (000)",40658,24058,71,257,14696,602,34,55,1,884
"Hombres (001)",17718,12776,48,103,3973,259,27,35,1,496
"Mujeres (002)",22940,11282,23,154,10723,343,7,20,,388
"De 06 a 14 años (003)",19936,18974,,,396,200,3,6,,357
"Hombres (004)",10242,9758,,,208,98,3,2,,173
"Mujeres (005)",9694,9216,,,188,102,,4,,184
"De 15 a 29 años (006)",8965,4958,3,79,3724,,11,12,1,177
"Hombres (007)",4033,2951,1,32,927,,8,10,1,103
"Mujeres (008)",4932,2007,2,47,2797,,3,2,,74
"De 30 a 44 años (009)",4505,92,1,66,4200,,10,5,,131
"Hombres (010)",1204,51,1,29,1017,,9,2,,95
"Mujeres (011)",3301,41,,37,3183,,1,3,,36
"De 45 a 64 años (012)",4188,29,34,70,3914,13,9,9,,110
"Hombres (013)",1193,15,26,26,1033,4,7,8,,74
"Mujeres (014)",2995,14,8,44,2881,9,2,1,,36
"De 65 y más años (015)",3064,5,33,42,2462,389,1,23,,109
"Hombres (016)",1046,1,20,16,788,157,,13,,51
"Mujeres (017)",2018,4,13,26,1674,232,1,10,,58
,,,,,,,,,,
"AREA URBANA (018)",9058,5500,48,139,3057,94,15,5,,200
"Hombres (019)",3917,2854,32,57,822,31,14,1,,106
"Mujeres (020)",5141,2646,16,82,2235,63,1,4,,94
"De 06 a 14 años (021)",4230,4063,,,107,22,2,2,,34
"Hombres (022)",2140,2047,,,64,8,2,1,,18
"Mujeres (023)",2090,2016,,,43,14,,1,,16
"De 15 a 29 años (024)",2414,1385,3,40,903,,4,1,,78
"Hombres (025)",1067,783,1,16,226,,3,,,38
"Mujeres (026)",1347,602,2,24,677,,1,1,,40
"De 30 a 44 años (027)",1039,44,1,41,907,,6,,,40
"Hombres (028)",275,22,1,17,204,,6,,,25
"Mujeres (029)",764,22,,24,703,,,,,15
"De 45 a 64 años (030)",791,8,21,34,708,,3,,,17
"Hombres (031)",243,2,18,14,194,,3,,,12
"Mujeres (032)",548,6,3,20,514,,,,,5
"De 65 y más años (033)",584,,23,24,432,72,,2,,31
"Hombres (034)",192,,12,10,134,23,,,,13
"Mujeres (035)",392,,11,14,298,49,,2,,18
,,,,,,,,,,
"AREA RURAL (036)",31600,18558,23,118,11639,508,19,50,1,684
"Hombres (037)",13801,9922,16,46,3151,228,13,34,1,390
"Mujeres (038)",17799,8636,7,72,8488,280,6,16,,294
"De 06 a 14 años (039)",15706,14911,,,289,178,1,4,,323
"Hombres (040)",8102,7711,,,144,90,1,1,,155
"Mujeres (041)",7604,7200,,,145,88,,3,,168
"De 15 a 29 años (042)",6551,3573,,39,2821,,7,11,1,99
"Hombres (043)",2966,2168,,16,701,,5,10,1,65
"Mujeres (044)",3585,1405,,23,2120,,2,1,,34
"De 30 a 44 años (045)",3466,48,,25,3293,,4,5,,91
"Hombres (046)",929,29,,12,813,,3,2,,70
"Mujeres (047)",2537,19,,13,2480,,1,3,,21
"De 45 a 64 años (048)",3397,21,13,36,3206,13,6,9,,93
"Hombres (049)",950,13,8,12,839,4,4,8,,62
"Mujeres (050)",2447,8,5,24,2367,9,2,1,,31
"De 65 y más años (051)",2480,5,10,18,2030,317,1,21,,78
"Hombres (052)",854,1,8,6,654,134,,13,,38
"Mujeres (053)",1626,4,2,12,1376,183,1,8,,40
