"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia HUAMANGA (000)",55557,52638,334,12430,11102,8254,10780,6213,2744,781,2919,178210
"De 12 a 14 años (001)",96,42,8,28,6,,,,,,54,40
"De 15 a 19 años (002)",1558,1434,39,1223,151,18,3,,,,124,1591
"De 20 a 24 años (003)",6170,5092,59,3283,1383,304,57,6,,,1078,7241
"De 25 a 29 años (004)",7616,6823,38,2915,2253,1095,485,31,6,,793,13000
"De 30 a 34 años (005)",7531,7226,24,1899,2337,1459,1265,229,12,1,305,17976
"De 35 a 39 años (006)",6737,6600,24,1043,1690,1525,1682,508,112,16,137,20639
"De 40 a 44 años (007)",5847,5753,22,586,1102,1189,1661,850,286,57,94,22110
"De 45 a 49 años (008)",4546,4488,20,385,666,823,1295,826,369,104,58,19444
"De 50 y más años (009)",15456,15180,100,1068,1514,1841,4332,3763,1959,603,276,76169
"PEA (010)",22675,21396,124,5731,5240,3705,3929,1781,704,182,1279,63761
"De 12 a 14 años (011)",9,6,1,5,,,,,,,3,5
"De 15 a 19 años (012)",397,371,9,316,40,4,2,,,,26,416
"De 20 a 24 años (013)",2017,1639,22,1138,384,74,17,4,,,378,2228
"De 25 a 29 años (014)",3218,2780,19,1433,871,318,128,8,3,,438,4745
"De 30 a 34 años (015)",3613,3423,12,1164,1183,577,418,67,1,1,190,7495
"De 35 a 39 años (016)",3476,3392,13,703,1053,802,666,129,23,3,84,9125
"De 40 a 44 años (017)",2991,2941,9,367,746,731,731,263,82,12,50,9713
"De 45 a 49 años (018)",2341,2311,12,251,445,522,647,301,106,27,30,8642
"De 50 y más años (019)",4613,4533,27,354,518,677,1320,1009,489,139,80,21392
