"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia CARABAYA (000)",72425,1606,26303,19780,13031,8140,3565
"Jefe o Jefa (001)",19527,,112,4628,7272,5273,2242
"Esposa(o) / compañera(o) (002)",10498,,42,3401,4189,2268,598
"Hijo(a) / hijastro(a) (003)",34242,1374,22941,9092,760,73,2
"Yerno / nuera (004)",499,,13,364,106,13,3
"Nieto(a) (005)",2146,169,1632,332,13,,
"Padres / suegros (006)",755,,,1,18,187,549
"Otro(a) pariente (007)",3491,61,1403,1324,368,203,132
"Trabajador(a) del hogar (008)",59,,8,31,12,7,1
"Pensionistas (009)",8,,,4,1,,3
"Otro(a) no pariente (010)",1200,2,152,603,292,116,35
"Hombres (011)",37391,829,13642,10110,6816,4216,1778
"Jefe o Jefa (012)",14272,,51,3345,5629,3810,1437
"Esposa(o) / compañera(o) (013)",544,,22,189,191,91,51
"Hijo(a) / hijastro(a) (014)",18077,710,11871,5026,436,34,
"Yerno / nuera (015)",217,,8,142,58,9,
"Nieto(a) (016)",1116,83,857,167,9,,
"Padres / suegros (017)",283,,,1,7,66,209
"Otro(a) pariente (018)",1990,34,747,790,244,111,64
"Trabajador(a) del hogar (019)",23,,1,11,6,4,1
"Pensionistas (020)",3,,,1,,,2
"Otro(a) no pariente (021)",866,2,85,438,236,91,14
"Mujeres (022)",35034,777,12661,9670,6215,3924,1787
"Jefe o Jefa (023)",5255,,61,1283,1643,1463,805
"Esposa(o) / compañera(o) (024)",9954,,20,3212,3998,2177,547
"Hijo(a) / hijastro(a) (025)",16165,664,11070,4066,324,39,2
"Yerno / nuera (026)",282,,5,222,48,4,3
"Nieto(a) (027)",1030,86,775,165,4,,
"Padres / suegros (028)",472,,,,11,121,340
"Otro(a) pariente (029)",1501,27,656,534,124,92,68
"Trabajador(a) del hogar (030)",36,,7,20,6,3,
"Pensionistas (031)",5,,,3,1,,1
"Otro(a) no pariente (032)",334,,67,165,56,25,21
,,,,,,,
"URBANA (033)",29123,648,11060,7856,5331,2967,1261
"Jefe o Jefa (034)",7437,,80,1705,2971,1940,741
"Esposa(o) / compañera(o) (035)",3997,,24,1281,1754,749,189
"Hijo(a) / hijastro(a) (036)",14045,556,9425,3732,304,26,2
"Yerno / nuera (037)",239,,8,185,39,7,
"Nieto(a) (038)",859,67,653,133,6,,
"Padres / suegros (039)",364,,,1,7,100,256
"Otro(a) pariente (040)",1657,24,768,595,137,81,52
"Trabajador(a) del hogar (041)",31,,5,19,4,2,1
"Pensionistas (042)",3,,,3,,,
"Otro(a) no pariente (043)",491,1,97,202,109,62,20
"Hombres (044)",14591,333,5666,3869,2652,1508,563
"Jefe o Jefa (045)",5114,,34,1124,2201,1332,423
"Esposa(o) / compañera(o) (046)",257,,11,98,87,36,25
"Hijo(a) / hijastro(a) (047)",7374,283,4839,2060,179,13,
"Yerno / nuera (048)",98,,4,69,20,5,
"Nieto(a) (049)",439,34,330,72,3,,
"Padres / suegros (050)",127,,,1,2,36,88
"Otro(a) pariente (051)",870,15,391,329,78,38,19
"Trabajador(a) del hogar (052)",9,,1,4,2,1,1
"Otro(a) no pariente (054)",303,1,56,112,80,47,7
"Mujeres (055)",14532,315,5394,3987,2679,1459,698
"Jefe o Jefa (056)",2323,,46,581,770,608,318
"Esposa(o) / compañera(o) (057)",3740,,13,1183,1667,713,164
"Hijo(a) / hijastro(a) (058)",6671,273,4586,1672,125,13,2
"Yerno / nuera (059)",141,,4,116,19,2,
"Nieto(a) (060)",420,33,323,61,3,,
"Padres / suegros (061)",237,,,,5,64,168
"Otro(a) pariente (062)",787,9,377,266,59,43,33
"Trabajador(a) del hogar (063)",22,,4,15,2,1,
"Pensionistas (064)",3,,,3,,,
"Otro(a) no pariente (065)",188,,41,90,29,15,13
,,,,,,,
"RURAL (066)",43302,958,15243,11924,7700,5173,2304
"Jefe o Jefa (067)",12090,,32,2923,4301,3333,1501
"Esposa(o) / compañera(o) (068)",6501,,18,2120,2435,1519,409
"Hijo(a) / hijastro(a) (069)",20197,818,13516,5360,456,47,
"Yerno / nuera (070)",260,,5,179,67,6,3
"Nieto(a) (071)",1287,102,979,199,7,,
"Padres / suegros (072)",391,,,,11,87,293
"Otro(a) pariente (073)",1834,37,635,729,231,122,80
"Trabajador(a) del hogar (074)",28,,3,12,8,5,
"Pensionistas (075)",5,,,1,1,,3
"Otro(a) no pariente (076)",709,1,55,401,183,54,15
"Hombres (077)",22800,496,7976,6241,4164,2708,1215
"Jefe o Jefa (078)",9158,,17,2221,3428,2478,1014
"Esposa(o) / compañera(o) (079)",287,,11,91,104,55,26
"Hijo(a) / hijastro(a) (080)",10703,427,7032,2966,257,21,
"Yerno / nuera (081)",119,,4,73,38,4,
"Nieto(a) (082)",677,49,527,95,6,,
"Padres / suegros (083)",156,,,,5,30,121
"Otro(a) pariente (084)",1120,19,356,461,166,73,45
"Trabajador(a) del hogar (085)",14,,,7,4,3,
"Pensionistas (086)",3,,,1,,,2
"Otro(a) no pariente (087)",563,1,29,326,156,44,7
"Mujeres (088)",20502,462,7267,5683,3536,2465,1089
"Jefe o Jefa (089)",2932,,15,702,873,855,487
"Esposa(o) / compañera(o) (090)",6214,,7,2029,2331,1464,383
"Hijo(a) / hijastro(a) (091)",9494,391,6484,2394,199,26,
"Yerno / nuera (092)",141,,1,106,29,2,3
"Nieto(a) (093)",610,53,452,104,1,,
"Padres / suegros (094)",235,,,,6,57,172
"Otro(a) pariente (095)",714,18,279,268,65,49,35
"Trabajador(a) del hogar (096)",14,,3,5,4,2,
"Pensionistas (097)",2,,,,1,,1
"Otro(a) no pariente (098)",146,,26,75,27,10,8
