"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia HUARI (000)",54561,13731,15404,10861,8980,5585
"Hombres (001)",28080,6923,8342,5897,4397,2521
"Mujeres (002)",26481,6808,7062,4964,4583,3064
"PEA (003)",16955,127,5406,6036,4033,1353
"Hombres (004)",13927,91,4378,4935,3353,1170
"Mujeres (005)",3028,36,1028,1101,680,183
"Ocupada (006)",15743,101,4832,5699,3842,1269
"Hombres (007)",12904,75,3926,4642,3171,1090
"Mujeres (008)",2839,26,906,1057,671,179
"Desocupada (009)",1212,26,574,337,191,84
"Hombres (010)",1023,16,452,293,182,80
"Mujeres (011)",189,10,122,44,9,4
"No PEA (012)",37606,13604,9998,4825,4947,4232
"Hombres (013)",14153,6832,3964,962,1044,1351
"Mujeres (014)",23453,6772,6034,3863,3903,2881
,,,,,,
"URBANA (018)",19522,4715,5620,4091,3203,1893
"Hombres (019)",9832,2450,2910,2030,1584,858
"Mujeres (020)",9690,2265,2710,2061,1619,1035
"PEA (021)",6707,65,2023,2480,1648,491
"Hombres (022)",4805,48,1425,1707,1230,395
"Mujeres (023)",1902,17,598,773,418,96
"Ocupada (024)",6208,55,1787,2337,1578,451
"Hombres (025)",4405,42,1247,1593,1166,357
"Mujeres (026)",1803,13,540,744,412,94
"Desocupada (027)",499,10,236,143,70,40
"Hombres (028)",400,6,178,114,64,38
"Mujeres (029)",99,4,58,29,6,2
"No PEA (030)",12815,4650,3597,1611,1555,1402
"Hombres (031)",5027,2402,1485,323,354,463
"Mujeres (032)",7788,2248,2112,1288,1201,939
,,,,,,
"RURAL (036)",35039,9016,9784,6770,5777,3692
"Hombres (037)",18248,4473,5432,3867,2813,1663
"Mujeres (038)",16791,4543,4352,2903,2964,2029
"PEA (039)",10248,62,3383,3556,2385,862
"Hombres (040)",9122,43,2953,3228,2123,775
"Mujeres (041)",1126,19,430,328,262,87
"Ocupada (042)",9535,46,3045,3362,2264,818
"Hombres (043)",8499,33,2679,3049,2005,733
"Mujeres (044)",1036,13,366,313,259,85
"Desocupada (045)",713,16,338,194,121,44
"Hombres (046)",623,10,274,179,118,42
"Mujeres (047)",90,6,64,15,3,2
"No PEA (048)",24791,8954,6401,3214,3392,2830
"Hombres (049)",9126,4430,2479,639,690,888
"Mujeres (050)",15665,4524,3922,2575,2702,1942
