"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia MORROPON (000)",150304,26901,4344,66719,39339,3691,4186,2113,3011
"Jefe o Jefa (001)",39241,8454,14,18573,8274,838,1411,467,1210
"Esposa(o)/ compa¤era(o) (002)",26489,6227,28,12608,5252,599,938,222,615
"Hijo(a)/ hijastro(a) (003)",63782,7860,3267,27153,20462,1725,1384,1139,792
"Yerno/ nuera (004)",2777,138,10,945,1256,139,136,45,108
"Nieto(a) (005)",8891,1858,810,3954,1949,142,48,98,32
"Padres/ suegros (006)",1357,821,,488,35,1,5,2,5
"Otro(a) pariente (007)",6624,1379,206,2658,1738,190,178,103,172
"Trabajador(a) del hogar (008)",142,28,,49,57,4,3,1,
"Pensionista (009)",143,8,,30,43,10,22,6,24
"Otro(a) no pariente (010)",858,128,9,261,273,43,61,30,53
"Hombres (012)",76174,11757,2172,34283,21757,1780,1822,1110,1493
"Jefe o Jefa (013)",30701,5515,11,15126,7023,672,1039,380,935
"Esposa(o)/ compa¤era(o) (014)",940,169,,368,287,32,27,24,33
"Hijo(a)/ hijastro(a) (015)",34404,4092,1660,14620,11739,841,557,572,323
"Yerno/ nuera (016)",913,33,1,279,416,38,67,29,50
"Nieto(a) (017)",4722,982,393,2107,1094,65,25,43,13
"Padres/ suegros (018)",438,218,,204,10,1,2,,3
"Otro(a) pariente (019)",3472,667,104,1409,990,98,68,44,92
"Trabajador(a) del hogar (020)",15,4,,3,7,,,1,
"Pensionista (021)",95,7,,20,35,8,10,5,10
"Otro(a) no pariente (022)",474,70,3,147,156,25,27,12,34
"Mujeres (024)",74130,15144,2172,32436,17582,1911,2364,1003,1518
"Jefe o Jefa (025)",8540,2939,3,3447,1251,166,372,87,275
"Esposa(o)/ compa¤era(o) (026)",25549,6058,28,12240,4965,567,911,198,582
"Hijo(a)/ hijastro(a) (027)",29378,3768,1607,12533,8723,884,827,567,469
"Yerno/ nuera (028)",1864,105,9,666,840,101,69,16,58
"Nieto(a) (029)",4169,876,417,1847,855,77,23,55,19
"Padres/ suegros (030)",919,603,,284,25,,3,2,2
"Otro(a) pariente (031)",3152,712,102,1249,748,92,110,59,80
"Trabajador(a) del hogar (032)",127,24,,46,50,4,3,,
"Pensionista (033)",48,1,,10,8,2,12,1,14
"Otro(a) no pariente (034)",384,58,6,114,117,18,34,18,19
,,,,,,,,,
"URBANA (036)",86559,12936,2387,34198,25827,3053,3578,1863,2717
"Jefe o Jefa (037)",22834,4161,9,9383,5869,719,1195,414,1084
"Esposa(o)/ compa¤era(o) (038)",15004,2703,13,6473,3675,530,843,206,561
"Hijo(a)/ hijastro(a) (039)",35565,3714,1731,13421,12477,1352,1159,994,717
"Yerno/ nuera (040)",1901,72,7,526,928,118,115,41,94
"Nieto(a) (041)",5534,1083,497,2333,1347,120,38,86,30
"Padres/ suegros (042)",785,404,,341,28,1,4,2,5
"Otro(a) pariente (043)",4047,692,123,1465,1205,165,146,90,161
"Trabajador(a) del hogar (044)",124,21,,41,54,4,3,1,
