"CUADRO Nº 30: POBLACIÓN OCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia SANTA CRUZ (000)",11099,1646,1387,5414,233,2207,212
"Conviviente (001)",3853,439,527,2168,96,579,44
"Separado(a) (002)",210,46,20,100,4,26,14
"Casado(a) (003)",3957,782,376,2139,82,557,21
"Viudo(a) (004)",299,20,43,163,11,56,6
"Divorciado(a) (005)",27,5,2,10,,10,
"Soltero(a) (006)",2753,354,419,834,40,979,127
"Hombres (008)",8855,932,1238,4845,211,1620,9
"Conviviente (009)",3201,254,481,1994,92,380,
"Separado(a) (010)",100,15,18,62,2,3,
"Casado(a) (011)",3196,485,334,1957,74,344,2
"Viudo(a) (012)",165,1,26,110,6,22,
"Divorciado(a) (013)",15,3,2,6,,4,
"Soltero(a) (014)",2178,174,377,716,37,867,7
"Mujeres (016)",2244,714,149,569,22,587,203
"Conviviente (017)",652,185,46,174,4,199,44
"Separado(a) (018)",110,31,2,38,2,23,14
"Casado(a) (019)",761,297,42,182,8,213,19
"Viudo(a) (020)",134,19,17,53,5,34,6
"Divorciado(a) (021)",12,2,,4,,6,
"Soltero(a) (022)",575,180,42,118,3,112,120
,,,,,,,
"URBANA (024)",3059,1178,357,1161,42,213,108
"Conviviente (025)",892,288,131,394,13,53,13
"Separado(a) (026)",85,32,7,40,,1,5
"Casado(a) (027)",1283,594,116,477,20,66,10
"Viudo(a) (028)",67,14,8,34,2,6,3
"Divorciado(a) (029)",10,5,,4,,1,
"Soltero(a) (030)",722,245,95,212,7,86,77
"Hombres (032)",2021,677,315,858,34,131,6
"Conviviente (033)",641,176,118,309,12,26,
"Separado(a) (034)",33,11,5,16,,1,
"Casado(a) (035)",888,369,104,360,16,37,2
"Viudo(a) (036)",19,1,3,12,1,2,
"Divorciado(a) (037)",6,3,,2,,1,
"Soltero(a) (038)",434,117,85,159,5,64,4
"Mujeres (040)",1038,501,42,303,8,82,102
"Conviviente (041)",251,112,13,85,1,27,13
"Separado(a) (042)",52,21,2,24,,,5
"Casado(a) (043)",395,225,12,117,4,29,8
"Viudo(a) (044)",48,13,5,22,1,4,3
"Divorciado(a) (045)",4,2,,2,,,
"Soltero(a) (046)",288,128,10,53,2,22,73
,,,,,,,
"RURAL (048)",8040,468,1030,4253,191,1994,104
"Conviviente (049)",2961,151,396,1774,83,526,31
"Separado(a) (050)",125,14,13,60,4,25,9
"Casado(a) (051)",2674,188,260,1662,62,491,11
"Viudo(a) (052)",232,6,35,129,9,50,3
"Divorciado(a) (053)",17,,2,6,,9,
"Soltero(a) (054)",2031,109,324,622,33,893,50
"Hombres (056)",6834,255,923,3987,177,1489,3
"Conviviente (057)",2560,78,363,1685,80,354,
"Separado(a) (058)",67,4,13,46,2,2,
"Casado(a) (059)",2308,116,230,1597,58,307,
"Viudo(a) (060)",146,,23,98,5,20,
"Divorciado(a) (061)",9,,2,4,,3,
"Soltero(a) (062)",1744,57,292,557,32,803,3
"Mujeres (064)",1206,213,107,266,14,505,101
"Conviviente (065)",401,73,33,89,3,172,31
"Separado(a) (066)",58,10,,14,2,23,9
"Casado(a) (067)",366,72,30,65,4,184,11
"Viudo(a) (068)",86,6,12,31,4,30,3
"Divorciado(a) (069)",8,,,2,,6,
"Soltero(a) (070)",287,52,32,65,1,90,47
