"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia PUNO (000)",93680,7398,54,23115,31180,3740,8108,4752,15333
"Empleado (001)",24040,55,5,466,3796,1323,4811,2183,11401
"Obrero (002)",8319,358,4,2109,4266,410,456,375,341
"Trabajador independiente (003)",42072,4039,16,13474,15803,1587,2358,1791,3004
"Empleador o patrono (004)",1096,19,,142,386,48,99,110,292
"Trabajador familiar no remunerado (005)",17123,2888,27,6688,6346,298,347,265,264
"Trabajador del hogar (006)",1030,39,2,236,583,74,37,28,31
"Hombres (008)",52386,1949,24,11788,19422,2237,4549,3181,9236
"Empleado (009)",14361,21,2,262,2591,806,2577,1443,6659
"Obrero (010)",6736,133,3,1512,3718,356,386,329,299
"Trabajador independiente (011)",24644,1436,8,7952,9900,888,1359,1178,1923
"Empleador o patrono (012)",709,4,,91,259,30,51,82,192
"Trabajador familiar no remunerado (013)",5870,351,11,1959,2926,153,170,143,157
"Trabajador del hogar (014)",66,4,,12,28,4,6,6,6
"Mujeres (016)",41294,5449,30,11327,11758,1503,3559,1571,6097
"Empleado (017)",9679,34,3,204,1205,517,2234,740,4742
"Obrero (018)",1583,225,1,597,548,54,70,46,42
"Trabajador independiente (019)",17428,2603,8,5522,5903,699,999,613,1081
"Empleador o patrono (020)",387,15,,51,127,18,48,28,100
"Trabajador familiar no remunerado (021)",11253,2537,16,4729,3420,145,177,122,107
"Trabajador del hogar (022)",964,35,2,224,555,70,31,22,25
,,,,,,,,,
"URBANA (024)",53800,1302,26,6615,16438,3112,7197,4420,14690
"Empleado (025)",22732,47,4,386,3336,1234,4519,2110,11096
"Obrero (026)",5066,95,2,903,2690,342,389,332,313
"Trabajador independiente (027)",20819,861,10,4080,8208,1268,1973,1646,2773
"Empleador o patrono (028)",916,4,,81,304,42,94,108,283
"Trabajador familiar no remunerado (029)",3356,266,8,971,1377,154,187,199,194
"Trabajador del hogar (030)",911,29,2,194,523,72,35,25,31
"Hombres (032)",30155,272,13,2856,9746,1771,3865,2915,8717
"Empleado (033)",13365,20,2,210,2231,737,2361,1384,6420
"Obrero (034)",4289,48,2,719,2337,293,328,290,272
"Trabajador independiente (035)",10524,149,4,1542,4343,646,1050,1060,1730
"Empleador o patrono (036)",580,1,,44,196,25,49,80,185
"Trabajador familiar no remunerado (037)",1344,52,5,332,617,66,72,96,104
"Trabajador del hogar (038)",53,2,,9,22,4,5,5,6
"Mujeres (040)",23645,1030,13,3759,6692,1341,3332,1505,5973
"Empleado (041)",9367,27,2,176,1105,497,2158,726,4676
"Obrero (042)",777,47,,184,353,49,61,42,41
"Trabajador independiente (043)",10295,712,6,2538,3865,622,923,586,1043
"Empleador o patrono (044)",336,3,,37,108,17,45,28,98
"Trabajador familiar no remunerado (045)",2012,214,3,639,760,88,115,103,90
"Trabajador del hogar (046)",858,27,2,185,501,68,30,20,25
,,,,,,,,,
"RURAL (048)",39880,6096,28,16500,14742,628,911,332,643
"Empleado (049)",1308,8,1,80,460,89,292,73,305
"Obrero (050)",3253,263,2,1206,1576,68,67,43,28
"Trabajador independiente (051)",21253,3178,6,9394,7595,319,385,145,231
"Empleador o patrono (052)",180,15,,61,82,6,5,2,9
"Trabajador familiar no remunerado (053)",13767,2622,19,5717,4969,144,160,66,70
"Trabajador del hogar (054)",119,10,,42,60,2,2,3,
"Hombres (056)",22231,1677,11,8932,9676,466,684,266,519
"Empleado (057)",996,1,,52,360,69,216,59,239
"Obrero (058)",2447,85,1,793,1381,63,58,39,27
"Trabajador independiente (059)",14120,1287,4,6410,5557,242,309,118,193
"Empleador o patrono (060)",129,3,,47,63,5,2,2,7
"Trabajador familiar no remunerado (061)",4526,299,6,1627,2309,87,98,47,53
"Trabajador del hogar (062)",13,2,,3,6,,1,1,
"Mujeres (064)",17649,4419,17,7568,5066,162,227,66,124
"Empleado (065)",312,7,1,28,100,20,76,14,66
"Obrero (066)",806,178,1,413,195,5,9,4,1
"Trabajador independiente (067)",7133,1891,2,2984,2038,77,76,27,38
"Empleador o patrono (068)",51,12,,14,19,1,3,,2
"Trabajador familiar no remunerado (069)",9241,2323,13,4090,2660,57,62,19,17
"Trabajador del hogar (070)",106,8,,39,54,2,1,2,
