"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia LA UNION (000)",7468,3726,58,120,2972,164,10,11,4,403
"Hombres (001)",3064,1974,36,78,640,69,8,7,4,248
"Mujeres (002)",4404,1752,22,42,2332,95,2,4,,155
"De 06 a 14 años (003)",3203,3034,,,54,47,,,,68
"Hombres (004)",1658,1575,,,28,25,,,,30
"Mujeres (005)",1545,1459,,,26,22,,,,38
"De 15 a 29 años (006)",1436,678,,18,638,,6,2,4,90
"Hombres (007)",598,393,,13,129,,4,2,4,53
"Mujeres (008)",838,285,,5,509,,2,,,37
"De 30 a 44 años (009)",940,10,1,20,791,,1,3,,114
"Hombres (010)",255,4,,14,155,,1,1,,80
"Mujeres (011)",685,6,1,6,636,,,2,,34
"De 45 a 64 años (012)",951,3,20,25,804,6,3,,,90
"Hombres (013)",252,1,12,16,154,2,3,,,64
"Mujeres (014)",699,2,8,9,650,4,,,,26
"De 65 y más años (015)",938,1,37,57,685,111,,6,,41
"Hombres (016)",301,1,24,35,174,42,,4,,21
"Mujeres (017)",637,,13,22,511,69,,2,,20
,,,,,,,,,,
"AREA URBANA (018)",3575,1939,40,41,1295,47,2,5,3,203
"Hombres (019)",1516,1028,23,23,276,24,1,5,3,133
"Mujeres (020)",2059,911,17,18,1019,23,1,,,70
"De 06 a 14 años (021)",1538,1491,,,28,8,,,,11
"Hombres (022)",803,772,,,18,7,,,,6
"Mujeres (023)",735,719,,,10,1,,,,5
"De 15 a 29 años (024)",764,442,,2,268,,1,1,3,47
"Hombres (025)",329,251,,,43,,,1,3,31
"Mujeres (026)",435,191,,2,225,,1,,,16
"De 30 a 44 años (027)",422,3,1,5,338,,,1,,74
"Hombres (028)",118,3,,4,60,,,1,,50
"Mujeres (029)",304,,1,1,278,,,,,24
"De 45 a 64 años (030)",431,2,15,9,355,2,1,,,47
"Hombres (031)",131,1,8,8,78,1,1,,,34
"Mujeres (032)",300,1,7,1,277,1,,,,13
"De 65 y más años (033)",420,1,24,25,306,37,,3,,24
"Hombres (034)",135,1,15,11,77,16,,3,,12
"Mujeres (035)",285,,9,14,229,21,,,,12
,,,,,,,,,,
"AREA RURAL (036)",3893,1787,18,79,1677,117,8,6,1,200
"Hombres (037)",1548,946,13,55,364,45,7,2,1,115
"Mujeres (038)",2345,841,5,24,1313,72,1,4,,85
"De 06 a 14 años (039)",1665,1543,,,26,39,,,,57
"Hombres (040)",855,803,,,10,18,,,,24
"Mujeres (041)",810,740,,,16,21,,,,33
"De 15 a 29 años (042)",672,236,,16,370,,5,1,1,43
"Hombres (043)",269,142,,13,86,,4,1,1,22
"Mujeres (044)",403,94,,3,284,,1,,,21
"De 30 a 44 años (045)",518,7,,15,453,,1,2,,40
"Hombres (046)",137,1,,10,95,,1,,,30
"Mujeres (047)",381,6,,5,358,,,2,,10
"De 45 a 64 años (048)",520,1,5,16,449,4,2,,,43
"Hombres (049)",121,,4,8,76,1,2,,,30
"Mujeres (050)",399,1,1,8,373,3,,,,13
"De 65 y más años (051)",518,,13,32,379,74,,3,,17
"Hombres (052)",166,,9,24,97,26,,1,,9
"Mujeres (053)",352,,4,8,282,48,,2,,8
