"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia HUALLAGA (000)",22807,2497,701,12465,5654,352,566,145,427
"Quechua (001)",31,13,,14,3,,,,1
"Aymara (002)",3,1,,2,,,,,
"Ashaninca (003)",1,1,,,,,,,
"Otra lengua nativa (004)",2,1,,,1,,,,
"Castellano (005)",22733,2450,701,12446,5648,352,566,145,425
"Idioma extranjero (006)",1,,,,,,,,1
"Es sordomudo/a (007)",36,31,,3,2,,,,
"Hombres (009)",12114,1118,376,6582,3213,195,301,81,248
"Quechua (010)",14,6,,5,3,,,,
"Aymara (011)",2,1,,1,,,,,
"Otra lengua nativa (013)",2,1,,,1,,,,
"Castellano (014)",12073,1092,376,6574,3207,195,301,81,247
"Idioma extranjero (015)",1,,,,,,,,1
"Es sordomudo/a (016)",22,18,,2,2,,,,
"Mujeres (018)",10693,1379,325,5883,2441,157,265,64,179
"Quechua (019)",17,7,,9,,,,,1
"Aymara (020)",1,,,1,,,,,
"Ashaninca (021)",1,1,,,,,,,
"Castellano (023)",10660,1358,325,5872,2441,157,265,64,178
"Es sordomudo/a (025)",14,13,,1,,,,,
,,,,,,,,,
"URBANA (027)",12604,912,318,5972,4040,312,504,139,407
"Quechua (028)",15,7,,4,3,,,,1
"Aymara (029)",1,,,1,,,,,
"Otra lengua nativa (031)",1,,,,1,,,,
"Castellano (032)",12568,892,318,5964,4034,312,504,139,405
"Idioma extranjero (033)",1,,,,,,,,1
"Es sordomudo/a (034)",18,13,,3,2,,,,
"Hombres (036)",6461,419,169,2960,2160,172,267,79,235
"Quechua (037)",9,4,,2,3,,,,
"Aymara (038)",1,,,1,,,,,
"Otra lengua nativa (040)",1,,,,1,,,,
"Castellano (041)",6436,406,169,2955,2154,172,267,79,234
"Idioma extranjero (042)",1,,,,,,,,1
"Es sordomudo/a (043)",13,9,,2,2,,,,
"Mujeres (045)",6143,493,149,3012,1880,140,237,60,172
"Quechua (046)",6,3,,2,,,,,1
"Castellano (050)",6132,486,149,3009,1880,140,237,60,171
"Es sordomudo/a (052)",5,4,,1,,,,,
,,,,,,,,,
"RURAL (054)",10203,1585,383,6493,1614,40,62,6,20
"Quechua (055)",16,6,,10,,,,,
"Aymara (056)",2,1,,1,,,,,
"Ashaninca (057)",1,1,,,,,,,
"Otra lengua nativa (058)",1,1,,,,,,,
"Castellano (059)",10165,1558,383,6482,1614,40,62,6,20
"Es sordomudo/a (061)",18,18,,,,,,,
"Hombres (063)",5653,699,207,3622,1053,23,34,2,13
"Quechua (064)",5,2,,3,,,,,
"Aymara (065)",1,1,,,,,,,
"Otra lengua nativa (067)",1,1,,,,,,,
"Castellano (068)",5637,686,207,3619,1053,23,34,2,13
"Es sordomudo/a (070)",9,9,,,,,,,
"Mujeres (072)",4550,886,176,2871,561,17,28,4,7
"Quechua (073)",11,4,,7,,,,,
"Aymara (074)",1,,,1,,,,,
"Ashaninca (075)",1,1,,,,,,,
"Castellano (077)",4528,872,176,2863,561,17,28,4,7
"Es sordomudo/a (079)",9,9,,,,,,,
