"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia LAURICOCHA (000)",24182,4835,4282,4640,3870,2781,3774
"Católica (001)",19935,4167,3742,3945,3213,2124,2744
"Cristiana/Evangélica (002)",4037,620,504,646,629,635,1003
"Otra (003)",91,14,16,17,16,12,16
"Ninguna (004)",119,34,20,32,12,10,11
"Hombres (006)",12573,2580,2253,2431,2034,1444,1831
"Católica (007)",10699,2270,2023,2121,1747,1146,1392
"Cristiana/Evangélica (008)",1751,282,208,282,271,284,424
"Otra (009)",45,7,7,10,8,6,7
"Ninguna (010)",78,21,15,18,8,8,8
"Mujeres (012)",11609,2255,2029,2209,1836,1337,1943
"Católica (013)",9236,1897,1719,1824,1466,978,1352
"Cristiana/Evangélica (014)",2286,338,296,364,358,351,579
"Otra (015)",46,7,9,7,8,6,9
"Ninguna (016)",41,13,5,14,4,2,3
,,,,,,,
"URBANA (018)",5640,1120,1001,1006,882,645,986
"Católica (019)",4617,957,867,848,738,478,729
"Cristiana/Evangélica (020)",947,146,123,141,135,159,243
"Otra (021)",49,9,6,12,6,5,11
"Ninguna (022)",27,8,5,5,3,3,3
"Hombres (024)",2781,622,509,465,432,300,453
"Católica (025)",2360,536,457,411,373,233,350
"Cristiana/Evangélica (026)",382,79,47,45,53,61,97
"Otra (027)",23,4,2,7,3,3,4
"Ninguna (028)",16,3,3,2,3,3,2
"Mujeres (030)",2859,498,492,541,450,345,533
"Católica (031)",2257,421,410,437,365,245,379
"Cristiana/Evangélica (032)",565,67,76,96,82,98,146
"Otra (033)",26,5,4,5,3,2,7
"Ninguna (034)",11,5,2,3,,,1
,,,,,,,
"RURAL (036)",18542,3715,3281,3634,2988,2136,2788
"Católica (037)",15318,3210,2875,3097,2475,1646,2015
"Cristiana/Evangélica (038)",3090,474,381,505,494,476,760
"Otra (039)",42,5,10,5,10,7,5
"Ninguna (040)",92,26,15,27,9,7,8
"Hombres (042)",9792,1958,1744,1966,1602,1144,1378
"Católica (043)",8339,1734,1566,1710,1374,913,1042
"Cristiana/Evangélica (044)",1369,203,161,237,218,223,327
"Otra (045)",22,3,5,3,5,3,3
"Ninguna (046)",62,18,12,16,5,5,6
"Mujeres (048)",8750,1757,1537,1668,1386,992,1410
"Católica (049)",6979,1476,1309,1387,1101,733,973
"Cristiana/Evangélica (050)",1721,271,220,268,276,253,433
"Otra (051)",20,2,5,2,5,4,2
"Ninguna (052)",30,8,3,11,4,2,2
