"CUADRO Nº 1: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 14 AÑOS","15 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia LAMAS (000)",73351,3840,18482,15198,11682,9560,6488,4107,3994
"Quechua (001)",3655,123,522,562,526,542,499,434,447
"Aymara (002)",24,2,4,1,2,3,5,6,1
"Ashaninca (003)",10,2,1,1,3,1,1,,1
"Otra lengua nativa (004)",153,12,50,38,22,14,10,3,4
"Castellano (005)",69368,3692,17869,14557,11110,8978,5964,3663,3535
"Idioma extranjero (006)",5,,,1,,2,1,,1
"Es sordomudo/a (007)",136,9,36,38,19,20,8,1,5
"Hombres (009)",38564,1862,9501,8116,6296,5179,3519,2137,1954
"Quechua (010)",1754,58,274,266,283,286,215,199,173
"Aymara (011)",11,1,2,,,2,2,3,1
"Ashaninca (012)",5,2,1,,1,,1,,
"Otra lengua nativa (013)",79,5,25,20,14,7,6,1,1
"Castellano (014)",36649,1790,9182,7811,5986,4877,3292,1934,1777
"Idioma extranjero (015)",2,,,1,,1,,,
"Es sordomudo/a (016)",64,6,17,18,12,6,3,,2
"Mujeres (018)",34787,1978,8981,7082,5386,4381,2969,1970,2040
"Quechua (019)",1901,65,248,296,243,256,284,235,274
"Aymara (020)",13,1,2,1,2,1,3,3,
"Ashaninca (021)",5,,,1,2,1,,,1
"Otra lengua nativa (022)",74,7,25,18,8,7,4,2,3
"Castellano (023)",32719,1902,8687,6746,5124,4101,2672,1729,1758
"Idioma extranjero (024)",3,,,,,1,1,,1
"Es sordomudo/a (025)",72,3,19,20,7,14,5,1,3
,,,,,,,,,
"URBANA (027)",35509,1548,8123,7129,5428,5034,3510,2260,2477
"Quechua (028)",829,8,60,101,93,142,158,117,150
"Aymara (029)",18,1,3,1,2,2,4,5,
"Ashaninca (030)",5,1,1,,2,,,,1
"Otra lengua nativa (031)",2,,,,1,,,1,
"Castellano (032)",34598,1533,8048,7012,5322,4881,3344,2136,2322
"Idioma extranjero (033)",5,,,1,,2,1,,1
"Es sordomudo/a (034)",52,5,11,14,8,7,3,1,3
"Hombres (036)",18183,739,4114,3721,2785,2643,1878,1132,1171
"Quechua (037)",384,3,33,50,47,72,68,55,56
"Aymara (038)",7,,1,,,1,2,3,
"Ashaninca (039)",3,1,1,,1,,,,
"Otra lengua nativa (040)",2,,,,1,,,1,
"Castellano (041)",17761,731,4074,3663,2732,2567,1807,1073,1114
"Idioma extranjero (042)",2,,,1,,1,,,
"Es sordomudo/a (043)",24,4,5,7,4,2,1,,1
"Mujeres (045)",17326,809,4009,3408,2643,2391,1632,1128,1306
"Quechua (046)",445,5,27,51,46,70,90,62,94
"Aymara (047)",11,1,2,1,2,1,2,2,
"Ashaninca (048)",2,,,,1,,,,1
"Castellano (050)",16837,802,3974,3349,2590,2314,1537,1063,1208
"Idioma extranjero (051)",3,,,,,1,1,,1
"Es sordomudo/a (052)",28,1,6,7,4,5,2,1,2
,,,,,,,,,
"RURAL (054)",37842,2292,10359,8069,6254,4526,2978,1847,1517
"Quechua (055)",2826,115,462,461,433,400,341,317,297
"Aymara (056)",6,1,1,,,1,1,1,1
"Ashaninca (057)",5,1,,1,1,1,1,,
"Otra lengua nativa (058)",151,12,50,38,21,14,10,2,4
"Castellano (059)",34770,2159,9821,7545,5788,4097,2620,1527,1213
"Es sordomudo/a (061)",84,4,25,24,11,13,5,,2
"Hombres (063)",20381,1123,5387,4395,3511,2536,1641,1005,783
"Quechua (064)",1370,55,241,216,236,214,147,144,117
"Aymara (065)",4,1,1,,,1,,,1
"Ashaninca (066)",2,1,,,,,1,,
"Otra lengua nativa (067)",77,5,25,20,13,7,6,,1
"Castellano (068)",18888,1059,5108,4148,3254,2310,1485,861,663
"Es sordomudo/a (070)",40,2,12,11,8,4,2,,1
"Mujeres (072)",17461,1169,4972,3674,2743,1990,1337,842,734
"Quechua (073)",1456,60,221,245,197,186,194,173,180
"Aymara (074)",2,,,,,,1,1,
"Ashaninca (075)",3,,,1,1,1,,,
"Otra lengua nativa (076)",74,7,25,18,8,7,4,2,3
"Castellano (077)",15882,1100,4713,3397,2534,1787,1135,666,550
"Es sordomudo/a (079)",44,2,13,13,3,9,3,,1
