"CUADRO Nº 7: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PADECIMIENTO DE ALGUNA DIFICULTAD O LIMITACIÓN FÍSICA O MENTAL PERMANENTE DE ALGÚN MIEMBRO DEL HOGAR, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISCAPACIDAD FÍSICA O MENTAL",,,,,"NINGUNA PERSONA CON DISCAPACIDAD"
,,"PARA VER, AÚN USANDO LENTES","PARA OÍR, AÚN USANDO AUDÍ-FONOS PARA SORDERA","PARA HABLAR (ENTONAR / VOCALIZAR)","PARA USAR BRAZOS Y MANOS / PIERNAS Y PIES","ALGUNA OTRA DIFICULTAD O LIMITACIÓN",
,,,,,,,
"Provincia TARMA",,,,,,,
"Hogares (001)",28765,1132,424,287,528,639,25986
"Ocupantes presentes (002)",111056,4229,1368,1248,2172,2706,100167
"Casa independiente",,,,,,,
"Hogares (004)",27155,1048,404,266,498,613,24541
"Ocupantes presentes (005)",105200,3934,1295,1164,2023,2616,94940
"Departamento en edificio",,,,,,,
"Hogares (007)",295,23,1,2,6,3,262
"Ocupantes presentes (008)",1056,68,5,10,32,16,937
"Vivienda en quinta",,,,,,,
"Hogares (010)",648,30,4,10,12,9,591
"Ocupantes presentes (011)",2355,106,23,34,65,30,2126
"Vivienda en casa de vecindad",,,,,,,
"Hogares (013)",399,24,8,5,8,7,350
"Ocupantes presentes (014)",1539,93,29,22,41,21,1342
"Choza o cabaña",,,,,,,
"Hogares (016)",219,4,5,3,3,4,201
"Ocupantes presentes (017)",757,19,6,13,10,14,697
"Vivienda improvisada",,,,,,,
"Hogares (019)",6,,,,,,6
"Ocupantes presentes (020)",11,,,,,,11
"Local no dest.para hab. humana",,,,,,,
"Hogares (022)",38,3,2,1,1,2,31
"Ocupantes presentes (023)",126,9,10,5,1,7,104
"Otro tipo",,,,,,,
"Hogares (025)",5,,,,,1,4
"Ocupantes presentes (026)",12,,,,,2,10
,,,,,,,
URBANA,,,,,,,
"Hogares (028)",18524,1001,320,192,400,460,16337
"Ocupantes presentes (029)",71545,3766,1053,865,1644,1931,62973
"Casa independiente",,,,,,,
"Hogares (031)",17136,921,305,174,373,438,15096
"Ocupantes presentes (032)",66462,3490,986,794,1505,1855,58459
"Departamento en edificio",,,,,,,
"Hogares (034)",295,23,1,2,6,3,262
"Ocupantes presentes (035)",1056,68,5,10,32,16,937
"Vivienda en quinta",,,,,,,
"Hogares (037)",648,30,4,10,12,9,591
"Ocupantes presentes (038)",2355,106,23,34,65,30,2126
"Vivienda en casa de vecindad",,,,,,,
"Hogares (040)",399,24,8,5,8,7,350
"Ocupantes presentes (041)",1539,93,29,22,41,21,1342
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Hogares (046)",6,,,,,,6
"Ocupantes presentes (047)",11,,,,,,11
"Local no dest.para hab. humana",,,,,,,
"Hogares (049)",36,3,2,1,1,2,29
"Ocupantes presentes (050)",117,9,10,5,1,7,95
"Otro tipo",,,,,,,
"Hogares (052)",4,,,,,1,3
"Ocupantes presentes (053)",5,,,,,2,3
,,,,,,,
RURAL,,,,,,,
"Hogares (055)",10241,131,104,95,128,179,9649
"Ocupantes presentes (056)",39511,463,315,383,528,775,37194
"Casa independiente",,,,,,,
"Hogares (058)",10019,127,99,92,125,175,9445
"Ocupantes presentes (059)",38738,444,309,370,518,761,36481
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Hogares (070)",219,4,5,3,3,4,201
"Ocupantes presentes (071)",757,19,6,13,10,14,697
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Hogares (076)",2,,,,,,2
"Ocupantes presentes (077)",9,,,,,,9
"Otro tipo",,,,,,,
"Hogares (079)",1,,,,,,1
"Ocupantes presentes (080)",7,,,,,,7
