"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia PARURO (000)",21514,3781,2936,3449,3751,2765,4832
"Católica (001)",18170,3100,2384,2790,3176,2379,4341
"Cristiana/Evangélica (002)",2863,581,456,569,503,336,418
"Otra (003)",308,61,54,55,50,41,47
"Ninguna (004)",173,39,42,35,22,9,26
"Hombres (006)",10862,2004,1544,1736,1860,1425,2293
"Católica (007)",9255,1650,1289,1413,1580,1235,2088
"Cristiana/Evangélica (008)",1371,295,204,277,249,167,179
"Otra (009)",136,37,21,25,18,17,18
"Ninguna (010)",100,22,30,21,13,6,8
"Mujeres (012)",10652,1777,1392,1713,1891,1340,2539
"Católica (013)",8915,1450,1095,1377,1596,1144,2253
"Cristiana/Evangélica (014)",1492,286,252,292,254,169,239
"Otra (015)",172,24,33,30,32,24,29
"Ninguna (016)",73,17,12,14,9,3,18
,,,,,,,
"URBANA (018)",7773,1358,1039,1181,1374,970,1851
"Católica (019)",7031,1196,920,1048,1240,887,1740
"Cristiana/Evangélica (020)",586,130,86,108,106,68,88
"Otra (021)",87,24,12,8,16,11,16
"Ninguna (022)",69,8,21,17,12,4,7
"Hombres (024)",3876,710,551,573,674,503,865
"Católica (025)",3510,614,490,514,607,460,825
"Cristiana/Evangélica (026)",279,73,40,46,53,35,32
"Otra (027)",43,18,6,2,5,6,6
"Ninguna (028)",44,5,15,11,9,2,2
"Mujeres (030)",3897,648,488,608,700,467,986
"Católica (031)",3521,582,430,534,633,427,915
"Cristiana/Evangélica (032)",307,57,46,62,53,33,56
"Otra (033)",44,6,6,6,11,5,10
"Ninguna (034)",25,3,6,6,3,2,5
,,,,,,,
"RURAL (036)",13741,2423,1897,2268,2377,1795,2981
"Católica (037)",11139,1904,1464,1742,1936,1492,2601
"Cristiana/Evangélica (038)",2277,451,370,461,397,268,330
"Otra (039)",221,37,42,47,34,30,31
"Ninguna (040)",104,31,21,18,10,5,19
"Hombres (042)",6986,1294,993,1163,1186,922,1428
"Católica (043)",5745,1036,799,899,973,775,1263
"Cristiana/Evangélica (044)",1092,222,164,231,196,132,147
"Otra (045)",93,19,15,23,13,11,12
"Ninguna (046)",56,17,15,10,4,4,6
"Mujeres (048)",6755,1129,904,1105,1191,873,1553
"Católica (049)",5394,868,665,843,963,717,1338
"Cristiana/Evangélica (050)",1185,229,206,230,201,136,183
"Otra (051)",128,18,27,24,21,19,19
"Ninguna (052)",48,14,6,8,6,1,13
