"CUADRO Nº 20: TOTAL DE VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR RÉGIMEN DE TENENCIA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"RÉGIMEN DE TENENCIA",,,,,
,,ALQUILADA,"PROPIA POR INVASIÓN","PROPIA PAGÁNDOLA A PLAZOS","PROPIA TOTALMENTE PAGADA","CEDIDA POR EL CENTRO DE TRABAJO/OTRO HOGAR /INSTITUCIÓN","OTRA FORMA"
,,,,,,,
"Provincia LUCANAS",,,,,,,
"Viviendas particulares (001)",18825,2769,865,294,12626,739,1532
"Ocupantes presentes (002)",64590,9737,2743,1091,44167,2151,4701
"Casa independiente",,,,,,,
"Viviendas particulares (004)",16662,2542,664,276,11603,489,1088
"Ocupantes presentes (005)",58552,9066,2120,1040,41315,1462,3549
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",7,3,,,3,,1
"Ocupantes presentes (008)",34,15,,,13,,6
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",58,35,,1,15,5,2
"Ocupantes presentes (011)",192,104,,5,64,14,5
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",65,33,,,24,3,5
"Ocupantes presentes (014)",228,126,,,78,10,14
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",1991,148,201,17,968,227,430
"Ocupantes presentes (017)",5469,398,623,46,2656,640,1106
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",2,1,,,,,1
"Ocupantes presentes (020)",12,3,,,,,9
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",31,7,,,5,15,4
"Ocupantes presentes (023)",77,25,,,17,25,10
"Otro tipo",,,,,,,
"Viviendas particulares (025)",9,,,,8,,1
"Ocupantes presentes (026)",26,,,,24,,2
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",10186,2023,108,192,7104,226,533
"Ocupantes presentes (029)",37913,7502,405,730,26645,758,1873
"Casa independiente",,,,,,,
"Viviendas particulares (031)",10036,1945,108,191,7059,211,522
"Ocupantes presentes (032)",37400,7233,405,725,26479,723,1835
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",7,3,,,3,,1
"Ocupantes presentes (035)",34,15,,,13,,6
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",58,35,,1,15,5,2
"Ocupantes presentes (038)",192,104,,5,64,14,5
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",65,33,,,24,3,5
"Ocupantes presentes (041)",228,126,,,78,10,14
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",2,1,,,,,1
"Ocupantes presentes (047)",12,3,,,,,9
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",16,6,,,2,7,1
"Ocupantes presentes (050)",44,21,,,10,11,2
"Otro tipo",,,,,,,
"Viviendas particulares (052)",2,,,,1,,1
"Ocupantes presentes (053)",3,,,,1,,2
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",8639,746,757,102,5522,513,999
"Ocupantes presentes (056)",26677,2235,2338,361,17522,1393,2828
"Casa independiente",,,,,,,
"Viviendas particulares (058)",6626,597,556,85,4544,278,566
"Ocupantes presentes (059)",21152,1833,1715,315,14836,739,1714
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",1991,148,201,17,968,227,430
"Ocupantes presentes (071)",5469,398,623,46,2656,640,1106
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",15,1,,,3,8,3
"Ocupantes presentes (077)",33,4,,,7,14,8
"Otro tipo",,,,,,,
"Viviendas particulares (079)",7,,,,7,,
"Ocupantes presentes (080)",23,,,,23,,
