"CUADRO Nº 2: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR VARIEDAD DE ARTEFACTOS Y EQUIPOS QUE POSEE, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"ARTEFACTOS Y EQUIPOS QUE POSEE EL HOGAR",,,,,,
,,RADIO,"TELEVISOR A COLOR","EQUIPO DE SONIDO","LAVADORA DE ROPA","REFRIGERADORA O CONGELADORA",COMPUTADORA,NINGUNO
,,,,,,,,
"Provincia CHINCHEROS",,,,,,,,
"Hogares (001)",13341,7143,1827,370,45,202,196,5907
"Ocupantes presentes (002)",51325,30069,7522,1469,177,863,733,20125
"Casa independiente",,,,,,,,
"Hogares (004)",13065,7072,1805,362,44,199,192,5707
"Ocupantes presentes (005)",50712,29866,7451,1440,172,852,720,19727
"Departamento en edificio",,,,,,,,
"Hogares (007)",1,1,1,1,,,,
"Ocupantes presentes (008)",6,6,6,6,,,,
"Vivienda en quinta",,,,,,,,
"Hogares (010)",2,1,1,,,,,
"Ocupantes presentes (011)",9,6,3,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (013)",35,24,20,6,1,3,4,8
"Ocupantes presentes (014)",109,80,62,22,5,11,13,21
"Choza o cabaña",,,,,,,,
"Hogares (016)",228,43,,,,,,185
"Ocupantes presentes (017)",459,105,,,,,,354
"Vivienda improvisada",,,,,,,,
"Hogares (019)",2,1,,1,,,,
"Ocupantes presentes (020)",4,3,,1,,,,
"Local no dest.para hab. humana",,,,,,,,
"Hogares (022)",7,1,,,,,,6
"Ocupantes presentes (023)",19,3,,,,,,16
"Otro tipo",,,,,,,,
"Hogares (025)",1,,,,,,,1
"Ocupantes presentes (026)",7,,,,,,,7
,,,,,,,,
URBANA,,,,,,,,
"Hogares (028)",4282,2639,1045,269,41,174,184,1471
"Ocupantes presentes (029)",16336,10693,4063,988,163,737,699,5046
"Casa independiente",,,,,,,,
"Hogares (031)",4240,2611,1023,261,40,171,180,1462
"Ocupantes presentes (032)",16201,10595,3992,959,158,726,686,5021
"Departamento en edificio",,,,,,,,
"Hogares (034)",1,1,1,1,,,,
"Ocupantes presentes (035)",6,6,6,6,,,,
"Vivienda en quinta",,,,,,,,
"Hogares (037)",2,1,1,,,,,
"Ocupantes presentes (038)",9,6,3,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (040)",35,24,20,6,1,3,4,8
"Ocupantes presentes (041)",109,80,62,22,5,11,13,21
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Hogares (046)",2,1,,1,,,,
"Ocupantes presentes (047)",4,3,,1,,,,
"Local no dest.para hab. humana",,,,,,,,
"Hogares (049)",2,1,,,,,,1
"Ocupantes presentes (050)",7,3,,,,,,4
"Otro tipo",,,,,,,,
,,,,,,,,
RURAL,,,,,,,,
"Hogares (055)",9059,4504,782,101,4,28,12,4436
"Ocupantes presentes (056)",34989,19376,3459,481,14,126,34,15079
"Casa independiente",,,,,,,,
"Hogares (058)",8825,4461,782,101,4,28,12,4245
"Ocupantes presentes (059)",34511,19271,3459,481,14,126,34,14706
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Hogares (070)",228,43,,,,,,185
"Ocupantes presentes (071)",459,105,,,,,,354
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Hogares (076)",5,,,,,,,5
"Ocupantes presentes (077)",12,,,,,,,12
"Otro tipo",,,,,,,,
"Hogares (079)",1,,,,,,,1
"Ocupantes presentes (080)",7,,,,,,,7
