"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia CHANCHAMAYO (000)",39735,37988,192,8389,8275,6365,8179,4343,1708,537,1747,128074
"De 12 a 14 años (001)",118,56,7,41,8,,,,,,62,57
"De 15 a 19 años (002)",1727,1541,19,1294,189,32,7,,,,186,1796
"De 20 a 24 años (003)",5074,4463,30,2590,1312,410,114,7,,,611,6972
"De 25 a 29 años (004)",5958,5544,34,1791,2010,1071,581,49,8,,414,11856
"De 30 a 34 años (005)",5335,5179,12,995,1532,1270,1095,238,33,4,156,14422
"De 35 a 39 años (006)",5297,5194,17,581,1231,1129,1563,544,111,18,103,17854
"De 40 a 44 años (007)",4456,4414,6,364,744,887,1414,720,223,56,42,17822
"De 45 a 49 años (008)",3456,3419,12,226,463,561,1044,730,299,84,37,15596
"De 50 y más años (009)",8314,8178,55,507,786,1005,2361,2055,1034,375,136,41699
"PEA (010)",14431,13685,66,3304,3220,2378,2802,1274,503,138,746,43076
"De 12 a 14 años (011)",10,8,1,7,,,,,,,2,7
"De 15 a 19 años (012)",408,371,7,305,49,8,2,,,,37,435
"De 20 a 24 años (013)",1536,1261,10,806,336,77,28,4,,,275,1853
"De 25 a 29 años (014)",2020,1803,9,724,634,281,144,9,2,,217,3521
"De 30 a 34 años (015)",2150,2055,5,569,610,468,334,62,6,1,95,5077
"De 35 a 39 años (016)",2293,2247,8,349,644,483,561,162,33,7,46,6903
"De 40 a 44 años (017)",2002,1978,3,215,419,460,567,221,81,12,24,7135
"De 45 a 49 años (018)",1474,1451,7,124,246,263,439,248,102,22,23,6051
"De 50 y más años (019)",2538,2511,16,205,282,338,727,568,279,96,27,12094
"Ocupada (020)",14046,13342,65,3192,3132,2328,2747,1246,494,138,704,42144
