"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia PICOTA (000)",14442,11955,1348,647,492
"Empleado (001)",1365,494,209,291,371
"Obrero (002)",2924,1995,509,306,114
"Trabajador independiente (003)",7109,6714,395,,
"Empleador o patrono (004)",387,269,93,24,1
"Trabajador familiar no remunerado (005)",2111,1937,142,26,6
"Trabajador del hogar (006)",546,546,,,
"De 06 a 14 años (008)",503,441,41,18,3
"Empleado (009)",6,5,,,1
"Obrero (010)",64,41,15,7,1
"Trabajador independiente (011)",85,81,4,,
"Trabajador familiar no remunerado (013)",324,290,22,11,1
"Trabajador del hogar (014)",24,24,,,
"De 15 a 29 años (016)",4897,4061,459,218,159
"Empleado (017)",432,207,57,57,111
"Obrero (018)",1166,774,200,147,45
"Trabajador independiente (019)",1903,1793,110,,
"Empleador o patrono (020)",96,64,25,6,1
"Trabajador familiar no remunerado (021)",1059,982,67,8,2
"Trabajador del hogar (022)",241,241,,,
"De 30 a 44 años (024)",5093,4038,558,277,220
"Empleado (025)",634,193,106,160,175
"Obrero (026)",1037,696,196,101,44
"Trabajador independiente (027)",2699,2514,185,,
"Empleador o patrono (028)",159,110,38,11,
"Trabajador familiar no remunerado (029)",403,364,33,5,1
"Trabajador del hogar (030)",161,161,,,
"De 45 a 64 años (032)",3241,2735,271,128,107
"Empleado (033)",279,80,44,73,82
"Obrero (034)",565,398,95,48,24
"Trabajador independiente (035)",1918,1833,85,,
"Empleador o patrono (036)",119,84,28,7,
"Trabajador familiar no remunerado (037)",266,246,19,,1
"Trabajador del hogar (038)",94,94,,,
"De 65 y más años (040)",708,680,19,6,3
"Empleado (041)",14,9,2,1,2
"Obrero (042)",92,86,3,3,
"Trabajador independiente (043)",504,493,11,,
"Empleador o patrono (044)",13,11,2,,
"Trabajador familiar no remunerado (045)",59,55,1,2,1
"Trabajador del hogar (046)",26,26,,,
,,,,,
"URBANA (048)",9068,7112,1008,519,429
"Empleado (049)",1242,437,189,283,333
"Obrero (050)",1894,1240,357,205,92
"Trabajador independiente (051)",4162,3857,305,,
"Empleador o patrono (052)",222,154,52,15,1
"Trabajador familiar no remunerado (053)",1064,940,105,16,3
"Trabajador del hogar (054)",484,484,,,
"De 06 a 14 años (056)",254,219,24,8,3
