"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia ANTA (000)",537,168,369
"Sin nivel (001)",40,5,35
"Primaria (003)",150,41,109
"Secundaria (004)",270,94,176
"Superior no univ. incompleta (005)",21,9,12
"Superior no univ. completa (006)",27,11,16
"Superior univ. incompleta (007)",12,2,10
"Superior univ. completa (008)",17,6,11
"De 14 a 29 años (010)",256,111,145
"Sin nivel (011)",5,3,2
"Primaria (013)",39,16,23
"Secundaria (014)",173,77,96
"Superior no univ. incompleta (015)",11,6,5
"Superior no univ. completa (016)",18,6,12
"Superior univ. incompleta (017)",4,,4
"Superior univ. completa (018)",6,3,3
"De 30 a 44 años (020)",176,42,134
"Sin nivel (021)",12,1,11
"Primaria (023)",57,18,39
"Secundaria (024)",76,13,63
"Superior no univ. incompleta (025)",7,2,5
"Superior no univ. completa (026)",9,5,4
"Superior univ. incompleta (027)",5,,5
"Superior univ. completa (028)",10,3,7
"De 45 a 64 años (030)",83,15,68
"Sin nivel (031)",12,1,11
"Primaria (033)",44,7,37
"Secundaria (034)",21,4,17
"Superior no univ. incompleta (035)",3,1,2
"Superior univ. incompleta (037)",3,2,1
"De 65 y más años (040)",22,,22
"Sin nivel (041)",11,,11
"Primaria (043)",10,,10
"Superior univ. completa (048)",1,,1
,,,
"AREA URBANA (050)",273,82,191
"Sin nivel (051)",17,2,15
"Primaria (053)",79,20,59
"Secundaria (054)",118,40,78
"Superior no univ. incompleta (055)",17,6,11
"Superior no univ. completa (056)",18,9,9
"Superior univ. incompleta (057)",12,2,10
"Superior univ. completa (058)",12,3,9
"De 14 a 29 años (060)",114,51,63
"Sin nivel (061)",1,1,
"Primaria (063)",17,9,8
"Secundaria (064)",68,31,37
"Superior no univ. incompleta (065)",8,4,4
"Superior no univ. completa (066)",11,4,7
"Superior univ. incompleta (067)",4,,4
"Superior univ. completa (068)",5,2,3
"De 30 a 44 años (070)",96,24,72
"Sin nivel (071)",5,1,4
"Primaria (073)",29,8,21
"Secundaria (074)",38,8,30
"Superior no univ. incompleta (075)",6,1,5
"Superior no univ. completa (076)",7,5,2
"Superior univ. incompleta (077)",5,,5
"Superior univ. completa (078)",6,1,5
"De 45 a 64 años (080)",48,7,41
"Sin nivel (081)",5,,5
"Primaria (083)",25,3,22
"Secundaria (084)",12,1,11
"Superior no univ. incompleta (085)",3,1,2
"Superior univ. incompleta (087)",3,2,1
"De 65 y más años (090)",15,,15
"Sin nivel (091)",6,,6
"Primaria (093)",8,,8
"Superior univ. completa (098)",1,,1
,,,
"AREA RURAL (100)",264,86,178
"Sin nivel (101)",23,3,20
"Primaria (103)",71,21,50
"Secundaria (104)",152,54,98
"Superior no univ. incompleta (105)",4,3,1
"Superior no univ. completa (106)",9,2,7
"Superior univ. completa (108)",5,3,2
"De 14 a 29 años (110)",142,60,82
"Sin nivel (111)",4,2,2
"Primaria (113)",22,7,15
"Secundaria (114)",105,46,59
"Superior no univ. incompleta (115)",3,2,1
"Superior no univ. completa (116)",7,2,5
"Superior univ. completa (118)",1,1,
"De 30 a 44 años (120)",80,18,62
"Sin nivel (121)",7,,7
"Primaria (123)",28,10,18
"Secundaria (124)",38,5,33
"Superior no univ. incompleta (125)",1,1,
"Superior no univ. completa (126)",2,,2
"Superior univ. completa (128)",4,2,2
"De 45 a 64 años (130)",35,8,27
"Sin nivel (131)",7,1,6
"Primaria (133)",19,4,15
"Secundaria (134)",9,3,6
"De 65 y más años (140)",7,,7
"Sin nivel (141)",5,,5
"Primaria (143)",2,,2
