"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia TARMA (000)",112230,111246,605,379
"Hombres (001)",55139,54722,236,181
"Mujeres (002)",57091,56524,369,198
"Menores de 1 año (003)",1702,1476,139,87
"Hombres (004)",863,763,61,39
"Mujeres (005)",839,713,78,48
"De 1 a 5 años (006)",10275,9795,215,265
"Hombres (007)",5185,4936,116,133
"Mujeres (008)",5090,4859,99,132
"De 6 a 14 años (009)",21723,21708,9,6
"Hombres (010)",10987,10981,2,4
"Mujeres (011)",10736,10727,7,2
"De 15 a 29 años (012)",29435,29412,19,4
"Hombres (013)",14491,14481,9,1
"Mujeres (014)",14944,14931,10,3
"De 30 a 44 años (015)",22126,22100,22,4
"Hombres (016)",10578,10569,7,2
"Mujeres (017)",11548,11531,15,2
"De 45 a 64 años (018)",17838,17792,41,5
"Hombres (019)",8646,8638,8,
"Mujeres (020)",9192,9154,33,5
"De 65 a más años (021)",9131,8963,160,8
"Hombres (022)",4389,4354,33,2
"Mujeres (023)",4742,4609,127,6
,,,,
"URBANA (024)",72569,71901,431,237
"Hombres (025)",35289,35002,172,115
"Mujeres (026)",37280,36899,259,122
"Menores de 1 año (027)",1082,939,95,48
"Hombres (028)",549,491,40,18
"Mujeres (029)",533,448,55,30
"De 1 a 5 años (030)",6389,6035,177,177
"Hombres (031)",3254,3066,94,94
"Mujeres (032)",3135,2969,83,83
"De 6 a 14 años (033)",13591,13584,6,1
"Hombres (034)",6909,6907,1,1
"Mujeres (035)",6682,6677,5,
"De 15 a 29 años (036)",19071,19054,15,2
"Hombres (037)",9212,9203,8,1
"Mujeres (038)",9859,9851,7,1
"De 30 a 44 años (039)",14958,14941,16,1
"Hombres (040)",7005,6998,7,
"Mujeres (041)",7953,7943,9,1
"De 45 a 64 años (042)",11655,11630,22,3
"Hombres (043)",5571,5567,4,
"Mujeres (044)",6084,6063,18,3
"De 65 a más años (045)",5823,5718,100,5
"Hombres (046)",2789,2770,18,1
"Mujeres (047)",3034,2948,82,4
,,,,
"RURAL (048)",39661,39345,174,142
"Hombres (049)",19850,19720,64,66
"Mujeres (050)",19811,19625,110,76
"Menores de 1 año (051)",620,537,44,39
"Hombres (052)",314,272,21,21
"Mujeres (053)",306,265,23,18
"De 1 a 5 años (054)",3886,3760,38,88
"Hombres (055)",1931,1870,22,39
"Mujeres (056)",1955,1890,16,49
"De 6 a 14 años (057)",8132,8124,3,5
"Hombres (058)",4078,4074,1,3
"Mujeres (059)",4054,4050,2,2
"De 15 a 29 años (060)",10364,10358,4,2
"Hombres (061)",5279,5278,1,
"Mujeres (062)",5085,5080,3,2
"De 30 a 44 años (063)",7168,7159,6,3
"Hombres (064)",3573,3571,,2
"Mujeres (065)",3595,3588,6,1
"De 45 a 64 años (066)",6183,6162,19,2
"Hombres (067)",3075,3071,4,
"Mujeres (068)",3108,3091,15,2
"De 65 a más años (069)",3308,3245,60,3
"Hombres (070)",1600,1584,15,1
"Mujeres (071)",1708,1661,45,2
