"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia PIURA (000)",13560,3276,10284
"Sin nivel (001)",649,94,555
"Educación inicial (002)",10,2,8
"Primaria (003)",3253,684,2569
"Secundaria (004)",4919,1301,3618
"Superior no univ. incompleta (005)",984,249,735
"Superior no univ. completa (006)",1599,351,1248
"Superior univ. incompleta (007)",852,280,572
"Superior univ. completa (008)",1294,315,979
"De 14 a 29 años (010)",7273,2602,4671
"Sin nivel (011)",116,45,71
"Educación inicial (012)",8,2,6
"Primaria (013)",1337,478,859
"Secundaria (014)",3017,1073,1944
"Superior no univ. incompleta (015)",640,209,431
"Superior no univ. completa (016)",868,292,576
"Superior univ. incompleta (017)",615,257,358
"Superior univ. completa (018)",672,246,426
"De 30 a 44 años (020)",3708,544,3164
"Sin nivel (021)",223,32,191
"Educación inicial (022)",2,,2
"Primaria (023)",967,154,813
"Secundaria (024)",1236,185,1051
"Superior no univ. incompleta (025)",232,35,197
"Superior no univ. completa (026)",520,54,466
"Superior univ. incompleta (027)",145,22,123
"Superior univ. completa (028)",383,62,321
"De 45 a 64 años (030)",2208,130,2078
"Sin nivel (031)",219,17,202
"Primaria (033)",757,52,705
"Secundaria (034)",626,43,583
"Superior no univ. incompleta (035)",101,5,96
"Superior no univ. completa (036)",195,5,190
"Superior univ. incompleta (037)",85,1,84
"Superior univ. completa (038)",225,7,218
"De 65 y más años (040)",371,,371
"Sin nivel (041)",91,,91
"Primaria (043)",192,,192
"Secundaria (044)",40,,40
"Superior no univ. incompleta (045)",11,,11
"Superior no univ. completa (046)",16,,16
"Superior univ. incompleta (047)",7,,7
"Superior univ. completa (048)",14,,14
,,,
"AREA URBANA (050)",12170,2937,9233
"Sin nivel (051)",470,77,393
"Educación inicial (052)",8,2,6
"Primaria (053)",2603,533,2070
"Secundaria (054)",4496,1187,3309
"Superior no univ. incompleta (055)",937,229,708
"Superior no univ. completa (056)",1540,326,1214
"Superior univ. incompleta (057)",838,273,565
"Superior univ. completa (058)",1278,310,968
"De 14 a 29 años (060)",6452,2308,4144
"Sin nivel (061)",73,34,39
"Educación inicial (062)",6,2,4
"Primaria (063)",962,348,614
"Secundaria (064)",2704,972,1732
"Superior no univ. incompleta (065)",602,189,413
"Superior no univ. completa (066)",834,269,565
"Superior univ. incompleta (067)",607,251,356
"Superior univ. completa (068)",664,243,421
"De 30 a 44 años (070)",3350,513,2837
"Sin nivel (071)",156,29,127
"Educación inicial (072)",2,,2
"Primaria (073)",805,141,664
"Secundaria (074)",1145,175,970
"Superior no univ. incompleta (075)",225,35,190
"Superior no univ. completa (076)",502,52,450
"Superior univ. incompleta (077)",139,21,118
"Superior univ. completa (078)",376,60,316
"De 45 a 64 años (080)",2042,116,1926
"Sin nivel (081)",171,14,157
"Primaria (083)",665,44,621
"Secundaria (084)",609,40,569
"Superior no univ. incompleta (085)",100,5,95
"Superior no univ. completa (086)",188,5,183
"Superior univ. incompleta (087)",85,1,84
"Superior univ. completa (088)",224,7,217
"De 65 y más años (090)",326,,326
"Sin nivel (091)",70,,70
"Primaria (093)",171,,171
"Secundaria (094)",38,,38
"Superior no univ. incompleta (095)",10,,10
"Superior no univ. completa (096)",16,,16
"Superior univ. incompleta (097)",7,,7
"Superior univ. completa (098)",14,,14
,,,
"AREA RURAL (100)",1390,339,1051
"Sin nivel (101)",179,17,162
"Educación inicial (102)",2,,2
"Primaria (103)",650,151,499
"Secundaria (104)",423,114,309
"Superior no univ. incompleta (105)",47,20,27
"Superior no univ. completa (106)",59,25,34
"Superior univ. incompleta (107)",14,7,7
"Superior univ. completa (108)",16,5,11
"De 14 a 29 años (110)",821,294,527
"Sin nivel (111)",43,11,32
"Educación inicial (112)",2,,2
"Primaria (113)",375,130,245
"Secundaria (114)",313,101,212
"Superior no univ. incompleta (115)",38,20,18
"Superior no univ. completa (116)",34,23,11
"Superior univ. incompleta (117)",8,6,2
"Superior univ. completa (118)",8,3,5
"De 30 a 44 años (120)",358,31,327
"Sin nivel (121)",67,3,64
"Primaria (123)",162,13,149
"Secundaria (124)",91,10,81
"Superior no univ. incompleta (125)",7,,7
"Superior no univ. completa (126)",18,2,16
"Superior univ. incompleta (127)",6,1,5
"Superior univ. completa (128)",7,2,5
"De 45 a 64 años (130)",166,14,152
"Sin nivel (131)",48,3,45
"Primaria (133)",92,8,84
"Secundaria (134)",17,3,14
"Superior no univ. incompleta (135)",1,,1
"Superior no univ. completa (136)",7,,7
"Superior univ. completa (138)",1,,1
"De 65 y más años (140)",45,,45
"Sin nivel (141)",21,,21
"Primaria (143)",21,,21
"Secundaria (144)",2,,2
"Superior no univ. incompleta (145)",1,,1
