"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia REQUENA (000)",43345,9294,4201,503,29378
"Conviviente (001)",17988,3269,1189,180,13358
"Separado(a) (002)",829,127,64,11,627
"Casado(a) (003)",7705,995,1340,122,5262
"Viudo(a) (004)",961,96,68,13,784
"Divorciado(a) (005)",59,7,4,4,44
"Soltero(a) (006)",15803,4800,1536,173,9303
"Hombres (008)",23059,4150,2134,297,16497
"Conviviente (009)",8791,1082,589,102,7021
"Separado(a) (010)",324,20,20,7,277
"Casado(a) (011)",3853,388,702,68,2706
"Viudo(a) (012)",382,22,18,4,338
"Divorciado(a) (013)",34,3,3,3,25
"Soltero(a) (014)",9675,2635,802,113,6130
"Mujeres (016)",20286,5144,2067,206,12881
"Conviviente (017)",9197,2187,600,78,6337
"Separado(a) (018)",505,107,44,4,350
"Casado(a) (019)",3852,607,638,54,2556
"Viudo(a) (020)",579,74,50,9,446
"Divorciado(a) (021)",25,4,1,1,19
"Soltero(a) (022)",6128,2165,734,60,3173
,,,,,
"URBANA (024)",25702,5275,3631,428,16397
"Conviviente (025)",9748,1641,943,147,7024
"Separado(a) (026)",503,81,53,11,358
"Casado(a) (027)",4705,532,1181,105,2901
"Viudo(a) (028)",542,49,60,11,422
"Divorciado(a) (029)",32,1,4,3,24
"Soltero(a) (030)",10172,2971,1390,151,5668
"Hombres (032)",13349,2322,1814,249,8982
"Conviviente (033)",4683,491,460,81,3654
"Separado(a) (034)",165,13,17,7,128
"Casado(a) (035)",2328,197,609,59,1474
"Viudo(a) (036)",188,9,15,3,161
"Divorciado(a) (037)",18,1,3,2,12
"Soltero(a) (038)",5967,1611,710,97,3553
"Mujeres (040)",12353,2953,1817,179,7415
"Conviviente (041)",5065,1150,483,66,3370
"Separado(a) (042)",338,68,36,4,230
"Casado(a) (043)",2377,335,572,46,1427
"Viudo(a) (044)",354,40,45,8,261
"Divorciado(a) (045)",14,,1,1,12
"Soltero(a) (046)",4205,1360,680,54,2115
,,,,,
"RURAL (048)",17643,4019,570,75,12981
"Conviviente (049)",8240,1628,246,33,6334
"Separado(a) (050)",326,46,11,,269
"Casado(a) (051)",3000,463,159,17,2361
"Viudo(a) (052)",419,47,8,2,362
"Divorciado(a) (053)",27,6,,1,20
"Soltero(a) (054)",5631,1829,146,22,3635
"Hombres (056)",9710,1828,320,48,7515
"Conviviente (057)",4108,591,129,21,3367
"Separado(a) (058)",159,7,3,,149
"Casado(a) (059)",1525,191,93,9,1232
"Viudo(a) (060)",194,13,3,1,177
"Divorciado(a) (061)",16,2,,1,13
"Soltero(a) (062)",3708,1024,92,16,2577
"Mujeres (064)",7933,2191,250,27,5466
"Conviviente (065)",4132,1037,117,12,2967
"Separado(a) (066)",167,39,8,,120
"Casado(a) (067)",1475,272,66,8,1129
"Viudo(a) (068)",225,34,5,1,185
"Divorciado(a) (069)",11,4,,,7
"Soltero(a) (070)",1923,805,54,6,1058
