"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
,,,,,,,,,,,,
"Provincia SUCRE (000)",3647,40,516,60,95,229,1141,105,86,1186,6,183
"Agric., ganadería, caza y silvicultura (001)",2108,,1,2,,,1141,,2,962,,
"Explotación de minas y canteras (003)",51,,,,1,,,31,,19,,
"Industrias manufactureras (004)",68,,,1,,,,65,2,,,
"Suministro de electricidad, gas y agua (005)",12,,,,1,,,1,,10,,
"Construcción (006)",119,,1,2,2,,,1,50,63,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",240,,,3,1,200,,6,1,29,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",7,,,,,3,,3,1,,,
"Comercio al por mayor (009)",9,,,2,1,5,,1,,,,
"Comercio al por menor (010)",224,,,1,,192,,2,,29,,
"Hoteles y restaurantes (011)",47,,,,,25,,,,22,,
"Trans., almac. y comunicaciones (012)",37,,,,2,1,,,27,7,,
"Intermediación financiera (013)",1,,,,1,,,,,,,
"Activid.inmobil., empres. y alquileres (014)",20,,7,4,3,,,,,6,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",153,32,7,5,63,,,,4,36,6,
"Enseñanza (016)",506,8,474,2,12,,,,,10,,
"Servicios sociales y de salud (017)",60,,24,33,2,,,1,,,,
"Otras activ. serv.comun.soc y personales (018)",17,,1,8,1,3,,,,4,,
"Hogares privados con servicio doméstico (019)",18,,,,,,,,,18,,
"Actividad economica no especificada (021)",190,,1,,6,,,,,,,183
