"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia HUAURA (000)",187250,15440,4882,53341,67334,6123,6867,14248,19015
"Quechua (001)",3698,731,14,1372,1021,81,99,109,271
"Aymara (002)",99,18,3,41,28,1,1,2,5
"Ashaninca (003)",4,1,,1,1,,,1,
"Otra lengua nativa (004)",182,11,5,33,85,6,3,21,18
"Castellano (005)",182976,14612,4848,51853,66114,6023,6750,14088,18688
"Idioma extranjero (006)",14,,,2,3,,1,2,6
"Es sordomudo/a (007)",277,67,12,39,82,12,13,25,27
"Hombres (009)",94363,6109,2548,26262,36499,3271,3045,7224,9405
"Quechua (010)",1857,142,4,750,675,40,53,61,132
"Aymara (011)",65,7,3,30,22,1,,1,1
"Ashaninca (012)",2,,,,1,,,1,
"Otra lengua nativa (013)",148,9,5,27,71,5,3,14,14
"Castellano (014)",92129,5921,2530,25434,35679,3215,2985,7125,9240
"Idioma extranjero (015)",7,,,1,2,,,2,2
"Es sordomudo/a (016)",155,30,6,20,49,10,4,20,16
"Mujeres (018)",92887,9331,2334,27079,30835,2852,3822,7024,9610
"Quechua (019)",1841,589,10,622,346,41,46,48,139
"Aymara (020)",34,11,,11,6,,1,1,4
"Ashaninca (021)",2,1,,1,,,,,
"Otra lengua nativa (022)",34,2,,6,14,1,,7,4
"Castellano (023)",90847,8691,2318,26419,30435,2808,3765,6963,9448
"Idioma extranjero (024)",7,,,1,1,,1,,4
"Es sordomudo/a (025)",122,37,6,19,33,2,9,5,11
,,,,,,,,,
"URBANA (027)",161953,11903,4256,43515,58607,5571,6415,13404,18282
"Quechua (028)",2933,533,11,1048,836,78,88,91,248
"Aymara (029)",98,17,3,41,28,1,1,2,5
"Ashaninca (030)",2,,,1,,,,1,
"Otra lengua nativa (031)",159,11,5,26,70,6,3,20,18
"Castellano (032)",158523,11293,4225,42370,57604,5475,6313,13264,17979
"Idioma extranjero (033)",14,,,2,3,,1,2,6
"Es sordomudo/a (034)",224,49,12,27,66,11,9,24,26
"Hombres (036)",80785,4782,2225,21016,31301,2948,2824,6723,8966
"Quechua (037)",1444,98,3,550,533,37,49,50,124
"Aymara (038)",65,7,3,30,22,1,,1,1
"Ashaninca (039)",1,,,,,,,1,
"Otra lengua nativa (040)",126,9,5,20,57,5,3,13,14
"Castellano (041)",79017,4648,2208,20406,30645,2896,2768,6636,8810
"Idioma extranjero (042)",7,,,1,2,,,2,2
"Es sordomudo/a (043)",125,20,6,9,42,9,4,20,15
"Mujeres (045)",81168,7121,2031,22499,27306,2623,3591,6681,9316
"Quechua (046)",1489,435,8,498,303,41,39,41,124
"Aymara (047)",33,10,,11,6,,1,1,4
"Ashaninca (048)",1,,,1,,,,,
"Otra lengua nativa (049)",33,2,,6,13,1,,7,4
"Castellano (050)",79506,6645,2017,21964,26959,2579,3545,6628,9169
"Idioma extranjero (051)",7,,,1,1,,1,,4
"Es sordomudo/a (052)",99,29,6,18,24,2,5,4,11
,,,,,,,,,
"RURAL (054)",25297,3537,626,9826,8727,552,452,844,733
"Quechua (055)",765,198,3,324,185,3,11,18,23
"Aymara (056)",1,1,,,,,,,
"Ashaninca (057)",2,1,,,1,,,,
"Otra lengua nativa (058)",23,,,7,15,,,1,
"Castellano (059)",24453,3319,623,9483,8510,548,437,824,709
"Es sordomudo/a (061)",53,18,,12,16,1,4,1,1
"Hombres (063)",13578,1327,323,5246,5198,323,221,501,439
"Quechua (064)",413,44,1,200,142,3,4,11,8
"Ashaninca (066)",1,,,,1,,,,
"Otra lengua nativa (067)",22,,,7,14,,,1,
"Castellano (068)",13112,1273,322,5028,5034,319,217,489,430
"Es sordomudo/a (070)",30,10,,11,7,1,,,1
"Mujeres (072)",11719,2210,303,4580,3529,229,231,343,294
"Quechua (073)",352,154,2,124,43,,7,7,15
"Aymara (074)",1,1,,,,,,,
"Ashaninca (075)",1,1,,,,,,,
"Otra lengua nativa (076)",1,,,,1,,,,
"Castellano (077)",11341,2046,301,4455,3476,229,220,335,279
"Es sordomudo/a (079)",23,8,,1,9,,4,1,
