"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia ILO (000)",57224,4254,19700,5153,28419
"Hombres (001)",28931,1937,10235,3174,13774
"Mujeres (002)",28293,2317,9465,1979,14645
"PEA (003)",28096,1458,9900,2613,14334
"Hombres (004)",17746,797,6425,2008,8671
"Mujeres (005)",10350,661,3475,605,5663
"Ocupada (006)",26126,1353,9561,2508,12909
"Hombres (007)",16445,740,6206,1928,7722
"Mujeres (008)",9681,613,3355,580,5187
"Desocupada (009)",1970,105,339,105,1425
"Hombres (010)",1301,57,219,80,949
"Mujeres (011)",669,48,120,25,476
"No PEA (012)",29128,2796,9800,2540,14085
"Hombres (013)",11185,1140,3810,1166,5103
"Mujeres (014)",17943,1656,5990,1374,8982
,,,,,
"URBANA (018)",56529,4246,19563,4735,28284
"Hombres (019)",28362,1933,10146,2791,13678
"Mujeres (020)",28167,2313,9417,1944,14606
"PEA (021)",27758,1452,9789,2485,14240
"Hombres (022)",17472,794,6343,1893,8596
"Mujeres (023)",10286,658,3446,592,5644
"Ocupada (024)",25791,1347,9450,2380,12818
"Hombres (025)",16173,737,6124,1813,7649
"Mujeres (026)",9618,610,3326,567,5169
"Desocupada (027)",1967,105,339,105,1422
"Hombres (028)",1299,57,219,80,947
"Mujeres (029)",668,48,120,25,475
"No PEA (030)",28771,2794,9774,2250,14044
"Hombres (031)",10890,1139,3803,898,5082
"Mujeres (032)",17881,1655,5971,1352,8962
,,,,,
"RURAL (036)",695,8,137,418,135
"Hombres (037)",569,4,89,383,96
"Mujeres (038)",126,4,48,35,39
"PEA (039)",338,6,111,128,94
"Hombres (040)",274,3,82,115,75
"Mujeres (041)",64,3,29,13,19
"Ocupada (042)",335,6,111,128,91
"Hombres (043)",272,3,82,115,73
"Mujeres (044)",63,3,29,13,18
"Desocupada (045)",3,,,,3
"Hombres (046)",2,,,,2
"Mujeres (047)",1,,,,1
"No PEA (048)",357,2,26,290,41
"Hombres (049)",295,1,7,268,21
"Mujeres (050)",62,1,19,22,20
