"CUADRO Nº 11: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA POTABLE, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA POTABLE",,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)"
,,,,
"Provincia JUNIN",,,,
"Viviendas particulares (001)",249,191,41,17
"Ocupantes presentes (002)",811,635,127,49
"Casa independiente",,,,
"Viviendas particulares (004)",224,167,40,17
"Ocupantes presentes (005)",722,547,126,49
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Viviendas particulares (010)",23,23,,
"Ocupantes presentes (011)",86,86,,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (013)",2,1,1,
"Ocupantes presentes (014)",3,2,1,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (028)",218,175,33,10
"Ocupantes presentes (029)",697,574,91,32
"Casa independiente",,,,
"Viviendas particulares (031)",193,151,32,10
"Ocupantes presentes (032)",608,486,90,32
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Viviendas particulares (037)",23,23,,
"Ocupantes presentes (038)",86,86,,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (040)",2,1,1,
"Ocupantes presentes (041)",3,2,1,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (055)",31,16,8,7
"Ocupantes presentes (056)",114,61,36,17
"Casa independiente",,,,
"Viviendas particulares (058)",31,16,8,7
"Ocupantes presentes (059)",114,61,36,17
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
URBANA,,,,
"Viviendas particulares (109)",174,133,36,5
"Ocupantes presentes (110)",591,466,107,18
"Casa independiente",,,,
"Viviendas particulares (112)",149,109,35,5
"Ocupantes presentes (113)",502,378,106,18
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Viviendas particulares (118)",23,23,,
"Ocupantes presentes (119)",86,86,,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (121)",2,1,1,
"Ocupantes presentes (122)",3,2,1,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (136)",157,124,29,4
"Ocupantes presentes (137)",518,429,73,16
"Casa independiente",,,,
"Viviendas particulares (139)",132,100,28,4
"Ocupantes presentes (140)",429,341,72,16
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Viviendas particulares (145)",23,23,,
"Ocupantes presentes (146)",86,86,,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (148)",2,1,1,
"Ocupantes presentes (149)",3,2,1,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (163)",17,9,7,1
"Ocupantes presentes (164)",73,37,34,2
"Casa independiente",,,,
"Viviendas particulares (166)",17,9,7,1
"Ocupantes presentes (167)",73,37,34,2
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
RURAL,,,,
"Viviendas particulares (217)",75,58,5,12
"Ocupantes presentes (218)",220,169,20,31
"Casa independiente",,,,
"Viviendas particulares (220)",75,58,5,12
"Ocupantes presentes (221)",220,169,20,31
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (244)",61,51,4,6
"Ocupantes presentes (245)",179,145,18,16
"Casa independiente",,,,
"Viviendas particulares (247)",61,51,4,6
"Ocupantes presentes (248)",179,145,18,16
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (271)",14,7,1,6
"Ocupantes presentes (272)",41,24,2,15
"Casa independiente",,,,
"Viviendas particulares (274)",14,7,1,6
"Ocupantes presentes (275)",41,24,2,15
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
