"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CHANCHAMAYO (000)",120768,8989,10174,3554,98307
"Conviviente (001)",39372,1749,2726,814,34150
"Separado(a) (002)",4605,153,278,96,4083
"Casado(a) (003)",28536,957,3902,1143,22652
"Viudo(a) (004)",3841,121,282,88,3351
"Divorciado(a) (005)",585,10,57,20,499
"Soltero(a) (006)",43829,5999,2929,1393,33572
"Hombres (008)",64555,4194,5408,2416,52731
"Conviviente (009)",19648,555,1497,571,17080
"Separado(a) (010)",1830,37,114,50,1630
"Casado(a) (011)",14509,391,2092,732,11385
"Viudo(a) (012)",1430,34,106,34,1257
"Divorciado(a) (013)",345,6,36,12,291
"Soltero(a) (014)",26793,3171,1563,1017,21088
"Mujeres (016)",56213,4795,4766,1138,45576
"Conviviente (017)",19724,1194,1229,243,17070
"Separado(a) (018)",2775,116,164,46,2453
"Casado(a) (019)",14027,566,1810,411,11267
"Viudo(a) (020)",2411,87,176,54,2094
"Divorciado(a) (021)",240,4,21,8,208
"Soltero(a) (022)",17036,2828,1366,376,12484
,,,,,
"URBANA (024)",70095,4311,8304,2857,54810
"Conviviente (025)",21778,814,2132,611,18265
"Separado(a) (026)",2988,81,240,73,2599
"Casado(a) (027)",16291,506,3210,913,11757
"Viudo(a) (028)",1987,61,220,68,1639
"Divorciado(a) (029)",333,5,42,16,271
"Soltero(a) (030)",26718,2844,2460,1176,20279
"Hombres (032)",35545,1977,4160,1912,27628
"Conviviente (033)",10619,267,1108,420,8858
"Separado(a) (034)",1001,18,92,33,859
"Casado(a) (035)",8043,217,1634,573,5688
"Viudo(a) (036)",598,14,77,25,483
"Divorciado(a) (037)",162,1,23,10,128
"Soltero(a) (038)",15122,1460,1226,851,11612
"Mujeres (040)",34550,2334,4144,945,27182
"Conviviente (041)",11159,547,1024,191,9407
"Separado(a) (042)",1987,63,148,40,1740
"Casado(a) (043)",8248,289,1576,340,6069
"Viudo(a) (044)",1389,47,143,43,1156
"Divorciado(a) (045)",171,4,19,6,143
"Soltero(a) (046)",11596,1384,1234,325,8667
,,,,,
"RURAL (048)",50673,4678,1870,697,43497
"Conviviente (049)",17594,935,594,203,15885
"Separado(a) (050)",1617,72,38,23,1484
"Casado(a) (051)",12245,451,692,230,10895
"Viudo(a) (052)",1854,60,62,20,1712
"Divorciado(a) (053)",252,5,15,4,228
"Soltero(a) (054)",17111,3155,469,217,13293
"Hombres (056)",29010,2217,1248,504,25103
"Conviviente (057)",9029,288,389,151,8222
"Separado(a) (058)",829,19,22,17,771
"Casado(a) (059)",6466,174,458,159,5697
"Viudo(a) (060)",832,20,29,9,774
"Divorciado(a) (061)",183,5,13,2,163
"Soltero(a) (062)",11671,1711,337,166,9476
"Mujeres (064)",21663,2461,622,193,18394
"Conviviente (065)",8565,647,205,52,7663
"Separado(a) (066)",788,53,16,6,713
"Casado(a) (067)",5779,277,234,71,5198
"Viudo(a) (068)",1022,40,33,11,938
"Divorciado(a) (069)",69,,2,2,65
"Soltero(a) (070)",5440,1444,132,51,3817
